RTENAME,StateNm,RouteID,U_S_R_I,id,tmean.t1,tmean.t2
BRADBURY,34,046,34_046,1302,20.435,20.979
BRADBURY,34,046,34_046,1303,20.426,20.987
BRADBURY,34,046,34_046,1304,20.422,20.951
BRADBURY,34,046,34_046,1305,20.390,20.914
NILWOOD,34,075,34_075,1306,20.066,20.439
NILWOOD,34,075,34_075,1307,20.087,20.494
NILWOOD,34,075,34_075,1308,20.199,20.659
NILWOOD,34,075,34_075,1309,20.298,20.771
NILWOOD,34,075,34_075,1310,20.404,20.834
JAMESTOWN,34,051,34_051,1311,21.436,22.187
JAMESTOWN,34,051,34_051,1312,21.315,22.031
JAMESTOWN,34,051,34_051,1313,21.195,21.895
JAMESTOWN,34,051,34_051,1314,21.102,21.804
JAMESTOWN,34,051,34_051,1315,21.006,21.727
FLORA,34,057,34_057,1316,21.041,21.568
FLORA,34,057,34_057,1317,21.024,21.573
FLORA,34,057,34_057,1318,20.968,21.499
FLORA,34,057,34_057,1319,20.844,21.380
FLORA,34,057,34_057,1320,20.582,21.162
ST MORGAN,34,052,34_052,1321,21.140,21.861
ST MORGAN,34,052,34_052,1322,21.235,21.964
ST MORGAN,34,052,34_052,1323,21.379,22.119
ST MORGAN,34,052,34_052,1324,21.432,22.200
ST MORGAN,34,052,34_052,1325,21.443,22.195
BEAUCOUP,34,053,34_053,1326,21.189,21.526
BEAUCOUP,34,053,34_053,1327,21.132,21.629
BEAUCOUP,34,053,34_053,1328,21.034,21.739
BEAUCOUP,34,053,34_053,1329,20.895,21.754
BEAUCOUP,34,053,34_053,1330,20.826,21.698
DARMSTADT,34,078,34_078,1331,21.205,21.812
DARMSTADT,34,078,34_078,1332,21.211,21.832
DARMSTADT,34,078,34_078,1333,21.148,21.783
DARMSTADT,34,078,34_078,1334,21.147,21.753
DARMSTADT,34,078,34_078,1335,21.178,21.764
COLUMBIA,34,049,34_049,1336,21.167,21.821
COLUMBIA,34,049,34_049,1337,21.254,21.957
COLUMBIA,34,049,34_049,1338,21.301,22.068
COLUMBIA,34,049,34_049,1339,21.267,22.057
COLUMBIA,34,049,34_049,1340,21.286,22.047
MASCOUTAH LK,34,050,34_050,1341,21.186,21.777
MASCOUTAH LK,34,050,34_050,1342,21.256,21.848
MASCOUTAH LK,34,050,34_050,1343,21.345,21.919
MASCOUTAH LK,34,050,34_050,1344,21.374,21.943
MASCOUTAH LK,34,050,34_050,1345,21.459,22.020
BROWNVILLE,34,079,34_079,1346,20.785,21.581
BROWNVILLE,34,079,34_079,1347,20.950,21.712
BROWNVILLE,34,079,34_079,1348,20.979,21.616
BROWNVILLE,34,079,34_079,1349,21.107,21.604
BROWNVILLE,34,079,34_079,1350,21.320,21.638
BREMEN,34,060,34_060,1351,21.191,21.679
BREMEN,34,060,34_060,1352,21.320,21.825
BREMEN,34,060,34_060,1353,21.252,21.797
BREMEN,34,060,34_060,1354,21.216,21.787
BREMEN,34,060,34_060,1355,21.235,21.796
DELWOOD,34,062,34_062,1356,21.345,21.198
DELWOOD,34,062,34_062,1357,21.295,20.963
DELWOOD,34,062,34_062,1358,21.389,21.127
DELWOOD,34,062,34_062,1359,21.185,21.038
DELWOOD,34,062,34_062,1360,21.061,21.014
BELKNAP,34,061,34_061,1361,21.659,21.971
BELKNAP,34,061,34_061,1362,21.664,21.841
BELKNAP,34,061,34_061,1363,21.660,21.732
BELKNAP,34,061,34_061,1364,21.744,21.630
BELKNAP,34,061,34_061,1365,21.676,21.595
SANDUSKY,34,080,34_080,1366,21.878,22.441
SANDUSKY,34,080,34_080,1367,21.791,22.388
SANDUSKY,34,080,34_080,1368,21.728,22.309
SANDUSKY,34,080,34_080,1369,21.601,22.157
SANDUSKY,34,080,34_080,1370,21.485,22.055
PULASKI,34,059,34_059,1371,21.898,22.424
PULASKI,34,059,34_059,1372,21.922,22.398
PULASKI,34,059,34_059,1373,21.960,22.401
PULASKI,34,059,34_059,1374,22.036,22.477
PULASKI,34,059,34_059,1375,22.108,22.550
BEAVERDAM LK,34,063,34_063,1376,21.887,22.039
BEAVERDAM LK,34,063,34_063,1377,21.698,21.841
BEAVERDAM LK,34,063,34_063,1378,21.560,21.701
BEAVERDAM LK,34,063,34_063,1379,21.459,21.511
BEAVERDAM LK,34,063,34_063,1380,21.515,21.505
ELLIS,35,009,35_009,1381,17.407,17.520
ELLIS,35,009,35_009,1382,17.429,17.502
ELLIS,35,009,35_009,1383,17.535,17.561
ELLIS,35,009,35_009,1384,17.663,17.602
ELLIS,35,009,35_009,1385,17.578,17.559
MIDDLEBURY,35,006,35_006,1386,17.948,18.119
MIDDLEBURY,35,006,35_006,1387,18.004,18.233
MIDDLEBURY,35,006,35_006,1388,17.986,18.252
MIDDLEBURY,35,006,35_006,1389,17.980,18.273
MIDDLEBURY,35,006,35_006,1390,18.044,18.332
LAKEVILLE,35,103,35_103,1391,18.086,18.323
LAKEVILLE,35,103,35_103,1392,18.008,18.180
LAKEVILLE,35,103,35_103,1393,17.954,17.999
LAKEVILLE,35,103,35_103,1394,17.929,17.982
LAKEVILLE,35,103,35_103,1395,17.827,17.982
KEWANNA,35,005,35_005,1396,18.574,18.741
KEWANNA,35,005,35_005,1397,18.518,18.719
KEWANNA,35,005,35_005,1398,18.441,18.688
KEWANNA,35,005,35_005,1399,18.405,18.758
KEWANNA,35,005,35_005,1400,18.407,18.908
GALVESTON,35,013,35_013,1401,18.907,19.260
GALVESTON,35,013,35_013,1402,18.776,19.189
GALVESTON,35,013,35_013,1403,18.737,19.097
GALVESTON,35,013,35_013,1404,18.645,19.074
GALVESTON,35,013,35_013,1405,18.598,19.078
MONTICELLO,35,012,35_012,1406,19.251,19.133
MONTICELLO,35,012,35_012,1407,19.422,19.183
MONTICELLO,35,012,35_012,1408,19.515,19.234
MONTICELLO,35,012,35_012,1409,19.586,19.295
MONTICELLO,35,012,35_012,1410,19.595,19.305
FOWLER,35,010,35_010,1411,19.137,19.396
FOWLER,35,010,35_010,1412,19.060,19.341
FOWLER,35,010,35_010,1413,19.037,19.325
FOWLER,35,010,35_010,1414,19.058,19.341
FOWLER,35,010,35_010,1415,19.228,19.431
W LAFAYETTE,35,011,35_011,1416,19.477,19.407
W LAFAYETTE,35,011,35_011,1417,19.298,19.269
W LAFAYETTE,35,011,35_011,1418,19.207,19.165
W LAFAYETTE,35,011,35_011,1419,19.152,19.074
W LAFAYETTE,35,011,35_011,1420,19.091,19.022
THORNTOWN,35,014,35_014,1421,19.362,19.416
THORNTOWN,35,014,35_014,1422,19.384,19.423
THORNTOWN,35,014,35_014,1423,19.382,19.419
THORNTOWN,35,014,35_014,1424,19.385,19.405
THORNTOWN,35,014,35_014,1425,19.284,19.352
MIDDLETOWN,35,016,35_016,1426,18.804,19.394
MIDDLETOWN,35,016,35_016,1427,18.999,19.480
MIDDLETOWN,35,016,35_016,1428,19.192,19.584
MIDDLETOWN,35,016,35_016,1429,19.282,19.641
MIDDLETOWN,35,016,35_016,1430,19.333,19.670
BRAZIL,35,022,35_022,1431,20.196,20.501
BRAZIL,35,022,35_022,1432,20.190,20.517
BRAZIL,35,022,35_022,1433,20.077,20.417
BRAZIL,35,022,35_022,1434,19.923,20.264
BRAZIL,35,022,35_022,1435,19.790,20.105
BELMONT,35,023,35_023,1436,20.019,20.180
BELMONT,35,023,35_023,1437,19.956,20.120
BELMONT,35,023,35_023,1438,19.878,20.030
BELMONT,35,023,35_023,1439,19.873,20.016
BELMONT,35,023,35_023,1440,19.849,19.995
PIMENTO,35,021,35_021,1441,20.895,21.053
PIMENTO,35,021,35_021,1442,20.880,20.992
PIMENTO,35,021,35_021,1443,20.733,20.953
PIMENTO,35,021,35_021,1444,20.499,20.986
PIMENTO,35,021,35_021,1445,20.286,20.791
VEVAY,35,040,35_040,1446,19.868,20.409
VEVAY,35,040,35_040,1447,20.047,20.532
VEVAY,35,040,35_040,1448,20.047,20.404
VEVAY,35,040,35_040,1449,20.073,20.290
VEVAY,35,040,35_040,1450,20.418,20.416
INDIAN SPGS,35,035,35_035,1451,20.152,20.346
INDIAN SPGS,35,035,35_035,1452,20.045,20.184
INDIAN SPGS,35,035,35_035,1453,19.978,20.078
INDIAN SPGS,35,035,35_035,1454,19.963,20.021
INDIAN SPGS,35,035,35_035,1455,20.050,20.105
SCOTTSBURG,35,041,35_041,1456,20.553,20.827
SCOTTSBURG,35,041,35_041,1457,20.597,20.825
SCOTTSBURG,35,041,35_041,1458,20.476,20.714
SCOTTSBURG,35,041,35_041,1459,20.299,20.578
SCOTTSBURG,35,041,35_041,1460,20.291,20.552
NEW PHILA,35,038,35_038,1461,20.283,20.607
NEW PHILA,35,038,35_038,1462,20.286,20.553
NEW PHILA,35,038,35_038,1463,20.047,20.260
NEW PHILA,35,038,35_038,1464,20.021,20.226
NEW PHILA,35,038,35_038,1465,20.140,20.347
CORYDON,35,039,35_039,1466,19.813,20.464
CORYDON,35,039,35_039,1467,19.743,20.275
CORYDON,35,039,35_039,1468,19.960,20.358
CORYDON,35,039,35_039,1469,20.268,20.611
CORYDON,35,039,35_039,1470,20.472,20.745
ROCK VALLEY,36,034,36_034,1471,18.471,18.464
ROCK VALLEY,36,034,36_034,1472,18.572,18.530
ROCK VALLEY,36,034,36_034,1473,18.617,18.561
ROCK VALLEY,36,034,36_034,1474,18.542,18.526
ROCK VALLEY,36,034,36_034,1475,18.470,18.468
GAZA,36,033,36_033,1476,17.931,18.660
GAZA,36,033,36_033,1477,18.014,18.524
GAZA,36,033,36_033,1478,18.027,18.337
GAZA,36,033,36_033,1479,18.260,18.322
GAZA,36,033,36_033,1480,18.345,18.340
TITONKA,36,032,36_032,1481,17.892,18.085
TITONKA,36,032,36_032,1482,17.835,18.026
TITONKA,36,032,36_032,1483,17.720,17.883
TITONKA,36,032,36_032,1484,17.692,17.837
TITONKA,36,032,36_032,1485,17.748,17.850
KANAWHA,36,022,36_022,1486,17.445,17.592
KANAWHA,36,022,36_022,1487,17.476,17.637
KANAWHA,36,022,36_022,1488,17.660,17.806
KANAWHA,36,022,36_022,1489,17.782,17.908
KANAWHA,36,022,36_022,1490,17.735,17.840
SIOUX CITY,36,028,36_028,1491,19.446,19.198
SIOUX CITY,36,028,36_028,1492,19.254,19.132
SIOUX CITY,36,028,36_028,1493,19.039,19.038
SIOUX CITY,36,028,36_028,1494,18.991,19.007
SIOUX CITY,36,028,36_028,1495,18.990,18.997
MCCALLSBURG,36,123,36_123,1496,18.548,18.734
MCCALLSBURG,36,123,36_123,1497,18.463,18.664
MCCALLSBURG,36,123,36_123,1498,18.404,18.596
MCCALLSBURG,36,123,36_123,1499,18.307,18.523
MCCALLSBURG,36,123,36_123,1500,18.238,18.470
SCRANTON,36,024,36_024,1501,18.344,18.532
SCRANTON,36,024,36_024,1502,18.443,18.683
SCRANTON,36,024,36_024,1503,18.484,18.749
SCRANTON,36,024,36_024,1504,18.495,18.778
SCRANTON,36,024,36_024,1505,18.460,18.757
BRYANT,36,006,36_006,1506,17.900,18.369
BRYANT,36,006,36_006,1507,17.952,18.357
BRYANT,36,006,36_006,1508,18.076,18.413
BRYANT,36,006,36_006,1509,18.169,18.459
BRYANT,36,006,36_006,1510,18.153,18.395
WASHINGTON,36,014,36_014,1511,18.596,19.096
WASHINGTON,36,014,36_014,1512,18.563,19.092
WASHINGTON,36,014,36_014,1513,18.530,19.013
WASHINGTON,36,014,36_014,1514,18.511,18.851
WASHINGTON,36,014,36_014,1515,18.484,18.707
PANTHER,36,013,36_013,1516,18.621,19.079
PANTHER,36,013,36_013,1517,18.571,19.079
PANTHER,36,013,36_013,1518,18.537,19.071
PANTHER,36,013,36_013,1519,18.526,19.031
PANTHER,36,013,36_013,1520,18.532,18.941
WEST LIBERTY,36,007,36_007,1521,18.807,19.313
WEST LIBERTY,36,007,36_007,1522,18.960,19.453
WEST LIBERTY,36,007,36_007,1523,18.974,19.454
WEST LIBERTY,36,007,36_007,1524,18.916,19.403
WEST LIBERTY,36,007,36_007,1525,19.001,19.451
NEOLA,36,015,36_015,1526,18.876,19.015
NEOLA,36,015,36_015,1527,19.026,19.101
NEOLA,36,015,36_015,1528,19.190,19.220
NEOLA,36,015,36_015,1529,19.329,19.314
NEOLA,36,015,36_015,1530,19.534,19.474
WALES,36,016,36_016,1531,18.918,18.952
WALES,36,016,36_016,1532,19.076,19.114
WALES,36,016,36_016,1533,19.223,19.297
WALES,36,016,36_016,1534,19.177,19.252
WALES,36,016,36_016,1535,19.096,19.187
MELROSE,36,003,36_003,1536,18.432,19.136
MELROSE,36,003,36_003,1537,18.475,19.125
MELROSE,36,003,36_003,1538,18.556,19.153
MELROSE,36,003,36_003,1539,18.630,19.175
MELROSE,36,003,36_003,1540,18.693,19.181
EXLINE,36,002,36_002,1541,18.779,19.223
EXLINE,36,002,36_002,1542,18.937,19.263
EXLINE,36,002,36_002,1543,18.922,19.284
EXLINE,36,002,36_002,1544,18.791,19.290
EXLINE,36,002,36_002,1545,18.818,19.380
BEDFORD,36,004,36_004,1546,18.861,19.162
BEDFORD,36,004,36_004,1547,18.816,19.096
BEDFORD,36,004,36_004,1548,18.775,19.068
BEDFORD,36,004,36_004,1549,18.734,19.043
BEDFORD,36,004,36_004,1550,18.631,18.969
MT HAMILL,36,001,36_001,1551,19.784,20.210
MT HAMILL,36,001,36_001,1552,19.620,20.180
MT HAMILL,36,001,36_001,1553,19.485,20.167
MT HAMILL,36,001,36_001,1554,19.462,20.138
MT HAMILL,36,001,36_001,1555,19.437,19.990
HOLLENBERG,38,030,38_030,1556,20.861,20.419
HOLLENBERG,38,030,38_030,1557,20.378,19.985
HOLLENBERG,38,030,38_030,1558,20.105,19.752
HOLLENBERG,38,030,38_030,1559,20.085,19.813
HOLLENBERG,38,030,38_030,1560,20.071,19.865
HANOVER,38,028,38_028,1561,20.605,20.180
HANOVER,38,028,38_028,1562,20.369,19.944
HANOVER,38,028,38_028,1563,20.363,19.950
HANOVER,38,028,38_028,1564,20.365,19.970
HANOVER,38,028,38_028,1565,20.367,19.967
SENECA,38,029,38_029,1566,20.407,19.938
SENECA,38,029,38_029,1567,20.393,19.921
SENECA,38,029,38_029,1568,20.387,19.985
SENECA,38,029,38_029,1569,20.381,20.013
SENECA,38,029,38_029,1570,20.360,20.006
LEOVILLE,38,025,38_025,1571,19.173,19.044
LEOVILLE,38,025,38_025,1572,19.275,19.130
LEOVILLE,38,025,38_025,1573,19.295,19.163
LEOVILLE,38,025,38_025,1574,19.299,19.183
LEOVILLE,38,025,38_025,1575,19.399,19.278
ROCK CREEK,38,027,38_027,1576,21.114,21.166
ROCK CREEK,38,027,38_027,1577,21.080,21.153
ROCK CREEK,38,027,38_027,1578,20.823,20.928
ROCK CREEK,38,027,38_027,1579,20.693,20.826
ROCK CREEK,38,027,38_027,1580,20.746,20.831
GRANTVILLE,38,026,38_026,1581,20.855,20.785
GRANTVILLE,38,026,38_026,1582,20.945,20.882
GRANTVILLE,38,026,38_026,1583,20.998,20.993
GRANTVILLE,38,026,38_026,1584,21.029,21.135
GRANTVILLE,38,026,38_026,1585,21.099,21.259
WREFORD,38,016,38_016,1586,21.093,21.380
WREFORD,38,016,38_016,1587,20.862,21.152
WREFORD,38,016,38_016,1588,20.759,21.091
WREFORD,38,016,38_016,1589,20.575,20.959
WREFORD,38,016,38_016,1590,20.350,20.804
SOLOMON,38,118,38_118,1591,21.483,21.356
SOLOMON,38,118,38_118,1592,21.688,21.470
SOLOMON,38,118,38_118,1593,21.813,21.620
SOLOMON,38,118,38_118,1594,21.978,21.762
SOLOMON,38,118,38_118,1595,22.103,21.905
KANOPOLIS,38,021,38_021,1596,20.265,20.477
KANOPOLIS,38,021,38_021,1597,20.503,20.621
KANOPOLIS,38,021,38_021,1598,20.632,20.731
KANOPOLIS,38,021,38_021,1599,20.609,20.708
KANOPOLIS,38,021,38_021,1600,20.541,20.595
ALBERT,38,020,38_020,1601,20.787,20.882
ALBERT,38,020,38_020,1602,20.952,20.959
ALBERT,38,020,38_020,1603,21.229,21.125
ALBERT,38,020,38_020,1604,21.285,21.177
ALBERT,38,020,38_020,1605,21.195,21.131
ELLINOR,38,017,38_017,1606,20.849,21.048
ELLINOR,38,017,38_017,1607,20.821,20.999
ELLINOR,38,017,38_017,1608,20.853,21.037
ELLINOR,38,017,38_017,1609,20.919,21.099
ELLINOR,38,017,38_017,1610,20.929,21.003
LAPLAND,38,004,38_004,1611,20.630,20.876
LAPLAND,38,004,38_004,1612,20.583,20.884
LAPLAND,38,004,38_004,1613,20.694,21.018
LAPLAND,38,004,38_004,1614,20.794,21.113
LAPLAND,38,004,38_004,1615,20.825,21.150
LAKIN,38,012,38_012,1616,19.930,20.031
LAKIN,38,012,38_012,1617,20.011,20.145
LAKIN,38,012,38_012,1618,20.269,20.362
LAKIN,38,012,38_012,1619,20.501,20.529
LAKIN,38,012,38_012,1620,20.668,20.659
ST JOHN,38,008,38_008,1621,21.247,21.090
ST JOHN,38,008,38_008,1622,21.138,21.054
ST JOHN,38,008,38_008,1623,21.128,21.063
ST JOHN,38,008,38_008,1624,21.119,21.071
ST JOHN,38,008,38_008,1625,21.105,21.110
HUMBOLDT,38,003,38_003,1626,21.121,21.477
HUMBOLDT,38,003,38_003,1627,21.102,21.389
HUMBOLDT,38,003,38_003,1628,21.065,21.254
HUMBOLDT,38,003,38_003,1629,21.172,21.061
HUMBOLDT,38,003,38_003,1630,21.161,21.080
WELLINGTON,38,006,38_006,1631,21.775,21.725
WELLINGTON,38,006,38_006,1632,21.786,21.763
WELLINGTON,38,006,38_006,1633,21.796,21.739
WELLINGTON,38,006,38_006,1634,21.782,21.771
WELLINGTON,38,006,38_006,1635,21.760,21.875
MISSLER,38,037,38_037,1636,20.480,20.517
MISSLER,38,037,38_037,1637,20.372,20.483
MISSLER,38,037,38_037,1638,20.277,20.447
MISSLER,38,037,38_037,1639,20.168,20.354
MISSLER,38,037,38_037,1640,20.144,20.313
LONGTON,38,105,38_105,1641,21.162,21.480
LONGTON,38,105,38_105,1642,21.108,21.479
LONGTON,38,105,38_105,1643,21.051,21.474
LONGTON,38,105,38_105,1644,20.985,21.454
LONGTON,38,105,38_105,1645,21.013,21.467
COLDWATER,38,010,38_010,1646,21.646,21.310
COLDWATER,38,010,38_010,1647,21.632,21.346
COLDWATER,38,010,38_010,1648,21.404,21.200
COLDWATER,38,010,38_010,1649,20.993,20.914
COLDWATER,38,010,38_010,1650,20.832,20.815
DALTON,38,007,38_007,1651,21.837,22.063
DALTON,38,007,38_007,1652,21.846,21.999
DALTON,38,007,38_007,1653,21.969,22.125
DALTON,38,007,38_007,1654,21.978,22.117
DALTON,38,007,38_007,1655,21.913,22.002
ASHLAND,38,011,38_011,1656,21.706,21.422
ASHLAND,38,011,38_011,1657,21.700,21.383
ASHLAND,38,011,38_011,1658,21.859,21.416
ASHLAND,38,011,38_011,1659,21.929,21.448
ASHLAND,38,011,38_011,1660,21.822,21.414
MELROSE,38,001,38_001,1661,21.235,21.832
MELROSE,38,001,38_001,1662,21.199,21.871
MELROSE,38,001,38_001,1663,21.175,21.878
MELROSE,38,001,38_001,1664,21.200,21.873
MELROSE,38,001,38_001,1665,21.272,21.852
BUENA VISTA,39,040,39_040,1666,20.523,20.665
BUENA VISTA,39,040,39_040,1667,20.538,20.766
BUENA VISTA,39,040,39_040,1668,20.536,20.782
BUENA VISTA,39,040,39_040,1669,20.602,20.745
BUENA VISTA,39,040,39_040,1670,20.638,20.710
PLEASUREVILL,39,137,39_137,1671,20.181,20.837
PLEASUREVILL,39,137,39_137,1672,20.310,20.883
PLEASUREVILL,39,137,39_137,1673,20.409,20.902
PLEASUREVILL,39,137,39_137,1674,20.463,20.895
PLEASUREVILL,39,137,39_137,1675,20.510,20.875
EAST UNION,39,044,39_044,1676,20.454,20.401
EAST UNION,39,044,39_044,1677,20.439,20.398
EAST UNION,39,044,39_044,1678,20.390,20.369
EAST UNION,39,044,39_044,1679,20.394,20.395
EAST UNION,39,044,39_044,1680,20.396,20.415
MCBRAYER,39,023,39_023,1681,21.052,20.882
MCBRAYER,39,023,39_023,1682,20.915,20.850
MCBRAYER,39,023,39_023,1683,20.755,20.794
MCBRAYER,39,023,39_023,1684,20.637,20.725
MCBRAYER,39,023,39_023,1685,20.514,20.693
DIXIE,39,035,39_035,1686,21.822,22.098
DIXIE,39,035,39_035,1687,21.800,22.084
DIXIE,39,035,39_035,1688,21.791,22.060
DIXIE,39,035,39_035,1689,21.765,21.989
DIXIE,39,035,39_035,1690,21.750,21.942
GATEWOOD,39,029,39_029,1691,21.489,21.691
GATEWOOD,39,029,39_029,1692,21.565,21.779
GATEWOOD,39,029,39_029,1693,21.690,21.880
GATEWOOD,39,029,39_029,1694,21.580,21.761
GATEWOOD,39,029,39_029,1695,21.500,21.650
MERRIMAC,39,025,39_025,1696,21.153,21.124
MERRIMAC,39,025,39_025,1697,21.040,20.973
MERRIMAC,39,025,39_025,1698,20.949,20.845
MERRIMAC,39,025,39_025,1699,20.907,20.827
MERRIMAC,39,025,39_025,1700,20.878,20.830
JOY,39,036,39_036,1701,21.490,21.502
JOY,39,036,39_036,1702,21.467,21.506
JOY,39,036,39_036,1703,21.431,21.457
JOY,39,036,39_036,1704,21.156,21.066
JOY,39,036,39_036,1705,21.197,21.124
KINGS MTN,39,021,39_021,1706,20.411,20.551
KINGS MTN,39,021,39_021,1707,20.450,20.548
KINGS MTN,39,021,39_021,1708,20.545,20.567
KINGS MTN,39,021,39_021,1709,20.523,20.519
KINGS MTN,39,021,39_021,1710,20.423,20.422
SULPHUR LICK,39,008,39_008,1711,21.177,21.394
SULPHUR LICK,39,008,39_008,1712,21.212,21.401
SULPHUR LICK,39,008,39_008,1713,21.211,21.339
SULPHUR LICK,39,008,39_008,1714,21.328,21.311
SULPHUR LICK,39,008,39_008,1715,21.461,21.264
CEDAR GROVE,39,006,39_006,1716,21.776,21.857
CEDAR GROVE,39,006,39_006,1717,21.744,21.814
CEDAR GROVE,39,006,39_006,1718,21.620,21.765
CEDAR GROVE,39,006,39_006,1719,21.571,21.796
CEDAR GROVE,39,006,39_006,1720,21.550,21.803
MONTICELLO,39,011,39_011,1721,19.994,20.767
MONTICELLO,39,011,39_011,1722,20.092,20.770
MONTICELLO,39,011,39_011,1723,20.256,20.871
MONTICELLO,39,011,39_011,1724,20.266,20.900
MONTICELLO,39,011,39_011,1725,20.250,20.953
SHILOH,39,003,39_003,1726,22.061,22.231
SHILOH,39,003,39_003,1727,22.220,22.260
SHILOH,39,003,39_003,1728,22.331,22.304
SHILOH,39,003,39_003,1729,22.279,22.429
SHILOH,39,003,39_003,1730,22.205,22.406
HEGIRA,39,009,39_009,1731,21.052,21.594
HEGIRA,39,009,39_009,1732,21.032,21.588
HEGIRA,39,009,39_009,1733,20.989,21.545
HEGIRA,39,009,39_009,1734,20.958,21.538
HEGIRA,39,009,39_009,1735,20.921,21.507
KEYSBURG,39,005,39_005,1736,21.951,22.025
KEYSBURG,39,005,39_005,1737,21.941,21.962
KEYSBURG,39,005,39_005,1738,21.907,21.901
KEYSBURG,39,005,39_005,1739,21.911,21.884
KEYSBURG,39,005,39_005,1740,21.918,21.912
CUMBERLND GP,39,001,39_001,1741,20.408,20.943
CUMBERLND GP,39,001,39_001,1742,20.157,20.678
CUMBERLND GP,39,001,39_001,1743,19.603,20.098
CUMBERLND GP,39,001,39_001,1744,19.246,19.733
CUMBERLND GP,39,001,39_001,1745,19.023,19.506
LOVELACEVILE,39,002,39_002,1746,22.060,22.425
LOVELACEVILE,39,002,39_002,1747,22.090,22.400
LOVELACEVILE,39,002,39_002,1748,22.087,22.365
LOVELACEVILE,39,002,39_002,1749,22.100,22.327
LOVELACEVILE,39,002,39_002,1750,22.091,22.314
FLOYD,42,038,42_038,1751,24.935,25.126
FLOYD,42,038,42_038,1752,24.931,25.065
FLOYD,42,038,42_038,1753,24.913,24.991
FLOYD,42,038,42_038,1754,24.906,24.925
FLOYD,42,038,42_038,1755,24.908,24.870
CLAY,42,026,42_026,1756,24.446,24.413
CLAY,42,026,42_026,1757,24.421,24.395
CLAY,42,026,42_026,1758,24.395,24.429
CLAY,42,026,42_026,1759,24.317,24.430
CLAY,42,026,42_026,1760,24.249,24.451
MAYFLOWER,42,018,42_018,1761,25.283,25.066
MAYFLOWER,42,018,42_018,1762,25.367,25.075
MAYFLOWER,42,018,42_018,1763,25.346,25.128
MAYFLOWER,42,018,42_018,1764,25.270,25.132
MAYFLOWER,42,018,42_018,1765,25.206,25.126
SHAW,42,017,42_017,1766,25.264,25.190
SHAW,42,017,42_017,1767,25.302,25.223
SHAW,42,017,42_017,1768,25.290,25.207
SHAW,42,017,42_017,1769,25.289,25.195
SHAW,42,017,42_017,1770,25.248,25.150
BURR FERRY,42,122,42_122,1771,24.794,24.963
BURR FERRY,42,122,42_122,1772,24.803,24.914
BURR FERRY,42,122,42_122,1773,24.800,24.912
BURR FERRY,42,122,42_122,1774,24.812,24.930
BURR FERRY,42,122,42_122,1775,24.846,24.967
BICKHAM,42,010,42_010,1776,24.919,25.280
BICKHAM,42,010,42_010,1777,24.873,25.265
BICKHAM,42,010,42_010,1778,24.844,25.234
BICKHAM,42,010,42_010,1779,24.810,25.145
BICKHAM,42,010,42_010,1780,24.794,25.078
DE RIDDER,42,016,42_016,1781,25.128,25.199
DE RIDDER,42,016,42_016,1782,25.056,25.149
DE RIDDER,42,016,42_016,1783,24.963,25.077
DE RIDDER,42,016,42_016,1784,24.889,25.004
DE RIDDER,42,016,42_016,1785,24.989,24.971
RIVER ROAD,42,903,42_903,1786,25.546,25.610
RIVER ROAD,42,903,42_903,1787,25.553,25.537
RIVER ROAD,42,903,42_903,1788,25.561,25.511
RIVER ROAD,42,903,42_903,1789,25.500,25.425
RIVER ROAD,42,903,42_903,1790,25.454,25.428
RAMAH,42,033,42_033,1791,25.609,25.707
RAMAH,42,033,42_033,1792,25.530,25.623
RAMAH,42,033,42_033,1793,25.486,25.572
RAMAH,42,033,42_033,1794,25.441,25.533
RAMAH,42,033,42_033,1795,25.401,25.453
KRAEMER,42,104,42_104,1796,26.124,26.188
KRAEMER,42,104,42_104,1797,26.073,26.197
KRAEMER,42,104,42_104,1798,26.035,26.204
KRAEMER,42,104,42_104,1799,25.974,26.172
KRAEMER,42,104,42_104,1800,25.839,26.094
BETAIR,42,101,42_101,1801,25.780,25.885
BETAIR,42,101,42_101,1802,25.873,25.829
BETAIR,42,101,42_101,1803,25.956,25.933
BETAIR,42,101,42_101,1804,25.945,26.083
BETAIR,42,101,42_101,1805,26.165,26.380
WEEKS BROOK,44,056,44_056,1806,13.019,13.089
WEEKS BROOK,44,056,44_056,1807,12.969,13.025
WEEKS BROOK,44,056,44_056,1808,12.900,12.985
WEEKS BROOK,44,056,44_056,1809,12.881,12.968
WEEKS BROOK,44,056,44_056,1810,12.836,12.918
MEDWAY,44,041,44_041,1811,14.304,14.218
MEDWAY,44,041,44_041,1812,14.385,14.251
MEDWAY,44,041,44_041,1813,14.452,14.261
MEDWAY,44,041,44_041,1814,14.498,14.247
MEDWAY,44,041,44_041,1815,14.448,14.251
CARRABASSETT,44,032,44_032,1816,12.677,12.846
CARRABASSETT,44,032,44_032,1817,12.356,12.592
CARRABASSETT,44,032,44_032,1818,12.429,12.715
CARRABASSETT,44,032,44_032,1819,12.625,13.010
CARRABASSETT,44,032,44_032,1820,12.376,12.841
HARMONY,44,019,44_019,1821,14.443,14.567
HARMONY,44,019,44_019,1822,14.548,14.635
HARMONY,44,019,44_019,1823,14.615,14.681
HARMONY,44,019,44_019,1824,14.573,14.645
HARMONY,44,019,44_019,1825,14.624,14.684
WILSON MILLS,44,006,44_006,1826,12.419,12.577
WILSON MILLS,44,006,44_006,1827,12.530,12.659
