RTENAME,StateNm,RouteID,U_S_R_I,id,h16_0,h16_11,h16_12,h16_21,h16_22,h16_23,h16_24,h16_31,h16_41,h16_42,h16_43,h16_52,h16_71,h16_81,h16_82,h16_90,h16_95
ELKMONT,02,072,02_072,1,0,87,0,7069,956,270,67,3,26918,2246,2850,910,1492,57113,14521,5758,686
ELKMONT,02,072,02_072,2,0,118,0,6717,496,100,51,0,29184,1812,2220,864,1669,56388,17767,4355,632
ELKMONT,02,072,02_072,3,0,216,0,5841,463,110,33,52,41876,1661,2274,755,1494,45949,14250,5298,489
ELKMONT,02,072,02_072,4,0,1575,0,4878,335,72,11,55,52678,2358,2818,830,1322,33861,13993,5940,245
ELKMONT,02,072,02_072,5,0,1420,0,4592,632,179,49,185,55796,2351,3015,962,1331,31489,14476,3773,172
ST FLORIAN,02,001,02_001,6,0,23000,0,2671,296,14,0,12,52886,9500,5642,9755,2945,12110,2290,2120,194
ST FLORIAN,02,001,02_001,7,0,3606,0,4766,556,48,4,2,29098,5663,4046,6470,1707,38229,27827,2552,171
ST FLORIAN,02,001,02_001,8,0,164,0,6425,1547,287,74,15,16413,1725,2924,1383,480,49468,34632,7157,535
ST FLORIAN,02,001,02_001,9,0,155,0,16573,13189,3926,1106,78,22634,1559,4132,1387,1153,35270,9280,7568,552
ST FLORIAN,02,001,02_001,10,0,2702,0,20711,16578,5999,2335,86,25138,2485,4083,1090,1172,31815,4270,3173,262
SWAIM,02,007,02_007,11,0,554,0,6284,3342,657,100,18,45709,1453,3447,954,541,36042,24893,2486,121
SWAIM,02,007,02_007,12,0,343,0,3934,2145,362,46,23,58310,760,2571,959,955,26164,25337,2229,356
SWAIM,02,007,02_007,13,0,310,0,2289,831,122,13,12,73912,1139,3530,904,1624,21845,20114,2667,408
SWAIM,02,007,02_007,14,0,108,0,2152,241,19,3,10,91851,1762,5128,2390,2083,15476,12631,2404,310
SWAIM,02,007,02_007,15,0,20,0,2511,176,11,1,4,91013,1420,5701,3114,1764,15323,8452,850,205
VINA,02,201,02_201,16,0,50,0,4186,1071,181,34,26,41722,19404,12856,24912,5372,9888,559,3608,248
VINA,02,201,02_201,17,0,112,0,4124,1223,207,36,91,40049,17248,11965,20938,7553,13334,6460,2121,332
VINA,02,201,02_201,18,0,144,0,3960,1418,265,6,148,42903,22112,13354,8106,7033,18328,6607,2295,339
VINA,02,201,02_201,19,0,106,0,3132,1034,176,6,75,43921,30748,12025,5621,4012,17628,848,1056,145
VINA,02,201,02_201,20,0,3456,0,2610,787,79,1,28,41478,30839,10886,3284,2287,13568,1516,937,206
PINE GROVE,02,008,02_008,21,0,1225,0,3648,801,87,35,374,30297,30844,12051,6802,9974,15542,10155,6564,363
PINE GROVE,02,008,02_008,22,0,4592,0,6828,6148,1672,645,183,14374,25304,11238,4322,6642,18592,23198,940,365
PINE GROVE,02,008,02_008,23,0,41758,0,7401,7587,2014,703,941,11530,8304,7362,1805,5851,15182,13473,1100,406
PINE GROVE,02,008,02_008,24,0,34668,0,5370,2571,471,92,1091,25684,11258,8897,3341,8876,16740,3980,1265,368
PINE GROVE,02,008,02_008,25,0,4280,0,4470,984,92,9,252,36733,20880,12196,6710,6519,21593,1811,474,124
BROOKSVILLE,02,105,02_105,26,0,563,0,5689,968,172,64,76,57582,7856,7835,3173,3003,34669,123,225,138
BROOKSVILLE,02,105,02_105,27,0,850,0,6062,2187,496,162,100,40524,9506,9919,4087,2591,40944,493,395,235
BROOKSVILLE,02,105,02_105,28,0,1095,0,5363,1534,453,153,83,28077,11260,11098,3539,1996,51878,378,696,346
BROOKSVILLE,02,105,02_105,29,0,1062,0,5656,1324,347,57,252,30521,8676,10097,5669,3171,62906,891,494,206
BROOKSVILLE,02,105,02_105,30,0,557,0,5056,1590,446,131,585,36115,6270,9235,5745,4597,55372,2216,203,29
CHOCCOLOCCO,02,111,02_111,31,0,476,0,11330,4336,948,450,264,50769,13432,7664,2321,2673,22005,2901,583,342
CHOCCOLOCCO,02,111,02_111,32,0,347,0,6965,1008,173,35,157,48604,18592,7202,6366,4158,20170,2287,809,126
CHOCCOLOCCO,02,111,02_111,33,0,1562,0,4041,451,195,80,88,52080,20605,8274,5785,5184,19345,3991,640,154
CHOCCOLOCCO,02,111,02_111,34,0,1486,0,3783,299,121,18,83,54676,16336,11025,2105,2623,21430,4473,139,48
CHOCCOLOCCO,02,111,02_111,35,0,124,0,3733,342,43,2,51,60808,14190,14160,1451,2345,20893,799,81,26
MAYTOWN,02,017,02_017,36,0,147,0,8733,3445,627,135,304,42810,36490,16594,4571,4894,2544,13,267,0
MAYTOWN,02,017,02_017,37,0,2573,0,5398,482,165,18,1141,39265,39249,16347,3737,5454,1621,9,731,34
MAYTOWN,02,017,02_017,38,0,4591,0,6276,457,200,46,1209,40516,36856,19073,6758,4060,1712,34,1714,100
MAYTOWN,02,017,02_017,39,0,4515,0,4900,331,294,117,2079,40149,36925,20822,6818,4024,1626,2,1767,96
MAYTOWN,02,017,02_017,40,0,4132,0,6721,1382,1109,286,3053,34827,33010,23542,5886,5165,2705,114,1168,118
LIBERTY,02,019,02_019,41,0,369,0,3987,254,16,0,34,18936,24253,39237,10150,7366,6464,145,16226,1692
LIBERTY,02,019,02_019,42,0,346,0,4662,1035,172,59,31,17507,15782,30030,9004,8665,6197,109,22375,4072
LIBERTY,02,019,02_019,43,0,499,0,5641,1105,202,66,66,19597,15241,29647,10374,6238,12224,5,22492,2971
LIBERTY,02,019,02_019,44,0,232,0,5726,293,16,0,33,23614,19849,34624,12140,5890,12275,3,10269,256
LIBERTY,02,019,02_019,45,0,233,0,5972,387,18,0,31,28790,18989,33151,11943,8310,8134,43,10972,867
HOLT,02,060,02_060,46,0,8807,0,6225,1159,67,3,51,30727,27668,25055,3933,5258,8507,6,2589,84
HOLT,02,060,02_060,47,0,358,0,2690,360,45,0,854,32384,44697,17431,7474,7664,1744,0,1389,32
HOLT,02,060,02_060,48,0,3287,0,3359,306,22,1,887,35083,46240,16623,13260,6655,940,0,999,58
HOLT,02,060,02_060,49,0,4872,0,4069,297,21,4,147,30682,31157,16214,14522,8781,2198,0,1046,60
HOLT,02,060,02_060,50,0,9384,0,5205,774,117,9,349,38695,29923,19081,17083,7094,1901,0,1326,147
SMYER LAKE,02,014,02_014,51,0,837,0,6898,1992,1024,374,170,32950,45791,10861,11273,6145,13264,162,1100,57
SMYER LAKE,02,014,02_014,52,0,1662,0,5970,1675,752,298,206,30666,45931,6460,12763,10098,11483,15,5904,233
SMYER LAKE,02,014,02_014,53,0,2046,0,11679,5171,2009,296,663,45893,18543,7536,5800,5414,9287,22,6858,225
SMYER LAKE,02,014,02_014,54,0,2219,0,15277,9848,3787,609,482,56666,9162,8459,1848,2281,3389,10,1450,24
SMYER LAKE,02,014,02_014,55,0,3623,0,18631,11774,4320,511,183,67345,10056,9550,1216,2259,2544,10,262,11
JENA,02,047,02_047,56,0,365,0,3299,551,62,7,16,17822,13707,20419,5257,4460,13615,1174,34840,1619
JENA,02,047,02_047,57,0,948,0,4544,1040,155,18,69,26882,13137,20667,4683,3036,13930,168,38077,1089
JENA,02,047,02_047,58,0,1344,0,4172,1077,83,8,221,23193,11308,19453,6277,5391,10604,485,38328,1282
JENA,02,047,02_047,59,0,617,0,2706,567,99,1,127,18206,15109,22246,6920,4071,6058,482,32580,789
JENA,02,047,02_047,60,0,301,0,3129,373,94,1,37,19937,12789,26141,8359,3218,8466,831,40454,971
BLOCTON,02,043,02_043,61,0,423,0,5231,2316,764,412,310,23916,49239,17662,10719,4578,1308,11,2846,8
BLOCTON,02,043,02_043,62,0,774,0,5447,1709,721,209,774,29974,40537,16020,10842,4942,1764,3,3326,79
BLOCTON,02,043,02_043,63,0,324,0,7025,3617,1718,1183,843,28882,31791,19230,11373,5755,9102,5,5483,164
BLOCTON,02,043,02_043,64,0,953,0,6283,1020,280,26,88,30935,29748,23107,9613,4611,9550,6,3934,106
BLOCTON,02,043,02_043,65,0,712,0,6795,665,178,24,68,28553,44302,19293,7464,6250,2816,4,1259,32
LANETT,02,028,02_028,66,0,11520,0,9595,6332,1391,444,197,21075,37055,10230,2744,3886,11176,0,9886,130
LANETT,02,028,02_028,67,0,3835,0,3513,578,17,2,180,24923,48283,8581,7253,8769,10092,0,9497,254
LANETT,02,028,02_028,68,0,683,0,3554,328,4,0,40,24433,51024,8621,6754,7688,11808,0,8343,224
LANETT,02,028,02_028,69,0,732,0,5139,2335,667,232,84,23235,45848,10476,3903,5078,18141,0,6688,148
LANETT,02,028,02_028,70,0,1082,0,4821,2559,694,245,142,22790,44553,9515,4009,5782,20193,0,3789,123
EPES,02,048,02_048,71,0,4785,0,2799,2068,259,21,860,2269,11185,14166,1454,1603,43810,1158,33365,2822
EPES,02,048,02_048,72,0,6124,0,3369,945,39,2,157,2760,15089,14833,1347,2106,26365,5178,45837,3462
EPES,02,048,02_048,73,0,6100,0,2718,553,38,2,119,1927,12525,8685,1182,2144,16166,4455,56557,3708
EPES,02,048,02_048,74,0,7622,0,2300,99,0,0,3,2452,14714,8417,1553,2334,13192,1870,70812,3503
EPES,02,048,02_048,75,0,8785,0,2748,213,8,0,63,2017,13120,8766,1152,1665,30815,2582,51453,2915
BILLINGSLEY,02,025,02_025,76,0,5697,0,4824,395,86,18,90,53908,17891,12676,9453,9441,6458,282,1523,77
BILLINGSLEY,02,025,02_025,77,0,663,0,5821,1668,514,108,350,36583,13022,12748,8366,6324,24665,3360,6988,409
BILLINGSLEY,02,025,02_025,78,0,370,0,5335,2265,391,63,385,23820,16435,13673,6786,5689,38098,2300,9765,695
BILLINGSLEY,02,025,02_025,79,0,108,0,3925,1283,42,2,101,20786,19739,16112,7811,8767,33860,233,8644,1498
BILLINGSLEY,02,025,02_025,80,0,1054,0,3738,1087,245,145,328,15983,22019,17870,11940,12514,21706,149,15420,3288
WALLSBORO,02,026,02_026,81,0,1779,0,7921,3018,1323,280,85,34946,20779,22943,5871,4603,8720,396,1815,197
WALLSBORO,02,026,02_026,82,0,772,0,8781,2603,531,106,105,50723,18254,23618,5381,6163,9335,2621,3548,308
WALLSBORO,02,026,02_026,83,0,4874,0,8891,3052,883,214,1793,33709,6236,10289,2545,3279,15722,11282,20604,1459
WALLSBORO,02,026,02_026,84,0,3625,0,6987,2090,450,104,1178,25234,11953,13448,3072,2063,13728,13494,26120,1501
WALLSBORO,02,026,02_026,85,0,931,0,3365,593,60,2,22,24132,23855,22655,4312,5479,16679,10464,13052,403
WARRIOR STD,02,027,02_027,86,0,954,0,1625,266,7,0,6,21981,30296,27861,16910,1847,5873,555,20534,308
WARRIOR STD,02,027,02_027,87,0,1679,0,5476,2219,678,264,39,8330,29820,25840,13917,1421,11587,295,25776,502
WARRIOR STD,02,027,02_027,88,0,1132,0,11640,5132,1596,395,3280,2405,25673,33290,6449,1411,12003,200,12986,343
WARRIOR STD,02,027,02_027,89,0,972,0,7785,2521,498,56,3840,4004,30002,35577,7314,1479,7103,786,20208,510
WARRIOR STD,02,027,02_027,90,0,1087,0,5965,2025,721,297,2464,9761,28837,32070,8256,2614,20408,3680,11582,354
HARRELL,02,022,02_022,91,0,3200,0,3241,750,54,0,172,2289,10447,8516,1562,1578,69433,3226,23679,1129
HARRELL,02,022,02_022,92,0,1627,0,4772,428,70,5,57,954,13598,6651,1683,4499,39988,6999,43552,2307
HARRELL,02,022,02_022,93,0,433,0,5997,468,74,5,30,1768,25332,12171,4873,5768,20285,7571,39868,1619
HARRELL,02,022,02_022,94,0,1826,0,3714,168,6,0,44,2695,30744,13466,6364,3151,8629,6792,43061,973
HARRELL,02,022,02_022,95,0,5968,0,2182,79,4,0,65,9968,23537,8873,4971,3765,6429,6372,47017,2025
COTTONTON,02,029,02_029,96,0,4507,0,3139,718,121,22,568,19138,30466,29814,12720,2356,4632,10718,3590,83
COTTONTON,02,029,02_029,97,0,820,0,2771,948,197,43,21,17351,41164,26476,11620,2934,5250,6956,3221,58
COTTONTON,02,029,02_029,98,0,502,0,3536,981,169,41,77,13676,39250,19375,13591,2643,5988,7250,13602,202
COTTONTON,02,029,02_029,99,0,803,0,2903,437,12,0,65,11614,35814,12658,14559,1970,7003,7353,25219,291
COTTONTON,02,029,02_029,100,0,1397,0,3374,1294,166,30,267,8157,43249,12223,9571,1977,11579,5186,24069,377
SPRAGUE,02,024,02_024,101,0,909,0,2208,284,1,0,4,24260,37288,30203,11674,5668,8918,151,1765,79
SPRAGUE,02,024,02_024,102,0,990,0,2486,553,88,5,10,31797,36555,22282,8677,6930,13803,51,2687,118
SPRAGUE,02,024,02_024,103,0,920,0,2944,559,71,5,27,32330,36901,16897,6128,8100,8472,55,12029,491
SPRAGUE,02,024,02_024,104,0,1387,0,3005,196,0,0,28,35823,30244,14166,6599,8368,12194,56,9191,258
SPRAGUE,02,024,02_024,105,0,2883,0,3699,333,45,1,71,29570,23080,10681,4220,4250,36850,449,10599,338
ELAMVILLE,02,055,02_055,106,0,1075,0,3864,524,97,20,28,4057,37270,27904,12224,6067,18935,5734,3821,62
ELAMVILLE,02,055,02_055,107,0,708,0,3928,460,131,19,20,3363,24879,27052,13176,5110,21065,7859,10655,44
ELAMVILLE,02,055,02_055,108,0,675,0,3733,338,27,0,16,4681,26386,23560,12302,4239,22476,8765,11962,72
ELAMVILLE,02,055,02_055,109,0,523,0,4774,425,35,1,48,5694,39545,20267,12125,6516,18277,9749,4891,62
ELAMVILLE,02,055,02_055,110,0,803,0,4174,335,23,1,1044,3822,32891,14369,8397,2849,13829,10908,21648,311
CASTLEBERRY,02,038,02_038,111,0,184,0,3421,531,18,0,288,1192,30504,8055,9904,8567,5601,28442,15877,247
CASTLEBERRY,02,038,02_038,112,0,161,0,1894,246,3,0,342,1034,44113,6352,14345,9522,3991,14114,26379,453
CASTLEBERRY,02,038,02_038,113,0,71,0,1252,199,2,0,101,884,59083,5878,15468,7350,4223,1181,25561,393
CASTLEBERRY,02,038,02_038,114,0,279,0,2778,706,87,1,772,1171,50405,12775,12993,5601,12110,1901,22147,238
CASTLEBERRY,02,038,02_038,115,0,427,0,3478,895,110,13,808,2034,34478,17407,19674,5766,17512,1629,16787,259
ESCATAWPA,02,052,02_052,116,0,997,0,1971,224,11,2,43,110,55011,4460,11262,8555,5202,94,39353,884
ESCATAWPA,02,052,02_052,117,0,907,0,2381,292,2,0,17,215,47920,11342,10853,7352,5010,815,28735,487
ESCATAWPA,02,052,02_052,118,0,868,0,2284,193,3,0,23,299,36671,17180,10472,5090,5248,818,41604,368
ESCATAWPA,02,052,02_052,119,0,803,0,2766,229,10,0,40,409,36293,23415,13509,9554,4650,5,32138,839
ESCATAWPA,02,052,02_052,120,0,649,0,2668,359,14,0,37,395,36322,19971,12242,12573,4224,1230,31464,916
FAIRVIEW,02,054,02_054,121,0,2026,0,3913,463,31,18,19,786,29133,7744,7963,3130,20261,32819,16509,1055
FAIRVIEW,02,054,02_054,122,0,1608,0,6388,2006,368,150,6,577,29869,2581,7874,2039,13414,34708,25101,830
FAIRVIEW,02,054,02_054,123,0,1245,0,5802,1674,288,95,38,667,34394,3289,8706,2927,11493,20100,35374,790
FAIRVIEW,02,054,02_054,124,0,872,0,4195,367,12,0,37,676,42161,3085,8872,3944,12491,15268,31223,487
FAIRVIEW,02,054,02_054,125,0,632,0,4730,383,22,0,137,474,48895,1719,12499,2559,11510,15247,22474,424
MCLELLAN,02,035,02_035,126,0,63,0,2912,376,5,1,149,1804,66916,5392,16952,15093,2486,6055,5402,127
MCLELLAN,02,035,02_035,127,0,1662,0,2774,368,10,1,596,1446,64889,4914,8589,12098,3470,2047,18926,500
MCLELLAN,02,035,02_035,128,0,1304,0,2517,324,12,1,212,1655,80352,5300,5784,7131,3517,9,15186,487
MCLELLAN,02,035,02_035,129,0,243,0,3347,375,14,0,5,2879,82985,4908,10158,8304,3005,845,6075,158
MCLELLAN,02,035,02_035,130,0,273,0,3465,278,6,0,10,2135,77376,4763,9759,6592,4736,2961,9933,138
BAY MINETTE,02,218,02_218,131,0,20,0,3271,232,2,0,0,64,63329,450,20146,9494,16,610,25308,168
BAY MINETTE,02,218,02_218,132,0,60,0,3026,209,3,0,0,78,53769,423,29141,11213,4353,5830,16613,236
BAY MINETTE,02,218,02_218,133,0,321,0,3987,807,145,60,114,69,46040,657,20867,6182,12875,9388,19500,357
BAY MINETTE,02,218,02_218,134,0,914,0,4993,1320,184,61,132,84,39553,1626,6405,3120,20639,15487,20009,282
BAY MINETTE,02,218,02_218,135,0,895,0,8229,3750,875,126,165,114,20393,1745,2394,1952,20694,30450,13889,200
PEACH SPRING,06,107,06_107,136,0,0,0,1053,232,11,0,31,0,794,0,128960,476,0,0,325,70
PEACH SPRING,06,107,06_107,137,0,0,0,851,228,20,0,0,0,662,0,126989,194,0,0,224,65
PEACH SPRING,06,107,06_107,138,0,0,0,1107,218,17,3,0,0,0,0,124295,109,0,0,20,28
PEACH SPRING,06,107,06_107,139,0,0,0,2021,788,100,16,1,0,875,0,120219,4,0,0,0,0
PEACH SPRING,06,107,06_107,140,0,0,0,2143,742,100,13,29,0,1371,0,119729,46,0,0,0,0
SELIGMAN,06,108,06_108,141,0,9,0,1692,953,57,4,0,0,7547,0,108425,8293,0,0,0,0
SELIGMAN,06,108,06_108,142,0,8,0,1525,1180,82,4,0,0,14755,0,106155,2833,0,0,0,0
SELIGMAN,06,108,06_108,143,0,6,0,1960,1272,124,6,25,0,3027,0,100342,18350,0,0,0,0
SELIGMAN,06,108,06_108,144,0,19,0,3419,1551,334,34,93,0,183,0,95365,23174,0,0,24,8
SELIGMAN,06,108,06_108,145,0,14,0,3502,989,253,28,68,0,7895,0,108677,7209,0,0,24,8
OATMAN,06,012,06_012,146,0,10701,0,2316,2648,498,33,14955,3,0,1,59588,213,0,1,5274,5111
OATMAN,06,012,06_012,147,0,2835,0,1748,1900,300,30,9361,0,0,1,111453,54,0,0,350,605
OATMAN,06,012,06_012,148,0,0,0,706,620,107,0,579,0,0,0,127082,31,0,0,0,0
OATMAN,06,012,06_012,149,0,0,0,453,891,207,4,155,0,0,0,119240,18,0,0,0,0
OATMAN,06,012,06_012,150,0,0,0,372,810,135,4,194,0,0,0,116813,0,0,0,0,0
HAPPY JACK,06,115,06_115,151,0,3,0,1998,116,6,3,0,0,112864,0,7324,4303,0,0,0,0
HAPPY JACK,06,115,06_115,152,0,3,0,2831,116,9,3,0,0,88050,0,4521,25781,0,0,0,0
HAPPY JACK,06,115,06_115,153,0,5,0,3076,76,6,0,0,0,80979,0,6314,37594,0,0,2,7
HAPPY JACK,06,115,06_115,154,0,7,0,2031,39,3,0,0,0,95224,0,9796,16337,0,0,0,0
HAPPY JACK,06,115,06_115,155,0,2,0,2396,47,7,0,0,0,108616,0,6567,496,0,0,0,0
WIKIEUP,06,013,06_013,156,0,1,0,1424,68,1,0,9,43,0,0,119607,0,0,0,487,38
WIKIEUP,06,013,06_013,157,0,0,0,913,21,0,0,0,0,0,0,122306,30,0,0,0,0
WIKIEUP,06,013,06_013,158,0,0,0,1238,13,0,0,0,0,0,0,122721,40,0,0,0,0
WIKIEUP,06,013,06_013,159,0,0,0,1347,12,0,0,23,0,0,0,122067,43,0,0,0,0
WIKIEUP,06,013,06_013,160,0,0,0,1462,24,0,0,23,0,111,0,125752,31,0,0,13,7
ALAMO RES.,06,063,06_063,161,0,5439,0,603,148,9,0,286,0,0,0,105864,2131,0,0,29,5
ALAMO RES.,06,063,06_063,162,0,0,0,1011,244,18,0,318,0,0,0,117201,0,0,0,0,0
ALAMO RES.,06,063,06_063,163,0,0,0,851,227,14,0,93,0,0,0,123069,0,0,0,0,0
ALAMO RES.,06,063,06_063,164,0,0,0,988,154,0,0,103,0,0,0,125471,0,0,0,0,0
ALAMO RES.,06,063,06_063,165,0,0,0,1564,196,0,0,54,0,0,0,126202,0,0,0,0,0
NEW RIVER,06,020,06_020,166,0,668,0,11488,11000,7631,983,453,0,0,0,88180,4961,0,765,32,28
NEW RIVER,06,020,06_020,167,0,4042,0,2109,1228,728,123,350,0,0,0,111580,4181,0,190,236,61
NEW RIVER,06,020,06_020,168,0,2317,0,3109,2519,2943,691,248,0,0,0,104554,2641,0,0,1,31
NEW RIVER,06,020,06_020,169,0,4,0,5115,3650,2748,593,87,0,0,0,104681,645,0,0,81,7
NEW RIVER,06,020,06_020,170,0,0,0,9534,4032,1451,66,9,0,0,0,100829,0,0,32,81,7
QUARTZSITE,06,018,06_018,171,0,0,0,0,0,0,0,238,0,0,0,117378,69,0,0,0,0
QUARTZSITE,06,018,06_018,172,0,0,0,0,0,0,0,645,0,0,0,119503,49,0,0,0,0
QUARTZSITE,06,018,06_018,173,0,0,0,121,196,8,0,8897,0,0,0,111668,26,0,0,0,0
QUARTZSITE,06,018,06_018,174,0,0,0,487,563,29,1,27114,0,0,0,96019,75,0,0,0,0
QUARTZSITE,06,018,06_018,175,0,0,0,3600,4518,2540,483,33720,0,0,0,87977,607,0,0,0,0
CIBOLA LAKE,06,068,06_068,176,0,4685,0,1550,1146,153,9,16798,0,0,0,68780,1187,2629,4588,31701,1585
CIBOLA LAKE,06,068,06_068,177,0,2845,0,2381,1316,99,1,21688,0,0,0,47088,1083,3102,33205,21089,1235
CIBOLA LAKE,06,068,06_068,178,0,1219,0,2003,838,84,1,32871,0,0,0,54903,239,727,33411,1775,425
CIBOLA LAKE,06,068,06_068,179,0,211,0,274,48,16,0,32883,0,0,0,90837,141,0,47,59,34
CIBOLA LAKE,06,068,06_068,180,0,0,0,0,0,0,0,20016,0,0,0,102675,314,0,0,0,0
CATUS FOREST,06,127,06_127,181,0,269,0,3986,667,70,52,1757,0,0,0,65273,33521,400,16327,721,71
CATUS FOREST,06,127,06_127,182,0,280,0,5132,4219,1173,384,1026,0,0,0,27694,17093,417,64695,716,69
CATUS FOREST,06,127,06_127,183,0,75,0,7032,5476,1799,559,257,0,0,0,9768,1752,21,94057,0,0
CATUS FOREST,06,127,06_127,184,0,118,0,6258,2852,997,263,506,0,0,0,14292,7791,20,85853,0,0
CATUS FOREST,06,127,06_127,185,0,94,0,4650,775,248,153,1773,0,0,0,42368,15863,122,62335,0,0
DATELAND,06,025,06_025,186,0,0,0,1970,252,8,4,21081,0,0,0,84199,2587,2188,15143,850,811
DATELAND,06,025,06_025,187,0,0,0,1470,399,15,1,22153,0,0,0,95697,476,64,6443,1337,981
DATELAND,06,025,06_025,188,0,135,0,3756,823,36,7,12601,0,0,0,76064,429,1189,30473,2640,1072
DATELAND,06,025,06_025,189,0,158,0,4073,1009,50,6,2340,15,0,35,67439,403,2259,43559,5173,800
DATELAND,06,025,06_025,190,0,2,0,3249,809,25,0,1990,30,0,80,59570,114,1582,51032,4795,1098
LAGUNA,06,024,06_024,191,0,3273,0,3008,1730,546,191,44579,0,0,0,49777,8319,2005,9935,7055,3669
LAGUNA,06,024,06_024,192,0,578,0,1851,602,38,1,21637,8,0,3,62825,5484,1185,25830,1985,1981
LAGUNA,06,024,06_024,193,0,852,0,2788,982,122,4,13014,69,0,38,57172,1401,1926,43318,1139,4141
LAGUNA,06,024,06_024,194,0,828,0,3567,1597,231,7,10828,103,1,69,55010,1767,1926,45837,2450,4571
LAGUNA,06,024,06_024,195,0,706,0,5893,2291,445,105,7577,21,1,41,47146,1491,1282,55114,5666,2070
SAN SIMON,06,029,06_029,196,0,11,0,0,0,0,0,3051,0,0,0,116484,6922,21,0,3226,188
SAN SIMON,06,029,06_029,197,0,0,0,0,0,0,0,1005,0,81,0,98959,20724,21,0,2878,112
SAN SIMON,06,029,06_029,198,0,0,0,46,0,0,0,0,0,86,0,74267,53418,0,0,0,0
SAN SIMON,06,029,06_029,199,0,0,0,70,0,0,0,35,0,27,0,72554,48840,0,0,0,0
SAN SIMON,06,029,06_029,200,0,0,0,791,107,3,0,1917,0,27,0,66153,56458,0,3305,139,7
POMERENE,06,028,06_028,201,0,3,0,2458,179,1,0,36,38,3,6,101332,13072,9,5065,2465,45
POMERENE,06,028,06_028,202,0,2,0,1864,97,0,0,0,48,7,7,100214,25513,0,3399,3527,61
POMERENE,06,028,06_028,203,0,0,0,1415,64,0,0,0,276,43,2,117439,9558,0,1160,4333,145
POMERENE,06,028,06_028,204,0,0,0,822,221,7,0,0,127,35,0,123298,431,0,396,4920,131
POMERENE,06,028,06_028,205,0,3,0,837,284,7,0,0,0,34,0,123379,0,0,49,5765,93
PATAGONIA,06,032,06_032,206,0,3,0,1732,23,2,0,0,1,20157,95,69374,37367,3,0,89,548
PATAGONIA,06,032,06_032,207,0,14,0,1411,5,0,0,1,0,10503,19,39332,73836,0,0,48,774
PATAGONIA,06,032,06_032,208,0,11,0,1397,13,0,0,1,0,35898,236,40337,43493,0,0,2,101
PATAGONIA,06,032,06_032,209,0,1,0,2463,383,68,4,0,13,42467,270,66052,19724,0,2,67,30
PATAGONIA,06,032,06_032,210,0,1,0,2465,407,69,4,0,13,13441,102,75694,33576,0,2,963,89
COMPTON,07,028,07_028,211,0,21,0,2815,40,0,0,9,106195,1614,1256,490,940,7963,0,10,0
COMPTON,07,028,07_028,212,0,83,0,3367,183,3,0,44,104174,784,1240,401,1086,12490,0,85,0
COMPTON,07,028,07_028,213,0,153,0,4020,354,21,4,53,94771,692,1780,321,828,12628,0,202,6
COMPTON,07,028,07_028,214,0,122,0,4722,465,23,0,27,92656,742,1948,542,1281,19560,0,175,12
COMPTON,07,028,07_028,215,0,74,0,3606,357,11,0,8,87813,1368,1781,787,1147,20732,0,49,26
LURTON,07,023,07_023,216,0,30,0,3360,119,3,0,26,100870,3515,2151,641,408,5438,0,0,0
LURTON,07,023,07_023,217,0,4,0,3019,184,5,0,0,90320,3687,3338,1004,800,11217,0,0,0
LURTON,07,023,07_023,218,0,19,0,4561,615,48,10,3,66078,4172,5073,1625,2123,21437,0,54,2
LURTON,07,023,07_023,219,0,18,0,4088,452,46,9,3,80015,5004,5063,1108,1751,15007,0,54,2
LURTON,07,023,07_023,220,0,24,0,2533,65,5,0,0,90971,4055,2676,657,850,5725,0,0,0
SAFFELL,07,019,07_019,221,0,906,0,3706,2563,609,299,364,10175,1649,8842,20,600,45186,38161,3917,321
SAFFELL,07,019,07_019,222,0,895,0,3404,1208,36,3,599,20322,4119,10767,207,943,56950,21629,5296,393
SAFFELL,07,019,07_019,223,0,585,0,3009,1233,38,3,965,22656,2684,10384,342,1219,45763,29171,3591,289
SAFFELL,07,019,07_019,224,0,365,0,2692,1215,100,27,755,20090,754,13270,227,1064,41360,36135,3546,170
SAFFELL,07,019,07_019,225,0,774,0,1936,947,154,58,627,23768,2565,19535,86,1087,39548,16857,2386,95
BOSTON MTN.,07,902,07_902,226,0,1118,0,4000,243,7,0,0,48787,32676,14136,568,562,8208,0,37,6
BOSTON MTN.,07,902,07_902,227,0,477,0,3559,75,0,0,0,67099,21591,8176,89,54,2745,0,25,7
BOSTON MTN.,07,902,07_902,228,0,13,0,3493,10,0,0,0,93475,9018,6449,101,40,1294,0,0,0
BOSTON MTN.,07,902,07_902,229,0,10,0,3119,9,0,0,1,100048,1623,1510,32,22,2326,0,0,0
BOSTON MTN.,07,902,07_902,230,0,237,0,3461,233,42,4,9,93705,5752,2217,90,538,4446,0,78,7
RUPERT,07,020,07_020,231,0,573,0,3845,447,340,238,112,32193,48006,15401,7101,2734,11949,0,11,1
RUPERT,07,020,07_020,232,0,513,0,3975,395,285,230,143,40626,33250,15816,5905,1667,15479,0,14,0
RUPERT,07,020,07_020,233,0,230,0,4222,323,204,159,158,54974,18548,19401,6023,2706,17122,0,68,3
RUPERT,07,020,07_020,234,0,97,0,3031,144,46,39,32,66571,17685,16506,4713,2923,6134,0,22,2
RUPERT,07,020,07_020,235,0,87,0,2866,115,1,0,119,72713,8624,10036,5582,2837,12851,0,9,0
