RTENAME,StateNm,RouteID,U_S_R_I,id,ppt00_mean,ppt01_mean,ppt15_mean,ppt16_mean,tmean00_me,tmean01_me,tmean15_me,tmean16_me
PINE RIVER,50,026,50_026,2265,686.280000000000000,696.029999999999000,718.250000000000000,832.274285714285000,6.068571428571420,5.545714285714280,5.552857142857140,4.710000000000000
CROMWELL,50,022,50_022,2266,693.921428571428000,784.344285714285000,807.509999999999000,995.238571428571000,5.578571428571420,5.104285714285710,5.532857142857140,4.772857142857140
CROMWELL,50,022,50_022,2267,691.849999999999000,773.308571428571000,811.745714285714000,984.518571428571000,5.701428571428570,5.232857142857140,5.471428571428570,4.678571428571420
CROMWELL,50,022,50_022,2268,694.435714285714000,774.728571428571000,814.838571428571000,960.424285714285000,5.740000000000000,5.274285714285710,5.438571428571420,4.624285714285710
CROMWELL,50,022,50_022,2269,706.342499999999000,778.767499999999000,794.021249999999000,930.889999999999000,5.801250000000000,5.334999999999990,5.421250000000000,4.587500000000000
CROMWELL,50,022,50_022,2270,719.301249999999000,780.568750000000000,769.472499999999000,915.612499999999000,5.823750000000000,5.356250000000000,5.422499999999990,4.571250000000000
EDWARDS,50,027,50_027,2271,677.636250000000000,619.136250000000000,651.727500000000000,849.968750000000000,6.715000000000000,6.056250000000000,6.049999999999990,5.431250000000000
EDWARDS,50,027,50_027,2272,667.548571428571000,627.468571428571000,657.714285714285000,844.628571428571000,6.707142857142850,6.047142857142850,6.095714285714280,5.482857142857140
EDWARDS,50,027,50_027,2273,673.504999999999000,631.827499999999000,669.014999999999000,833.122499999999000,6.777500000000000,6.120000000000000,6.292500000000000,5.680000000000000
EDWARDS,50,027,50_027,2274,683.547142857142000,634.051428571428000,669.422857142857000,801.867142857142000,6.899999999999990,6.239999999999990,6.471428571428570,5.861428571428570
EDWARDS,50,027,50_027,2275,674.139999999999000,643.109999999999000,658.757142857142000,782.909999999999000,6.884285714285710,6.222857142857140,6.418571428571420,5.819999999999990
PRINCETON,50,015,50_015,2276,552.607499999999000,775.442499999999000,799.162500000000000,880.788750000000000,7.782500000000000,7.312500000000000,6.956250000000000,6.024999999999990
PRINCETON,50,015,50_015,2277,551.822857142857000,771.760000000000000,802.451428571428000,874.675714285714000,7.810000000000000,7.350000000000000,6.957142857142850,5.904285714285710
PRINCETON,50,015,50_015,2278,545.335000000000000,771.212499999999000,808.178750000000000,851.037499999999000,7.826250000000000,7.361250000000000,6.782500000000000,5.542500000000000
PRINCETON,50,015,50_015,2279,573.001428571428000,807.200000000000000,839.727142857142000,807.441428571428000,7.969999999999990,7.492857142857140,6.672857142857140,5.147142857142850
PRINCETON,50,015,50_015,2280,602.346250000000000,840.926249999999000,812.901250000000000,799.034999999999000,7.897499999999990,7.453750000000000,6.692500000000000,5.220000000000000
OSSEO,50,016,50_016,2281,540.958750000000000,730.550000000000000,816.531250000000000,954.597500000000000,8.295000000000000,7.748750000000000,7.425000000000000,6.843750000000000
OSSEO,50,016,50_016,2282,537.061428571428000,736.282857142857000,834.159999999999000,984.165714285714000,8.344285714285710,7.765714285714280,7.464285714285710,6.862857142857140
OSSEO,50,016,50_016,2283,559.852857142857000,770.947142857142000,847.421428571428000,1026.612857142850000,8.411428571428570,7.844285714285710,7.491428571428570,6.902857142857140
OSSEO,50,016,50_016,2284,614.475000000000000,827.533333333333000,847.121666666666000,1067.823333333330000,8.546666666666660,7.991666666666660,7.560000000000000,6.995000000000000
OSSEO,50,016,50_016,2285,683.032857142857000,885.328571428571000,858.779999999999000,1111.854285714280000,8.715714285714280,8.185714285714280,7.665714285714280,7.104285714285710
MINNETONKA,50,009,50_009,2286,595.282500000000000,779.850000000000000,904.280000000000000,1015.869999999990000,8.425000000000000,7.770000000000000,7.460000000000000,6.980000000000000
MINNETONKA,50,009,50_009,2287,592.990000000000000,799.748571428571000,881.980000000000000,996.065714285714000,8.452857142857140,7.795714285714280,7.504285714285710,6.980000000000000
MINNETONKA,50,009,50_009,2288,605.552857142857000,821.248571428571000,868.071428571428000,1010.164285714280000,8.508571428571420,7.885714285714280,7.549999999999990,6.985714285714280
MINNETONKA,50,009,50_009,2289,640.375000000000000,826.281666666666000,859.508333333333000,1046.376666666660000,8.618333333333330,8.033333333333330,7.571666666666660,6.978333333333330
MINNETONKA,50,009,50_009,2290,704.271666666666000,848.141666666666000,877.808333333333000,1048.310000000000000,8.850000000000000,8.288333333333330,7.708333333333330,7.136666666666660
REDWOOD FALL,50,012,50_012,2291,637.793750000000000,707.932500000000000,653.717500000000000,1014.000000000000000,8.734999999999990,8.202500000000000,7.435000000000000,7.178750000000000
REDWOOD FALL,50,012,50_012,2292,646.200000000000000,736.501250000000000,694.558749999999000,1024.047499999990000,8.698750000000000,8.120000000000000,7.390000000000000,7.111250000000000
REDWOOD FALL,50,012,50_012,2293,664.877500000000000,758.452500000000000,671.101249999999000,937.580000000000000,8.710000000000000,8.109999999999990,7.417500000000000,7.112500000000000
REDWOOD FALL,50,012,50_012,2294,651.652222222222000,758.543333333333000,658.110000000000000,869.973333333333000,8.755555555555550,8.185555555555550,7.511111111111110,7.180000000000000
REDWOOD FALL,50,012,50_012,2295,628.608749999999000,753.747499999999000,680.893749999999000,820.381249999999000,8.802500000000000,8.328749999999990,7.683750000000000,7.313750000000000
LAKEVILLE,50,008,50_008,2296,735.084999999999000,700.054999999999000,1030.866250000000000,987.110000000000000,8.111250000000000,7.377500000000000,7.539999999999990,7.176250000000000
LAKEVILLE,50,008,50_008,2297,766.071249999999000,704.335000000000000,1061.033750000000000,991.512500000000000,8.287499999999990,7.502500000000000,7.863750000000000,7.500000000000000
LAKEVILLE,50,008,50_008,2298,803.628333333333000,730.661666666666000,1098.004999999990000,998.428333333333000,8.648333333333330,7.773333333333330,8.036666666666660,7.660000000000000
LAKEVILLE,50,008,50_008,2299,797.957499999999000,731.701249999999000,1095.573750000000000,980.215000000000000,8.747499999999990,7.877500000000000,7.958749999999990,7.595000000000000
LAKEVILLE,50,008,50_008,2300,770.837499999999000,728.776250000000000,1051.545000000000000,961.062500000000000,8.695000000000000,7.883749999999990,7.866250000000000,7.501250000000000
ARLINGTON,50,010,50_010,2301,604.328333333333000,664.088333333333000,843.951666666666000,998.651666666666000,8.570000000000000,7.800000000000000,7.570000000000000,7.073333333333330
ARLINGTON,50,010,50_010,2302,667.110000000000000,642.578333333333000,886.588333333333000,1024.215000000000000,8.556666666666660,7.731666666666660,7.616666666666660,7.135000000000000
ARLINGTON,50,010,50_010,2303,673.124285714285000,626.258571428571000,892.174285714285000,1007.697142857140000,8.555714285714280,7.748571428571420,7.625714285714280,7.161428571428570
ARLINGTON,50,010,50_010,2304,684.767499999999000,642.333750000000000,887.472499999999000,971.207499999999000,8.548750000000000,7.817500000000000,7.598750000000000,7.170000000000000
ARLINGTON,50,010,50_010,2305,742.457142857142000,717.462857142857000,952.914285714285000,1023.721428571420000,8.537142857142850,7.878571428571420,7.547142857142850,7.158571428571420
TYLER,50,062,50_062,2306,667.057777777777000,789.707777777777000,825.441111111111000,786.929999999999000,7.955555555555550,7.514444444444440,6.905555555555550,6.622222222222220
TYLER,50,062,50_062,2307,677.755555555555000,815.372222222222000,803.132222222222000,813.137777777777000,7.967777777777770,7.577777777777770,6.915555555555550,6.655555555555550
TYLER,50,062,50_062,2308,640.091111111111000,791.103333333333000,749.358888888888000,869.606666666666000,8.037777777777770,7.630000000000000,6.972222222222220,6.698888888888890
TYLER,50,062,50_062,2309,615.007777777777000,782.193333333333000,674.690000000000000,881.969999999999000,8.132222222222220,7.696666666666660,7.050000000000000,6.760000000000000
TYLER,50,062,50_062,2310,598.136666666666000,804.831666666666000,636.935000000000000,845.438333333333000,8.311666666666660,7.850000000000000,7.200000000000000,6.890000000000000
COURTLAND,50,011,50_011,2311,687.850000000000000,704.953750000000000,941.006250000000000,1140.802500000000000,8.492500000000000,7.837499999999990,7.631250000000000,7.275000000000000
COURTLAND,50,011,50_011,2312,693.799999999999000,708.824285714285000,968.721428571428000,1160.084285714280000,8.522857142857140,7.909999999999990,7.742857142857140,7.438571428571420
COURTLAND,50,011,50_011,2313,698.594444444444000,719.805555555555000,963.912222222222000,1160.392222222220000,8.557777777777780,7.982222222222220,7.724444444444440,7.427777777777770
COURTLAND,50,011,50_011,2314,677.599999999999000,747.365000000000000,957.430000000000000,1121.960000000000000,8.557500000000000,7.998750000000000,7.623750000000000,7.303750000000000
COURTLAND,50,011,50_011,2315,640.862857142857000,759.095714285714000,925.230000000000000,1076.605714285710000,8.590000000000000,8.059999999999990,7.617142857142850,7.298571428571420
HARTLAND,50,003,50_003,2316,857.956249999999000,877.454999999999000,1018.110000000000000,1176.822499999990000,8.785000000000000,8.045000000000000,7.488750000000000,7.296250000000000
HARTLAND,50,003,50_003,2317,857.546249999999000,874.825000000000000,1042.717499999990000,1215.908749999990000,8.768750000000000,8.031250000000000,7.515000000000000,7.321250000000000
HARTLAND,50,003,50_003,2318,872.274285714285000,879.797142857142000,1031.059999999990000,1205.005714285710000,8.654285714285710,7.915714285714280,7.438571428571430,7.237142857142850
HARTLAND,50,003,50_003,2319,887.155999999999000,880.669999999999000,1007.886000000000000,1185.156000000000000,8.550000000000000,7.804000000000000,7.386000000000000,7.159999999999990
HARTLAND,50,003,50_003,2320,936.785999999999000,883.878000000000000,1000.826000000000000,1169.864000000000000,8.538000000000000,7.795999999999990,7.409999999999990,7.134000000000000
AUSTIN,50,055,50_055,2321,998.621250000000000,859.228749999999000,1048.346250000000000,1200.627499999990000,8.540000000000000,7.853750000000000,7.430000000000000,7.109999999999990
AUSTIN,50,055,50_055,2322,978.501111111111000,855.478888888888000,1004.977777777770000,1185.283333333330000,8.522222222222220,7.810000000000000,7.431111111111110,7.107777777777770
AUSTIN,50,055,50_055,2323,980.980000000000000,893.582499999999000,1008.728749999990000,1202.615000000000000,8.517500000000000,7.767500000000000,7.430000000000000,7.107500000000000
AUSTIN,50,055,50_055,2324,946.084285714285000,905.444285714285000,987.245714285714000,1227.464285714280000,8.569999999999990,7.798571428571420,7.475714285714280,7.162857142857140
AUSTIN,50,055,50_055,2325,867.115714285714000,888.439999999999000,1000.754285714280000,1201.165714285710000,8.572857142857140,7.811428571428570,7.447142857142850,7.210000000000000
MONEY CREEK,50,001,50_001,2326,805.587499999999000,847.837499999999000,915.546249999999000,1188.479999999990000,8.375000000000000,7.752500000000000,7.745000000000000,7.383749999999990
MONEY CREEK,50,001,50_001,2327,754.873333333333000,844.389999999999000,922.338333333333000,1208.731666666660000,8.878333333333330,8.241666666666660,8.180000000000000,7.725000000000000
MONEY CREEK,50,001,50_001,2328,755.811428571428000,842.297142857142000,927.497142857142000,1205.531428571420000,9.102857142857140,8.449999999999990,8.345714285714280,7.855714285714280
MONEY CREEK,50,001,50_001,2329,755.251428571428000,834.117142857142000,929.967142857142000,1180.990000000000000,9.248571428571420,8.588571428571420,8.469999999999990,7.950000000000000
MONEY CREEK,50,001,50_001,2330,761.682857142857000,838.564285714285000,935.374285714285000,1167.138571428570000,9.464285714285710,8.801428571428570,8.637142857142850,8.110000000000000
LE ROY,50,054,50_054,2331,980.276250000000000,905.193750000000000,968.576249999999000,1227.212499999990000,7.663750000000000,6.937500000000000,6.777500000000000,6.516250000000000
LE ROY,50,054,50_054,2332,1024.510000000000000,936.019999999999000,933.447499999999000,1186.798749999990000,7.747500000000000,7.013750000000000,6.841250000000000,6.557499999999990
LE ROY,50,054,50_054,2333,1030.515714285710000,951.635714285714000,903.159999999999000,1186.049999999990000,7.978571428571420,7.232857142857140,7.017142857142850,6.682857142857140
LE ROY,50,054,50_054,2334,1014.873749999990000,947.710000000000000,899.847499999999000,1185.021250000000000,8.153749999999990,7.391249999999990,7.138750000000000,6.763749999999990
LE ROY,50,054,50_054,2335,981.781428571428000,934.232857142857000,890.714285714285000,1184.547142857140000,8.261428571428570,7.491428571428570,7.272857142857140,6.865714285714280
JORDAN,50,072,50_072,2336,749.863749999999000,950.745000000000000,808.422499999999000,912.787499999999000,4.152500000000000,3.450000000000000,4.097500000000000,2.898750000000000
JORDAN,50,072,50_072,2337,737.746666666666000,941.205555555555000,833.772222222222000,920.599999999999000,4.158888888888880,3.464444444444440,4.060000000000000,2.876666666666660
JORDAN,50,072,50_072,2338,730.248571428571000,921.195714285714000,816.598571428571000,892.649999999999000,4.144285714285710,3.452857142857140,4.011428571428570,2.818571428571420
JORDAN,50,072,50_072,2339,710.072500000000000,880.432499999999000,797.777500000000000,863.095000000000000,4.188750000000000,3.523750000000000,3.963750000000000,2.782500000000000
JORDAN,50,072,50_072,2340,705.723749999999000,858.218750000000000,779.943750000000000,850.235000000000000,4.181250000000000,3.529999999999990,3.922500000000000,2.750000000000000
SHERBURNE NR,50,900,50_900,2341,570.129999999999000,787.654999999999000,854.617499999999000,839.154999999999000,7.940000000000000,7.470000000000000,7.132500000000000,6.062499999999990
SHERBURNE NR,50,900,50_900,2342,569.521428571428000,784.002857142857000,855.625714285714000,849.861428571428000,7.947142857142850,7.474285714285710,7.174285714285710,6.145714285714280
SHERBURNE NR,50,900,50_900,2343,566.818333333333000,772.328333333333000,869.093333333333000,861.135000000000000,7.965000000000000,7.486666666666660,7.153333333333330,6.114999999999990
SHERBURNE NR,50,900,50_900,2344,564.243333333333000,778.026666666666000,879.170000000000000,846.708333333333000,7.991666666666660,7.515000000000000,7.103333333333330,5.988333333333330
SHERBURNE NR,50,900,50_900,2345,564.196666666666000,782.411666666666000,874.010000000000000,834.695000000000000,7.996666666666660,7.523333333333330,7.036666666666660,5.840000000000000
EMBRY,51,113,51_113,2346,1215.174285714280000,1644.567142857140000,1673.458571428570000,1255.230000000000000,17.822857142857100,17.230000000000000,16.298571428571400,16.755714285714200
EMBRY,51,113,51_113,2347,1220.121428571420000,1645.408571428570000,1714.099999999990000,1227.019999999990000,17.885714285714200,17.259999999999900,16.352857142857100,16.804285714285700
EMBRY,51,113,51_113,2348,1233.068333333330000,1674.861666666660000,1714.550000000000000,1198.416666666660000,17.976666666666600,17.293333333333300,16.436666666666600,16.878333333333300
EMBRY,51,113,51_113,2349,1242.878333333330000,1709.914999999990000,1652.178333333330000,1192.496666666660000,18.020000000000000,17.320000000000000,16.506666666666600,16.941666666666600
EMBRY,51,113,51_113,2350,1255.496666666660000,1717.943333333330000,1653.061666666660000,1196.089999999990000,18.050000000000000,17.319999999999900,16.538333333333300,16.976666666666600
MACON,51,023,51_023,2351,1052.891666666660000,1475.673333333330000,1465.699999999990000,1154.223333333330000,18.781666666666600,17.974999999999900,17.298333333333300,17.668333333333300
MACON,51,023,51_023,2352,1051.039999999990000,1470.638333333330000,1416.684999999990000,1190.528333333330000,18.741666666666600,17.923333333333300,17.270000000000000,17.630000000000000
MACON,51,023,51_023,2353,1018.151666666660000,1448.081666666660000,1384.123333333330000,1165.026666666660000,18.668333333333300,17.841666666666600,17.250000000000000,17.610000000000000
MACON,51,023,51_023,2354,996.598571428571000,1429.229999999990000,1443.582857142850000,1159.705714285710000,18.647142857142800,17.812857142857100,17.241428571428500,17.614285714285700
MACON,51,023,51_023,2355,991.970000000000000,1420.531666666660000,1418.348333333330000,1139.963333333330000,18.626666666666600,17.790000000000000,17.241666666666600,17.608333333333300
NECAISE,51,119,51_119,2356,1032.339999999990000,1786.206666666660000,1727.428333333330000,1752.765000000000000,20.471666666666600,20.529999999999900,19.520000000000000,19.946666666666600
NECAISE,51,119,51_119,2357,1041.251666666660000,1754.406666666660000,1772.688333333330000,1824.465000000000000,20.541666666666600,20.586666666666600,19.554999999999900,19.978333333333300
NECAISE,51,119,51_119,2358,1048.068333333330000,1722.931666666660000,1864.018333333330000,1926.493333333330000,20.489999999999900,20.574999999999900,19.574999999999900,19.961666666666600
NECAISE,51,119,51_119,2359,1051.183333333330000,1714.746666666660000,1870.109999999990000,1984.256666666660000,20.401666666666600,20.550000000000000,19.601666666666600,19.958333333333300
NECAISE,51,119,51_119,2360,1056.057999999990000,1712.341999999990000,1887.805999999990000,2005.864000000000000,20.288000000000000,20.509999999999900,19.621999999999900,19.949999999999900
BENNDALE,51,030,51_030,2361,1125.133333333330000,1596.574999999990000,2080.143333333330000,1620.496666666660000,19.868333333333300,20.006666666666600,19.183333333333300,19.378333333333300
BENNDALE,51,030,51_030,2362,1097.024999999990000,1582.241666666660000,2043.306666666660000,1552.819999999990000,19.771666666666600,19.930000000000000,19.080000000000000,19.286666666666600
BENNDALE,51,030,51_030,2363,1079.269999999990000,1606.686666666660000,1965.776666666660000,1502.430000000000000,19.818333333333300,19.986666666666600,19.101666666666600,19.351666666666600
BENNDALE,51,030,51_030,2364,1064.248571428570000,1622.822857142850000,1956.787142857140000,1552.532857142850000,19.818571428571400,20.021428571428500,19.097142857142800,19.338571428571400
BENNDALE,51,030,51_030,2365,1042.992857142850000,1638.037142857140000,1869.037142857140000,1599.577142857140000,19.818571428571400,20.012857142857100,19.048571428571400,19.270000000000000
LATIMER,51,229,51_229,2366,1074.358333333330000,1655.538333333330000,2119.070000000000000,1656.730000000000000,20.010000000000000,20.258333333333300,19.389999999999900,19.648333333333300
LATIMER,51,229,51_229,2367,1085.171666666660000,1647.234999999990000,2141.253333333330000,1693.894999999990000,20.016666666666600,20.261666666666600,19.418333333333300,19.681666666666600
LATIMER,51,229,51_229,2368,1091.000000000000000,1636.595000000000000,2170.872499999990000,1746.022500000000000,20.097500000000000,20.294999999999900,19.505000000000000,19.789999999999900
LATIMER,51,229,51_229,2369,1067.815000000000000,1611.825000000000000,2180.667500000000000,1801.619999999990000,20.222500000000000,20.349999999999900,19.574999999999900,19.902500000000000
LATIMER,51,229,51_229,2370,1038.063999999990000,1585.851999999990000,2140.267999999990000,1793.900000000000000,20.282000000000000,20.376000000000000,19.602000000000000,19.960000000000000
KIRKSVILLE,52,068,52_068,2371,765.148333333333000,1016.571666666660000,1378.891666666660000,857.851666666666000,12.208333333333300,11.398333333333300,11.256666666666600,10.901666666666600
KIRKSVILLE,52,068,52_068,2372,762.851666666666000,1036.093333333330000,1396.038333333330000,862.093333333333000,12.150000000000000,11.343333333333300,11.261666666666600,10.916666666666600
KIRKSVILLE,52,068,52_068,2373,753.991666666666000,1074.943333333330000,1405.001666666660000,872.454999999999000,11.993333333333300,11.201666666666600,11.173333333333300,10.865000000000000
KIRKSVILLE,52,068,52_068,2374,744.525714285714000,1101.635714285710000,1390.551428571420000,884.949999999999000,11.968571428571400,11.179999999999900,11.241428571428500,10.935714285714200
KIRKSVILLE,52,068,52_068,2375,733.045714285714000,1128.747142857140000,1369.261428571420000,891.355714285714000,12.010000000000000,11.217142857142800,11.440000000000000,11.109999999999900
TRENTON,52,035,52_035,2376,832.735000000000000,1146.802500000000000,1269.180000000000000,906.192499999999000,12.845000000000000,11.980000000000000,11.690000000000000,11.362500000000000
TRENTON,52,035,52_035,2377,834.996666666666000,1141.414999999990000,1262.500000000000000,914.983333333333000,12.704999999999900,11.880000000000000,11.558333333333300,11.236666666666600
TRENTON,52,035,52_035,2378,831.696666666666000,1137.289999999990000,1243.941666666660000,936.608333333333000,12.683333333333300,11.868333333333300,11.551666666666600,11.223333333333300
TRENTON,52,035,52_035,2379,813.919999999999000,1125.849999999990000,1253.245999999990000,937.945999999999000,12.545999999999900,11.738000000000000,11.428000000000000,11.114000000000000
TRENTON,52,035,52_035,2380,799.795000000000000,1109.442500000000000,1264.944999999990000,903.472500000000000,12.560000000000000,11.752500000000000,11.465000000000000,11.141250000000000
MCFALL,52,070,52_070,2381,875.038571428571000,1072.925714285710000,1375.450000000000000,1133.268571428570000,12.361428571428500,11.571428571428500,11.480000000000000,11.312857142857100
MCFALL,52,070,52_070,2382,837.740000000000000,1079.323333333330000,1422.401666666660000,1148.611666666660000,12.363333333333300,11.588333333333300,11.483333333333300,11.299999999999900
MCFALL,52,070,52_070,2383,812.071428571428000,1087.858571428570000,1402.131428571420000,1104.458571428570000,12.372857142857100,11.601428571428500,11.480000000000000,11.285714285714200
MCFALL,52,070,52_070,2384,796.027142857142000,1089.978571428570000,1366.275714285710000,1093.910000000000000,12.348571428571400,11.578571428571400,11.434285714285700,11.234285714285700
MCFALL,52,070,52_070,2385,790.947142857142000,1103.305714285710000,1317.024285714280000,1105.629999999990000,12.375714285714200,11.600000000000000,11.459999999999900,11.245714285714200
LACLEDE,52,066,52_066,2386,836.966666666666000,1225.958333333330000,1230.983333333330000,932.998333333333000,13.149999999999900,12.350000000000000,11.993333333333300,11.618333333333300
LACLEDE,52,066,52_066,2387,840.507142857142000,1200.315714285710000,1208.692857142850000,948.691428571428000,13.045714285714200,12.244285714285700,11.912857142857100,11.527142857142800
LACLEDE,52,066,52_066,2388,848.822499999999000,1176.139999999990000,1161.318749999990000,942.135000000000000,12.992500000000000,12.206249999999900,11.873750000000000,11.476250000000000
LACLEDE,52,066,52_066,2389,869.967142857142000,1156.995714285710000,1148.530000000000000,927.268571428571000,13.005714285714200,12.218571428571400,11.872857142857100,11.462857142857100
LACLEDE,52,066,52_066,2390,902.352000000000000,1151.370000000000000,1221.024000000000000,939.778000000000000,13.109999999999900,12.230000000000000,11.914000000000000,11.496000000000000
CAMERON,52,131,52_131,2391,869.821428571428000,1153.784285714280000,1308.920000000000000,1146.712857142850000,12.712857142857100,11.918571428571400,11.815714285714200,11.615714285714200
CAMERON,52,131,52_131,2392,864.792857142857000,1152.629999999990000,1330.007142857140000,1121.967142857140000,12.682857142857100,11.902857142857100,11.752857142857100,11.547142857142800
CAMERON,52,131,52_131,2393,854.684285714285000,1146.474285714280000,1311.665714285710000,1108.888571428570000,12.582857142857100,11.798571428571400,11.621428571428500,11.367142857142800
CAMERON,52,131,52_131,2394,855.815000000000000,1152.924999999990000,1324.033333333330000,1138.066666666660000,12.541666666666600,11.733333333333300,11.508333333333300,11.198333333333300
CAMERON,52,131,52_131,2395,870.381666666666000,1178.521666666660000,1382.928333333330000,1194.818333333330000,12.593333333333300,11.760000000000000,11.445000000000000,11.093333333333300
MADISON,52,027,52_027,2396,872.370000000000000,1093.986000000000000,1118.061999999990000,898.682000000000000,13.268000000000000,12.396000000000000,12.510000000000000,12.181999999999900
MADISON,52,027,52_027,2397,870.792500000000000,1091.362499999990000,1193.932500000000000,980.192499999999000,13.146250000000000,12.261250000000000,12.388750000000000,12.032499999999900
MADISON,52,027,52_027,2398,876.139999999999000,1096.107500000000000,1251.186250000000000,1031.478749999990000,12.913750000000000,12.018750000000000,12.119999999999900,11.712500000000000
MADISON,52,027,52_027,2399,887.241428571428000,1110.304285714280000,1270.844285714280000,1020.812857142850000,12.774285714285700,11.881428571428500,11.959999999999900,11.519999999999900
MADISON,52,027,52_027,2400,884.921249999999000,1112.603749999990000,1244.301249999990000,929.316250000000000,12.731249999999900,11.837499999999900,11.935000000000000,11.493750000000000
KEARNEY,52,067,52_067,2401,845.881666666666000,1231.221666666660000,1476.978333333330000,1288.369999999990000,13.145000000000000,12.270000000000000,11.998333333333300,11.670000000000000
KEARNEY,52,067,52_067,2402,842.603333333333000,1229.704999999990000,1497.661666666660000,1242.664999999990000,13.156666666666600,12.293333333333300,11.930000000000000,11.628333333333300
KEARNEY,52,067,52_067,2403,851.097142857142000,1216.511428571420000,1567.352857142850000,1224.429999999990000,13.049999999999900,12.190000000000000,11.952857142857100,11.638571428571400
KEARNEY,52,067,52_067,2404,848.279999999999000,1208.253333333330000,1595.904999999990000,1195.918333333330000,12.998333333333300,12.143333333333300,11.946666666666600,11.619999999999900
KEARNEY,52,067,52_067,2405,842.192000000000000,1207.620000000000000,1577.299999999990000,1171.000000000000000,13.018000000000000,12.168000000000000,11.959999999999900,11.629999999999900
HUNTSVILLE,52,028,52_028,2406,948.577499999999000,1159.238749999990000,1312.787499999990000,946.720000000000000,13.708750000000000,12.817500000000000,12.770000000000000,12.433750000000000
HUNTSVILLE,52,028,52_028,2407,950.061666666666000,1171.025000000000000,1358.705000000000000,968.039999999999000,13.645000000000000,12.766666666666600,12.710000000000000,12.423333333333300
HUNTSVILLE,52,028,52_028,2408,952.184999999999000,1169.858333333330000,1332.581666666660000,1012.870000000000000,13.613333333333300,12.748333333333300,12.691666666666600,12.488333333333300
HUNTSVILLE,52,028,52_028,2409,942.585000000000000,1142.160000000000000,1317.954999999990000,1023.655000000000000,13.591666666666600,12.743333333333300,12.680000000000000,12.593333333333300
HUNTSVILLE,52,028,52_028,2410,915.951666666666000,1105.918333333330000,1327.034999999990000,966.661666666666000,13.543333333333300,12.696666666666600,12.615000000000000,12.508333333333300
DANVILLE,52,019,52_019,2411,997.262000000000000,1069.175999999990000,1517.226000000000000,1106.658000000000000,13.786000000000000,12.824000000000000,12.963999999999900,12.516000000000000
DANVILLE,52,019,52_019,2412,996.766666666666000,1052.353333333330000,1532.045000000000000,1063.375000000000000,13.648333333333300,12.681666666666600,12.834999999999900,12.403333333333300
DANVILLE,52,019,52_019,2413,1002.923333333330000,1036.840000000000000,1536.043333333330000,1035.060000000000000,13.666666666666600,12.686666666666600,12.863333333333300,12.431666666666600
DANVILLE,52,019,52_019,2414,1009.100000000000000,1020.556000000000000,1572.128000000000000,1018.286000000000000,13.666000000000000,12.657999999999900,12.877999999999900,12.426000000000000
DANVILLE,52,019,52_019,2415,1010.610000000000000,1008.055000000000000,1588.667500000000000,993.127500000000000,13.661250000000000,12.643750000000000,12.881250000000000,12.428750000000000
SEDALIA,52,122,52_122,2416,882.877500000000000,1231.406250000000000,1382.506250000000000,917.406250000000000,13.733750000000000,12.913750000000000,13.236250000000000,12.901250000000000
SEDALIA,52,122,52_122,2417,923.613333333333000,1189.701666666660000,1314.211666666660000,909.284999999999000,13.899999999999900,13.085000000000000,13.225000000000000,12.898333333333300
SEDALIA,52,122,52_122,2418,1014.825000000000000,1153.873333333330000,1275.943333333330000,924.298333333333000,14.026666666666600,13.196666666666600,13.128333333333300,12.780000000000000
SEDALIA,52,122,52_122,2419,1035.025000000000000,1154.076666666660000,1271.278333333330000,938.056666666666000,14.121666666666600,13.286666666666600,13.135000000000000,12.765000000000000
SEDALIA,52,122,52_122,2420,1004.191428571420000,1158.564285714280000,1229.941428571420000,1002.575714285710000,14.138571428571400,13.308571428571400,13.108571428571400,12.718571428571400
BLAND,52,061,52_061,2421,881.097142857142000,1064.067142857140000,1500.284285714280000,1049.352857142850000,13.730000000000000,12.777142857142800,12.494285714285700,12.137142857142800
BLAND,52,061,52_061,2422,906.186666666666000,1046.758333333330000,1523.664999999990000,1071.916666666660000,13.726666666666600,12.766666666666600,12.598333333333300,12.206666666666600
BLAND,52,061,52_061,2423,941.084285714285000,1034.704285714280000,1563.602857142850000,1061.488571428570000,13.730000000000000,12.785714285714200,12.688571428571400,12.305714285714200
BLAND,52,061,52_061,2424,975.426666666666000,1032.420000000000000,1581.680000000000000,1055.836666666660000,13.696666666666600,12.756666666666600,12.696666666666600,12.310000000000000
BLAND,52,061,52_061,2425,1010.999999999990000,1028.970000000000000,1594.611666666660000,1052.808333333330000,13.635000000000000,12.698333333333300,12.655000000000000,12.253333333333300
CENTERTOWN,52,021,52_021,2426,826.933999999999000,1129.700000000000000,1544.678000000000000,991.142000000000000,14.619999999999900,13.752000000000000,13.717999999999900,13.469999999999900
CENTERTOWN,52,021,52_021,2427,859.489999999999000,1148.000000000000000,1494.926666666660000,988.738333333333000,14.465000000000000,13.633333333333300,13.576666666666600,13.330000000000000
CENTERTOWN,52,021,52_021,2428,885.673333333333000,1148.853333333330000,1473.027777777770000,958.921111111111000,14.405555555555500,13.573333333333300,13.532222222222200,13.287777777777700
CENTERTOWN,52,021,52_021,2429,929.008333333333000,1161.251666666660000,1465.496666666660000,889.118333333333000,14.325000000000000,13.488333333333300,13.458333333333300,13.225000000000000
