RTENAME,StateNm,RouteID,U_S_R_I,id,h01_0,h01_11,h01_12,h01_21,h01_22,h01_23,h01_24,h01_31,h01_41,h01_42,h01_43,h01_52,h01_71,h01_81,h01_82,h01_90,h01_95
HOLT,02,060,02_060,47,0,432,0,2563,275,39,0,1174,33663,35463,16323,6424,16955,2390,0,1362,59
HOLT,02,060,02_060,48,0,3697,0,3340,297,21,1,1206,36682,40985,17765,7617,13857,1217,0,972,63
HOLT,02,060,02_060,49,0,5245,0,4042,288,20,4,153,33346,34095,18590,6791,8138,2309,0,1022,27
HOLT,02,060,02_060,50,0,10311,0,5113,738,95,8,356,43785,34405,21095,5651,6205,2006,0,1110,210
SMYER LAKE,02,014,02_014,51,0,781,0,6784,2000,754,296,142,38347,37798,10911,6152,12866,14764,162,1095,46
SMYER LAKE,02,014,02_014,52,0,1413,0,5697,1483,557,238,219,35748,41064,7526,4400,16967,12659,15,5953,177
SMYER LAKE,02,014,02_014,53,0,1825,0,9777,2866,637,75,779,51126,18243,7355,2392,8477,10714,66,6937,173
SMYER LAKE,02,014,02_014,54,0,2278,0,11473,6489,1382,156,689,62881,9098,8934,1658,4035,4854,76,1495,13
SMYER LAKE,02,014,02_014,55,0,3939,0,15192,7967,1451,161,272,74283,11284,10465,636,2320,3889,169,246,21
JENA,02,047,02_047,56,0,267,0,3255,498,49,7,17,20101,13021,20860,4441,1894,15185,1134,34629,1855
JENA,02,047,02_047,57,0,1029,0,4431,968,106,14,49,29011,10424,19926,5397,2201,15561,171,37048,2107
JENA,02,047,02_047,58,0,1454,0,4168,1074,71,8,191,26255,11613,19280,4699,2765,11781,417,36842,2608
JENA,02,047,02_047,59,0,635,0,2705,567,99,1,114,21664,11563,20734,5443,6313,7018,412,31571,1739
JENA,02,047,02_047,60,0,314,0,3128,373,94,1,37,22443,11640,25837,5223,4279,9602,757,39625,1748
BLOCTON,02,043,02_043,61,0,446,0,4549,1862,379,70,337,25881,45285,15210,15010,6190,1648,29,2839,8
BLOCTON,02,043,02_043,62,0,806,0,4999,1231,381,55,761,33939,39214,13015,12305,4931,2050,3,3389,42
BLOCTON,02,043,02_043,63,0,328,0,5910,2633,1054,503,981,32447,33826,18467,7807,6655,10155,7,5438,284
BLOCTON,02,043,02_043,64,0,463,0,5849,503,188,22,97,33197,26272,22878,9862,5653,11131,8,3892,245
BLOCTON,02,043,02_043,65,0,421,0,6823,623,141,23,75,29482,39608,17339,13663,5055,3851,4,1279,28
LANETT,02,028,02_028,66,0,11505,0,8907,6107,1153,372,213,22897,32120,9165,3463,7083,12557,0,9952,167
LANETT,02,028,02_028,67,0,3849,0,3509,577,16,2,173,26987,42235,6959,5819,14070,11851,0,9575,155
LANETT,02,028,02_028,68,0,670,0,3554,328,4,0,38,26160,43362,7030,6262,14045,13515,0,8416,120
LANETT,02,028,02_028,69,0,540,0,5154,2328,591,209,96,25018,38143,9250,3358,10160,20996,0,6712,151
LANETT,02,028,02_028,70,0,917,0,4820,2539,618,222,157,24499,38684,8135,1688,11446,22646,0,3788,138
EPES,02,048,02_048,71,0,5006,0,2780,2057,255,17,825,2596,11639,14897,694,256,44695,850,32785,3272
EPES,02,048,02_048,72,0,6961,0,3377,941,33,1,119,3383,15464,15492,307,514,27643,4073,46421,2884
EPES,02,048,02_048,73,0,7049,0,2722,550,33,1,71,1883,13616,8455,143,494,18355,3356,57047,3104
EPES,02,048,02_048,74,0,7954,0,2300,99,0,0,2,2964,14512,7957,397,772,16473,1380,68407,5654
EPES,02,048,02_048,75,0,9354,0,2747,213,8,0,56,2734,11864,8253,396,403,34154,1945,48997,5178
BILLINGSLEY,02,025,02_025,76,0,5657,0,4772,380,84,17,96,59568,19695,10805,5015,8047,6868,227,1564,24
BILLINGSLEY,02,025,02_025,77,0,527,0,5682,1613,407,65,346,40460,12147,12280,3299,7399,26798,3186,7057,323
BILLINGSLEY,02,025,02_025,78,0,308,0,5120,2103,302,25,376,27277,12792,15098,3894,4674,41538,2120,9956,487
BILLINGSLEY,02,025,02_025,79,0,98,0,3774,1153,41,2,144,24282,15547,19044,4956,6649,36958,128,9557,578
BILLINGSLEY,02,025,02_025,80,0,196,0,3658,1091,215,85,421,18895,20254,20208,11864,6222,24841,99,18290,1147
WALLSBORO,02,026,02_026,81,0,1790,0,7399,2566,1003,187,109,36570,18550,23338,6197,3028,11457,333,1858,291
WALLSBORO,02,026,02_026,82,0,747,0,7989,1798,184,45,101,52236,16863,24372,6588,3618,11803,2590,3573,342
WALLSBORO,02,026,02_026,83,0,4156,0,8189,2233,422,76,1825,34309,5836,11252,2742,1323,19804,10431,20123,2111
WALLSBORO,02,026,02_026,84,0,3017,0,6023,1193,154,15,1213,25887,8726,12997,5889,2563,16128,13444,25659,2139
WALLSBORO,02,026,02_026,85,0,825,0,3006,305,3,1,23,24602,19595,22988,9034,3453,18099,10585,13095,390
WARRIOR STD,02,027,02_027,86,0,632,0,1625,266,7,0,10,24969,30897,27589,10549,3810,7531,319,20551,268
WARRIOR STD,02,027,02_027,87,0,1379,0,5514,2190,596,252,50,9708,32488,24919,8647,1895,13769,137,25155,1144
WARRIOR STD,02,027,02_027,88,0,1138,0,11811,5060,1343,365,3288,2710,22997,33217,7417,1122,14015,105,12713,634
WARRIOR STD,02,027,02_027,89,0,908,0,7833,2461,384,47,3867,4407,27603,35667,7561,1917,8771,471,19949,809
WARRIOR STD,02,027,02_027,90,0,982,0,5517,1617,416,78,2499,10992,25487,33386,6764,3404,23819,3207,11611,342
HARRELL,02,022,02_022,91,0,3219,0,3242,749,54,0,155,2652,9471,8034,1298,436,72204,2685,23537,1540
HARRELL,02,022,02_022,92,0,1663,0,4795,417,57,5,32,1274,14999,6319,1556,486,43044,6562,43571,2410
HARRELL,02,022,02_022,93,0,493,0,6020,457,61,5,17,2082,29019,11840,3458,1551,22740,7043,40003,1473
HARRELL,02,022,02_022,94,0,1873,0,3714,168,6,0,35,3075,30551,13159,4654,2468,12060,5965,41593,2312
HARRELL,02,022,02_022,95,0,6022,0,2182,79,4,0,61,14833,18082,8894,3037,3010,12024,4010,45702,3315
COTTONTON,02,029,02_029,96,0,4611,0,3120,707,119,20,557,21643,28983,31304,8608,2534,6213,10565,3539,69
COTTONTON,02,029,02_029,97,0,725,0,2352,523,49,1,17,21142,32996,27416,12962,5317,6909,6135,3240,46
COTTONTON,02,029,02_029,98,0,445,0,3154,569,49,1,64,17023,31868,18849,17927,3901,7608,5619,13610,196
COTTONTON,02,029,02_029,99,0,813,0,2899,435,10,0,57,14805,33517,12692,13268,1926,9142,5616,25356,165
COTTONTON,02,029,02_029,100,0,1302,0,3374,1292,156,28,216,9514,41523,12267,8778,1904,14601,3454,24074,433
SPRAGUE,02,024,02_024,101,0,814,0,2193,281,0,0,4,25795,35376,31237,8975,5543,11325,12,1731,126
SPRAGUE,02,024,02_024,102,0,954,0,2478,552,88,5,10,34504,37362,22740,5359,3931,16224,15,2702,108
SPRAGUE,02,024,02_024,103,0,884,0,2924,558,71,5,22,38529,36605,16578,5750,958,10475,10,12353,207
SPRAGUE,02,024,02_024,104,0,1233,0,3005,196,0,0,22,42428,29942,13677,4764,1370,15396,11,9259,212
SPRAGUE,02,024,02_024,105,0,2703,0,3582,283,24,1,64,31434,19969,9595,3730,1568,42714,386,10507,509
ELAMVILLE,02,055,02_055,106,0,1030,0,3835,510,75,12,21,7497,32641,27001,11272,3032,26027,4874,3797,58
ELAMVILLE,02,055,02_055,107,0,610,0,3893,446,109,11,15,6912,24559,27027,10030,2140,24686,7342,10665,24
ELAMVILLE,02,055,02_055,108,0,652,0,3733,338,27,0,15,7802,24048,22986,11937,1631,25768,8258,11958,79
ELAMVILLE,02,055,02_055,109,0,478,0,4774,425,35,1,56,9344,33449,20215,14973,3189,22220,8830,4869,74
ELAMVILLE,02,055,02_055,110,0,858,0,4174,335,23,1,1101,5277,27159,14494,10405,2071,16804,10810,21222,670
CASTLEBERRY,02,038,02_038,111,0,216,0,3405,528,10,0,296,2294,31098,9331,4219,9569,7970,27747,15564,584
CASTLEBERRY,02,038,02_038,112,0,165,0,1894,246,3,0,347,1351,39791,6351,10968,13914,7225,13769,24916,2009
CASTLEBERRY,02,038,02_038,113,0,66,0,1252,199,2,0,99,1000,43579,5393,16730,17774,8888,565,24050,2049
CASTLEBERRY,02,038,02_038,114,0,267,0,2746,700,87,1,761,2095,38018,13538,14538,10845,16667,1252,21627,822
CASTLEBERRY,02,038,02_038,115,0,403,0,3463,883,104,10,799,4330,34427,21952,10223,4841,21170,1607,16500,565
ESCATAWPA,02,052,02_052,116,0,996,0,1971,224,11,2,37,182,60604,6013,7017,5092,5729,59,39339,903
ESCATAWPA,02,052,02_052,117,0,812,0,2379,292,2,0,14,244,48064,12488,8652,7635,5673,815,28513,745
ESCATAWPA,02,052,02_052,118,0,702,0,2284,193,3,0,19,351,38196,18983,6487,5065,5976,818,40409,1635
ESCATAWPA,02,052,02_052,119,0,596,0,2766,229,10,0,33,620,36678,24820,11175,9257,5378,5,31718,1375
ESCATAWPA,02,052,02_052,120,0,485,0,2661,357,14,0,34,706,34392,20929,12434,12478,4918,1172,30019,2465
FAIRVIEW,02,054,02_054,121,0,2078,0,3907,444,16,0,14,888,27582,7613,9092,1731,21939,33027,16941,598
FAIRVIEW,02,054,02_054,122,0,1609,0,6392,1979,282,79,6,629,25914,2692,9145,1706,14709,36420,25124,833
FAIRVIEW,02,054,02_054,123,0,1295,0,5818,1662,231,75,42,690,33919,3454,8506,940,12452,21611,35399,788
FAIRVIEW,02,054,02_054,124,0,711,0,4195,367,12,0,37,694,45641,3279,7433,640,13573,15262,31535,311
FAIRVIEW,02,054,02_054,125,0,522,0,4726,383,20,0,137,431,48131,1748,11446,3932,13031,14211,22756,231
MCLELLAN,02,035,02_035,126,0,63,0,2912,376,5,1,152,1661,63389,7067,16622,11352,8547,5966,5410,210
MCLELLAN,02,035,02_035,127,0,1860,0,2774,368,10,1,521,1722,60743,7019,9977,9944,5966,1979,18721,685
MCLELLAN,02,035,02_035,128,0,1393,0,2517,324,12,1,174,1667,70199,5969,9465,9784,6534,9,15095,648
MCLELLAN,02,035,02_035,129,0,247,0,3347,375,14,0,6,2568,80338,6259,9350,7336,6470,729,6007,255
MCLELLAN,02,035,02_035,130,0,268,0,3465,278,6,0,4,1986,82448,6654,6431,742,7506,2589,9826,222
BAY MINETTE,02,218,02_218,131,0,57,0,3271,232,2,0,0,34,67132,836,11445,13742,229,607,25428,95
BAY MINETTE,02,218,02_218,132,0,29,0,3026,209,3,0,7,61,63583,754,16280,13687,5855,4535,16742,183
BAY MINETTE,02,218,02_218,133,0,173,0,3936,753,98,45,118,60,49368,783,12408,10030,15303,8314,19577,403
BAY MINETTE,02,218,02_218,134,0,754,0,4732,1086,103,45,138,86,36838,1568,5677,4474,24550,14334,20007,417
BAY MINETTE,02,218,02_218,135,0,825,0,7260,2856,501,80,209,152,20497,1715,1634,1338,24569,30082,13813,340
PEACH SPRING,06,107,06_107,136,0,1,0,1053,232,11,0,31,0,793,0,128960,476,0,0,190,205
PEACH SPRING,06,107,06_107,137,0,1,0,851,228,20,0,0,0,661,0,126989,194,0,0,215,74
PEACH SPRING,06,107,06_107,138,0,0,0,1107,218,17,3,0,0,0,0,120540,3864,0,0,48,0
PEACH SPRING,06,107,06_107,139,0,0,0,1956,787,83,14,1,0,875,0,116549,3759,0,0,0,0
PEACH SPRING,06,107,06_107,140,0,0,0,2078,741,83,11,29,0,1371,0,119814,46,0,0,0,0
SELIGMAN,06,108,06_108,141,0,9,0,1692,953,57,4,0,0,7547,0,108425,8293,0,0,0,0
SELIGMAN,06,108,06_108,142,0,11,0,1525,1180,82,4,0,0,14745,0,106165,2830,0,0,0,0
SELIGMAN,06,108,06_108,143,0,9,0,1960,1277,109,1,25,0,3027,0,100352,18352,0,0,0,0
SELIGMAN,06,108,06_108,144,0,7,0,3454,1564,271,17,93,0,183,0,95407,23176,0,0,24,8
SELIGMAN,06,108,06_108,145,0,0,0,3537,997,204,16,68,0,7895,0,108709,7209,0,0,24,8
OATMAN,06,012,06_012,146,0,11345,0,2399,2667,405,7,14956,6,12,3,59727,198,0,1,5155,4461
OATMAN,06,012,06_012,147,0,2930,0,1795,1918,248,6,9362,0,0,1,111556,36,0,0,320,465
OATMAN,06,012,06_012,148,0,0,0,706,620,107,0,579,0,0,0,127082,31,0,0,0,0
OATMAN,06,012,06_012,149,0,0,0,453,891,207,4,155,0,0,0,119240,18,0,0,0,0
OATMAN,06,012,06_012,150,0,0,0,372,810,135,4,194,0,0,0,116813,0,0,0,0,0
HAPPY JACK,06,115,06_115,151,0,5,0,1998,116,6,3,0,0,117575,0,6720,194,0,0,0,0
HAPPY JACK,06,115,06_115,152,0,5,0,2831,116,9,3,0,0,113545,0,4759,46,0,0,0,0
HAPPY JACK,06,115,06_115,153,0,6,0,3076,76,6,0,0,0,116306,0,7724,857,0,0,3,5
HAPPY JACK,06,115,06_115,154,0,5,0,2031,39,3,0,0,0,109505,0,10770,1084,0,0,0,0
HAPPY JACK,06,115,06_115,155,0,2,0,2396,47,7,0,0,0,108499,0,6686,494,0,0,0,0
WIKIEUP,06,013,06_013,156,0,1,0,1424,68,1,0,9,43,0,0,119607,0,0,0,407,118
WIKIEUP,06,013,06_013,157,0,0,0,913,21,0,0,0,0,0,0,122306,30,0,0,0,0
WIKIEUP,06,013,06_013,158,0,0,0,1238,13,0,0,0,0,0,0,122721,40,0,0,0,0
WIKIEUP,06,013,06_013,159,0,0,0,1347,12,0,0,23,0,0,0,122067,43,0,0,0,0
WIKIEUP,06,013,06_013,160,0,0,0,1462,24,0,0,23,0,111,0,125752,31,0,0,13,7
ALAMO RES.,06,063,06_063,161,0,7270,0,603,148,9,0,286,1,0,2,106120,39,0,0,30,6
ALAMO RES.,06,063,06_063,162,0,0,0,1011,244,18,0,318,0,0,0,117201,0,0,0,0,0
ALAMO RES.,06,063,06_063,163,0,0,0,851,227,14,0,93,0,0,0,123069,0,0,0,0,0
ALAMO RES.,06,063,06_063,164,0,0,0,988,154,0,0,103,0,0,0,125471,0,0,0,0,0
ALAMO RES.,06,063,06_063,165,0,0,0,1564,196,0,0,54,0,0,0,126202,0,0,0,0,0
NEW RIVER,06,020,06_020,166,0,205,0,8464,4462,1672,82,474,0,0,0,104935,4858,0,977,30,30
NEW RIVER,06,020,06_020,167,0,3898,0,1937,884,419,64,350,0,0,0,112739,4087,0,154,225,71
NEW RIVER,06,020,06_020,168,0,2304,0,2607,1302,871,170,248,0,0,0,106083,5436,0,0,0,33
NEW RIVER,06,020,06_020,169,0,7,0,4669,2561,734,110,95,0,0,0,100821,8526,0,0,73,15
NEW RIVER,06,020,06_020,170,0,0,0,9366,3063,426,10,17,0,0,0,97632,5439,0,0,73,15
QUARTZSITE,06,018,06_018,171,0,0,0,0,0,0,0,238,0,0,0,117378,69,0,0,0,0
QUARTZSITE,06,018,06_018,172,0,0,0,0,0,0,0,645,0,0,0,119503,49,0,0,0,0
QUARTZSITE,06,018,06_018,173,0,0,0,121,196,8,0,8897,0,0,0,111668,26,0,0,0,0
QUARTZSITE,06,018,06_018,174,0,0,0,487,563,29,1,27114,0,0,0,96019,75,0,0,0,0
QUARTZSITE,06,018,06_018,175,0,0,0,3359,4106,1881,296,33897,0,0,0,89299,607,0,0,0,0
CIBOLA LAKE,06,068,06_068,176,0,4853,0,1547,1146,153,9,16798,1,0,0,69541,764,2705,4235,31649,1410
CIBOLA LAKE,06,068,06_068,177,0,2630,0,2363,1315,98,1,21688,1,0,0,48192,613,3397,32914,21315,605
CIBOLA LAKE,06,068,06_068,178,0,1219,0,1985,837,83,1,32871,0,0,0,55291,251,848,32995,1780,335
CIBOLA LAKE,06,068,06_068,179,0,212,0,274,48,16,0,32883,0,0,0,90837,141,0,47,58,34
CIBOLA LAKE,06,068,06_068,180,0,0,0,0,0,0,0,20016,0,0,0,102675,314,0,0,0,0
CATUS FOREST,06,127,06_127,181,0,279,0,4002,677,58,38,1757,0,0,0,66353,32760,400,16004,748,38
CATUS FOREST,06,127,06_127,182,0,290,0,4961,4020,1014,303,1026,0,0,0,28693,17429,417,63966,743,36
CATUS FOREST,06,127,06_127,183,0,61,0,6321,4578,1107,312,262,0,0,0,11718,2041,21,94375,0,0
CATUS FOREST,06,127,06_127,184,0,109,0,5761,2135,423,111,551,0,0,0,15985,8006,20,85849,0,0
CATUS FOREST,06,127,06_127,185,0,72,0,4432,656,129,40,1841,0,0,0,43543,16123,122,61423,0,0
DATELAND,06,025,06_025,186,0,455,0,1970,252,8,4,21081,0,0,0,87265,2387,2358,11665,843,805
DATELAND,06,025,06_025,187,0,0,0,1470,399,15,1,22125,0,0,0,96399,476,64,5769,1350,968
DATELAND,06,025,06_025,188,0,204,0,3753,821,29,1,12572,0,0,0,77290,389,1208,29246,2590,1122
DATELAND,06,025,06_025,189,0,229,0,4070,1007,43,0,2337,0,0,35,68034,321,2273,42998,5114,858
DATELAND,06,025,06_025,190,0,3,0,3249,809,25,0,1990,14,0,62,59643,122,1387,51179,4793,1100
LAGUNA,06,024,06_024,191,0,2532,0,2969,1691,464,143,44693,1,0,4,50156,8162,2631,9289,7626,3726
LAGUNA,06,024,06_024,192,0,657,0,1835,601,37,1,21513,8,0,2,63219,5401,1289,25583,1895,1967
LAGUNA,06,024,06_024,193,0,890,0,2772,982,120,4,12863,69,0,38,57613,1235,2155,42988,1121,4116
LAGUNA,06,024,06_024,194,0,874,0,3567,1597,229,7,10752,103,1,70,55275,1627,2060,45643,2443,4544
LAGUNA,06,024,06_024,195,0,804,0,5809,2185,331,31,7559,21,1,32,47742,1354,1286,54984,5647,2063
SAN SIMON,06,029,06_029,196,0,20,0,0,0,0,0,3051,0,0,0,116511,6897,21,0,3329,74
SAN SIMON,06,029,06_029,197,0,3,0,0,0,0,0,1005,0,78,0,98959,20724,21,0,2972,18
SAN SIMON,06,029,06_029,198,0,3,0,46,0,0,0,0,0,83,0,74267,53418,0,0,0,0
SAN SIMON,06,029,06_029,199,0,0,0,70,0,0,0,35,0,27,0,72554,48840,0,0,0,0
SAN SIMON,06,029,06_029,200,0,0,0,791,107,3,0,1917,0,27,0,66226,56491,0,3199,139,7
POMERENE,06,028,06_028,201,0,10,0,2458,179,1,0,36,0,0,6,101913,13073,9,4520,2459,48
POMERENE,06,028,06_028,202,0,2,0,1864,97,0,0,0,0,0,6,100765,25518,0,2899,3523,65
POMERENE,06,028,06_028,203,0,2,0,1415,64,0,0,0,0,1,0,118305,9553,0,617,4326,152
POMERENE,06,028,06_028,204,0,2,0,822,221,7,0,0,0,6,0,123712,426,0,141,4913,138
POMERENE,06,028,06_028,205,0,0,0,837,284,7,0,0,0,34,0,123381,0,0,49,5697,162
PATAGONIA,06,032,06_032,206,0,2,0,1732,23,2,0,0,0,29545,168,68099,29183,3,0,89,548
PATAGONIA,06,032,06_032,207,0,19,0,1411,5,0,0,1,0,11944,30,50563,61161,0,0,47,762
PATAGONIA,06,032,06_032,208,0,17,0,1397,13,0,0,1,0,36644,209,52450,30668,0,0,1,89
PATAGONIA,06,032,06_032,209,0,1,0,2488,371,52,4,0,0,42999,225,66421,18883,0,3,67,30
PATAGONIA,06,032,06_032,210,0,1,0,2490,395,53,4,0,0,14110,77,77512,31129,0,3,963,89
COMPTON,07,028,07_028,211,0,94,0,2815,40,0,0,9,107171,1603,1251,215,148,7997,0,10,0
COMPTON,07,028,07_028,212,0,203,0,3366,182,3,0,43,105186,751,1226,92,198,12602,0,85,3
COMPTON,07,028,07_028,213,0,316,0,4019,353,21,4,52,95320,615,1718,48,295,12861,0,202,9
COMPTON,07,028,07_028,214,0,264,0,4722,465,23,0,25,93715,663,1877,53,381,19900,0,173,14
COMPTON,07,028,07_028,215,0,116,0,3606,357,11,0,6,88988,1323,1754,78,362,21083,0,48,27
LURTON,07,023,07_023,216,0,45,0,3360,119,3,0,20,100908,3594,2113,294,86,6019,0,0,0
LURTON,07,023,07_023,217,0,27,0,3019,184,5,0,0,91479,3739,3346,327,218,11234,0,0,0
LURTON,07,023,07_023,218,0,35,0,4563,617,45,9,3,68356,4455,5025,317,458,21881,0,56,0
LURTON,07,023,07_023,219,0,31,0,4090,454,43,8,3,81401,5219,4920,393,360,15642,0,56,0
LURTON,07,023,07_023,220,0,37,0,2533,65,5,0,0,91414,4071,2579,502,260,6095,0,0,0
SAFFELL,07,019,07_019,221,0,727,0,3694,2530,516,254,389,10137,1627,8755,17,96,46818,37611,3989,158
SAFFELL,07,019,07_019,222,0,678,0,3404,1208,36,3,398,20507,4202,10906,24,124,59358,20409,5393,121
SAFFELL,07,019,07_019,223,0,447,0,3009,1233,38,3,665,23200,2799,10945,24,232,47164,28402,3649,122
SAFFELL,07,019,07_019,224,0,336,0,2680,1199,69,23,690,20530,874,13542,11,293,42505,35326,3588,104
SAFFELL,07,019,07_019,225,0,728,0,1923,931,123,54,670,24190,2470,19619,59,340,40596,16270,2414,36
BOSTON MTN.,07,902,07_902,226,0,1207,0,4000,243,7,0,0,49234,32779,13994,107,517,8216,0,38,6
BOSTON MTN.,07,902,07_902,227,0,510,0,3559,75,0,0,0,67068,21593,8164,66,73,2756,0,26,7
BOSTON MTN.,07,902,07_902,228,0,20,0,3493,10,0,0,0,93405,9050,6429,112,76,1298,0,0,0
BOSTON MTN.,07,902,07_902,229,0,14,0,3119,9,0,0,1,99962,1640,1510,85,17,2343,0,0,0
BOSTON MTN.,07,902,07_902,230,0,284,0,3461,233,42,4,9,94151,5554,2185,59,71,4680,0,79,7
RUPERT,07,020,07_020,231,0,450,0,3530,215,12,1,119,33172,47151,14421,8485,2760,12623,0,12,0
RUPERT,07,020,07_020,232,0,384,0,3753,205,19,2,138,42216,29321,14348,8837,2824,16235,0,14,2
RUPERT,07,020,07_020,233,0,136,0,4132,165,5,0,173,56724,18378,17475,6890,2203,17789,0,67,4
RUPERT,07,020,07_020,234,0,37,0,3028,89,1,0,32,67532,16203,14604,7239,2505,6652,0,21,2
