Latitude,Longitude,U_S_R_I,j_id
36.079783700000000,-105.797584900000000,60_004,2961
36.588541700000000,-104.116409899999000,60_005,2950
36.727833699999900,-103.575041900000000,60_006,2945
35.523369700000000,-106.059271899999000,60_009,2996
35.574348700000000,-105.675598899999000,60_010,2995
34.638351100000000,-108.449897899999000,60_013,3010
34.109856399999900,-104.229705499999000,60_017,3026
34.020056699999900,-103.736784900000000,60_018,3031
33.926278400000000,-108.187606099999000,60_019,3060
33.749487000000000,-107.321713200000000,60_020,3041
33.689190699999900,-105.849370600000000,60_022,3061
33.089629700000000,-104.827095900000000,60_023,3086
33.314950400000000,-103.628088099999000,60_024,3080
32.324528899999900,-108.106758900000000,60_025,3131
32.380233699999900,-106.729453899999000,60_027,3121
32.957608700000000,-105.745701600000000,60_028,3096
32.655796700000000,-104.395713900000000,60_029,3106
31.928011600000000,-108.994158299999000,60_031,3136
36.606963100000000,-108.921468300000000,60_051,2931
35.979271699999900,-103.685599900000000,60_056,2966
35.746630500000000,-106.779464000000000,60_059,2971
35.660509599999900,-105.336124200000000,60_060,2981
34.507457199999900,-106.190902300000000,60_065,3020
34.463650700000000,-103.477683900000000,60_068,3015
33.644134000000000,-108.791090800000000,60_069,3075
33.715291700000000,-106.950223699999000,60_071,3051
33.681009600000000,-105.070613800000000,60_072,3070
33.743328699999900,-103.648444900000000,60_074,3046
32.397219700000000,-108.726631900000000,60_075,3120
32.920013699999900,-107.626524900000000,60_076,3095
32.842070300000000,-103.145055600000000,60_080,3101
31.835994700000000,-107.569518900000000,60_082,3145
35.266676699999900,-108.123978899999000,60_107,3005
35.655291599999900,-104.375164499999000,60_111,2976
35.402334500000000,-103.509226299999000,60_112,2986
34.110752400000000,-106.871562200000000,60_115,3021
32.533507700000000,-107.487655899999000,60_126,3111
32.471782699999900,-103.296012899999000,60_130,3130
36.606600700000000,-104.726050900000000,60_155,2940
33.995805500000000,-105.110650100000000,60_166,3036
33.178629700000000,-107.029799900000000,60_221,3081
42.436331699999900,-74.152016900000000,61_022,3246
42.731899700000000,-74.195134899999900,61_026,3200
42.569391000000000,-75.156018000000000,61_029,3245
42.347222700000000,-75.936666900000000,61_030,3256
42.318023699999900,-75.557035900000000,61_031,3261
42.036872000000000,-76.036147999999900,61_044,3295
42.282131999999900,-77.939947000000000,61_045,3266
42.904651000000000,-77.118887000000000,61_047,3230
42.779349699999900,-77.258162900000000,61_048,3210
42.665781000000000,-77.225106999999900,61_049,3255
42.680570699999900,-78.821609899999900,61_053,3205
42.619591999999900,-78.178397000000000,61_055,3216
42.276943699999900,-78.898978900000000,61_056,3271
42.595705700000000,-78.361166900000000,61_057,3231
42.624921999999900,-78.103786999999900,61_058,3211
42.054800700000000,-78.940857899999900,61_059,3276
43.069761700000000,-78.850654899999900,61_064,3195
43.257254699999900,-79.002296900000000,61_065,3171
43.261571000000000,-76.684877999999900,61_069,3176
43.662990999999900,-75.078218000000000,61_073,3165
43.455809700000000,-75.902392899999900,61_075,3166
43.199430999999900,-73.312308999999900,61_089,3190
43.217821000000000,-73.409238999999900,61_090,3181
43.532775700000000,-73.795391899999900,61_093,3160
44.435422699999900,-75.055708899999900,61_097,3155
44.431991699999900,-74.180716899999900,61_100,3146
42.607465699999900,-77.408567899999900,61_110,3221
42.084341999999900,-78.584377000000000,61_111,3286
42.078195700000000,-74.985227899999900,61_121,3285
42.591347700000000,-74.925247900000000,61_123,3236
34.957129999999900,-76.655159999999900,63_002,3441
34.132765700000000,-77.877546899999900,63_003,3466
34.534218899999900,-78.071624299999900,63_004,3455
34.320960499999900,-78.599236800000000,63_005,3465
35.969143699999900,-77.443470899999900,63_010,3340
35.281941400000000,-77.711277499999900,63_011,3420
35.675537200000000,-78.322080299999900,63_012,3361
35.416140700000000,-78.069895900000000,63_013,3391
35.989814899999900,-79.468852299999900,63_014,3345
35.917636999999900,-79.704496599999900,63_015,3380
35.429135700000000,-83.831664900000000,63_022,3405
36.254030899999900,-77.979561399999900,63_024,3306
36.059330500000000,-78.486335600000000,63_025,3316
36.289844700000000,-80.641501899999900,63_027,3305
35.316015999999900,-83.218608200000000,63_030,3410
36.016846299999900,-81.881519400000000,63_031,3321
33.922516799999900,-78.212516899999900,63_101,3471
35.863918699999900,-75.861159900000000,63_107,3370
35.691921899999900,-76.989643799999900,63_109,3356
35.374305100000000,-81.636168600000000,63_118,3396
35.827874700000000,-81.640533899999900,63_119,3346
35.586527300000000,-82.480343599999900,63_121,3371
36.376652300000000,-79.849873700000000,63_126,3296
34.931288100000000,-76.840601699999900,63_202,3440
34.590933300000000,-77.792872099999900,63_204,3446
34.401477700000000,-78.054877899999900,63_205,3456
35.524560299999900,-78.908587800000000,63_212,3385
35.316918100000000,-78.016936500000000,63_213,3415
35.928726500000000,-80.720808199999900,63_217,3331
35.508921899999900,-81.456477500000000,63_218,3386
35.910572500000000,-82.648610800000000,63_220,3355
35.999158700000000,-77.835653899999900,63_224,3326
36.089934599999900,-78.952091199999900,63_225,3311
35.102074700000000,-77.196008899999900,63_311,3425
35.009029699999900,-79.309279900000000,63_900,3426
35.039943100000000,-83.202340599999900,63_910,3432
46.153184899999900,-97.674675699999900,64_001,3476
46.485471699999900,-97.010054900000000,64_002,3481
46.340690700000000,-98.682815899999900,64_004,3486
46.806028699999900,-99.468803899999900,64_005,3491
47.845638000000000,-97.602924299999900,64_007,3496
47.961930700000000,-97.407743900000000,64_008,3501
47.080797300000000,-99.054567599999900,64_012,3506
48.456052399999900,-97.535620100000000,64_014,3511
48.281881700000000,-98.724638900000000,64_016,3516
48.747463500000000,-99.613370099999900,64_017,3521
48.267230699999900,-99.351310900000000,64_018,3526
47.272718699999900,-100.558739900000000,64_019,3531
48.444716700000000,-101.647231899999000,64_023,3536
48.864766699999900,-101.540550900000000,64_024,3541
48.269278700000000,-102.461432900000000,64_026,3546
48.400412699999900,-100.657393900000000,64_028,3551
46.198459000000000,-103.431805999999000,64_030,3556
47.234059700000000,-103.321357899999000,64_032,3561
47.617127699999900,-103.545097900000000,64_033,3566
45.944226499999900,-101.638711099999000,64_034,3571
46.104148700000000,-102.060821899999000,64_036,3576
46.775804700000000,-101.928351899999000,64_037,3581
48.589985700000000,-103.059226899999000,64_038,3586
48.662116699999900,-102.690681900000000,64_039,3591
47.746589700000000,-101.507720899999000,64_041,3596
47.646268700000000,-100.054283900000000,64_042,3601
46.603927700000000,-100.105636899999000,64_043,3606
48.849687099999900,-100.248918700000000,64_044,3611
46.725181800000000,-98.797371999999900,64_103,3616
46.487448700000000,-101.476570899999000,64_129,3621
41.386755700000000,-84.121657900000000,66_002,3626
41.250621700000000,-82.235493899999900,66_011,3631
41.680382100000000,-80.742074299999900,66_021,3636
41.371034899999900,-80.990007899999900,66_022,3641
40.980975700000000,-84.197288900000000,66_025,3646
40.246893999999900,-83.297898700000000,66_035,3651
40.460665300000000,-82.624990299999900,66_039,3656
40.878639600000000,-82.108350599999900,66_040,3661
40.460097699999900,-82.763962899999900,66_042,3666
39.993038700000000,-82.029450900000000,66_043,3671
40.278852800000000,-80.767879899999900,66_056,3676
39.361165200000000,-83.863701300000000,66_064,3681
39.152714300000000,-82.910778899999900,66_074,3686
39.965598600000000,-82.530573500000000,66_075,3691
39.230973700000000,-82.285379300000000,66_076,3696
39.893834699999900,-81.671889899999900,66_083,3701
38.669635800000000,-83.416351399999900,66_086,3706
41.544097200000000,-83.458003199999900,66_107,3711
41.325685700000000,-81.050598899999900,66_116,3716
38.686596299999900,-82.615086300000000,66_901,3722
39.375409200000000,-82.762610899999900,66_904,3726
40.638254799999900,-82.334414699999900,66_908,3731
34.915100700000000,-99.713783899999900,67_010,3811
35.842681700000000,-94.887625900000000,67_011,3776
35.726227700000000,-96.121810900000000,67_015,3785
35.551189000000000,-97.478190999999900,67_016,3795
35.175095700000000,-97.423613900000000,67_017,3806
36.929225700000000,-94.698248899999900,67_022,3740
36.917343700000000,-95.125631900000000,67_023,3755
36.409189699999900,-95.813409899999900,67_024,3770
36.587620399999900,-102.786602799999000,67_034,3765
34.987080700000000,-99.976257899999900,67_056,3825
35.230774699999900,-94.456083699999900,67_057,3805
35.970277699999900,-96.292984500000000,67_059,3790
35.348543700000000,-98.394591899999900,67_061,3796
36.651619699999900,-98.163458899999900,67_067,3756
36.776451700000000,-101.187682899999000,67_070,3746
36.777106699999900,-102.265571899999000,67_071,3745
34.376396700000000,-97.858801900000000,67_106,3826
36.361454700000000,-96.049368900000000,67_125,3771
34.765412900000000,-94.622320700000000,67_900,3820
34.248459900000000,-94.782070000000000,67_905,3831
45.383659899999900,-122.787557399999000,69_002,3860
45.078728099999900,-121.921813599999000,69_003,3881
45.721919999999900,-116.779594500000000,69_008,3855
44.216855600000000,-119.240849800000000,69_013,3906
43.366337700000000,-123.503730899999000,69_018,3930
43.907473699999900,-122.559333899999000,69_019,3920
43.164966499999900,-120.663781900000000,69_021,3931
42.668865099999900,-120.793357999999000,69_029,3941
45.280920700000000,-117.206267900000000,69_035,3861
45.255246800000000,-122.256368600000000,69_041,3866
45.679373699999900,-118.750121899999000,69_046,3846
44.417195700000000,-119.113418899999000,69_048,3915
42.014751699999900,-119.478004900000000,69_061,3956
42.957666699999900,-118.867797899999000,69_062,3940
46.024076700000000,-123.368286999999000,69_142,3836
44.491916900000000,-121.793870900000000,69_147,3891
45.332504700000000,-123.607162900000000,69_201,3880
45.222006600000000,-121.379883500000000,69_203,3871
44.295309199999900,-122.288757399999000,69_210,3901
44.461661300000000,-120.121066900000000,69_212,3896
43.639792700000000,-122.305938900000000,69_219,3925
42.618869599999900,-119.673692900000000,69_230,3950
44.970909900000000,-122.958950599999000,69_237,3890
42.577977799999900,-119.587848100000000,69_254,3951
45.790974700000000,-122.869881100000000,69_904,3841
41.637522799999900,-80.494540099999900,72_002,4040
41.081664199999900,-80.339244100000000,72_003,4081
41.714660400000000,-80.320456100000000,72_004,3985
41.805193699999900,-79.958237900000000,72_005,3976
41.533524700000000,-79.347099900000000,72_006,4011
41.752885700000000,-79.948134899999900,72_008,4020
41.635950800000000,-79.043327300000000,72_010,4060
41.399772700000000,-79.203147900000000,72_012,4055
41.697645199999900,-78.083460000000000,72_014,4035
41.560328699999900,-78.850562900000000,72_016,4001
41.737944700000000,-78.159331899999900,72_020,3995
41.272550699999900,-77.241570899999900,72_021,4080
41.658801699999900,-77.120346900000000,72_022,3986
41.553018000000000,-77.967223700000000,72_023,4006
41.071224700000000,-77.293999499999900,72_025,4086
41.643096700000000,-77.911038199999900,72_028,4030
41.312138699999900,-76.663815900000000,72_029,4066
41.874957400000000,-76.903318999999900,72_030,3975
41.958868799999900,-76.065860099999900,72_033,3966
41.441089699999900,-76.907339899999900,72_034,4046
41.228900000000000,-76.455999800000000,72_035,4071
41.115252699999900,-76.479247900000000,72_036,4095
41.705712699999900,-75.792779899999900,72_038,4041
41.941366600000000,-75.617202399999900,72_043,3961
40.847934299999900,-79.556989900000000,72_050,4106
40.489762700000000,-79.481185900000000,72_052,4166
40.965106499999900,-79.708959800000000,72_053,4121
40.667323400000000,-79.234994099999900,72_054,4145
40.475771700000000,-78.994346899999900,72_057,4186
40.335141000000000,-78.329528999999900,72_059,4195
40.914971199999900,-78.060823400000000,72_060,4096
40.428119000000000,-78.203531999999900,72_061,4215
40.446788800000000,-78.339499000000000,72_062,4176
40.571215700000000,-78.138627900000000,72_064,4151
40.376078700000000,-77.685202899999900,72_068,4181
40.701900700000000,-77.541570899999900,72_069,4126
40.057207699999900,-77.063828900000000,72_070,4225
40.568051699999900,-77.396903899999900,72_072,4156
40.787473200000000,-75.961000799999900,72_083,4111
40.168557000000000,-75.461025199999900,72_084,4201
40.804005699999900,-75.343590899999900,72_086,4116
39.930297199999900,-80.059507499999900,72_088,4275
39.874475699999900,-79.068816900000000,72_090,4255
39.780317699999900,-78.955748900000000,72_091,4250
39.916039699999900,-75.817831900000000,72_097,4231
41.451776700000000,-77.277594899999900,72_126,4065
41.546734999999900,-76.962825100000000,72_132,4025
40.374819700000000,-79.578148900000000,72_151,4220
40.198306700000000,-79.265624900000000,72_155,4230
40.326710599999900,-77.369584200000000,72_165,4210
40.502391699999900,-76.934526899999900,72_173,4161
40.429572499999900,-75.292245699999900,72_181,4175
40.228232700000000,-75.661191900000000,72_182,4196
39.985317299999900,-79.417463799999900,72_189,4245
39.866600699999900,-78.177168899999900,72_192,4265
39.981262100000000,-77.233965299999900,72_193,4240
39.744240400000000,-77.491157900000000,72_194,4256
39.769072700000000,-76.467008899999900,72_195,4270
41.617468700000000,-76.282776900000000,72_901,3996
40.829386999999900,-75.523152899999900,72_903,4101
40.686080599999900,-77.774208200000000,72_904,4135
40.703612600000000,-77.905085900000000,72_905,4146
40.650390899999900,-77.747232100000000,72_906,4136
32.251102400000000,-81.033458100000000,80_003,4301
34.194441900000000,-80.214171100000000,80_011,4290
34.661600300000000,-83.280509300000000,80_018,4276
33.806423899999900,-82.272950600000000,80_021,4291
32.952594699999900,-80.260947900000000,80_101,4296
34.547847699999900,-80.172896899999900,80_900,4285
43.330621499999900,-96.885677599999900,81_001,4366
43.949946699999900,-97.470222899999900,81_003,4346
44.232083600000000,-96.948673200000000,81_010,4341
45.848974699999900,-97.332267900000000,81_018,4315
45.733154900000000,-97.710349300000000,81_019,4330
45.854167500000000,-99.262904500000000,81_023,4320
43.820458400000000,-103.640174000000000,81_029,4351
44.212555700000000,-101.306724900000000,81_030,4336
43.741007099999900,-101.959118599999000,81_032,4360
45.545678000000000,-103.032788199999000,81_036,4325
45.834432700000000,-102.942679900000000,81_037,4310
44.372130700000000,-101.135177900000000,81_041,4335
43.586978700000000,-103.728462899999000,81_046,4365
36.417510100000000,-89.437927900000000,82_001,4381
35.361220699999900,-89.078713899999900,82_006,4465
35.411501299999900,-88.548559400000000,82_009,4445
35.343104699999900,-88.814895899999900,82_010,4451
36.174557700000000,-86.996902899999900,82_013,4411
35.160714900000000,-87.685237400000000,82_015,4475
35.879135699999900,-87.327674900000000,82_016,4426
35.349207800000000,-87.144078800000000,82_017,4470
36.325921700000000,-86.331543900000000,82_019,4390
36.508659700000000,-86.665808900000000,82_020,4380
35.735759600000000,-86.167666600000000,82_023,4440
36.098456700000000,-85.705146900000000,82_025,4410
36.504115700000000,-85.670034900000000,82_026,4371
35.380139399999900,-85.915851500000000,82_027,4446
35.173548500000000,-85.669351100000000,82_029,4456
36.490746199999900,-84.293202199999900,82_031,4400
36.293663700000000,-84.361305900000000,82_032,4391
35.913512900000000,-84.151421299999900,82_033,4425
36.048750699999900,-84.348266899999900,82_034,4416
36.318004400000000,-82.077151999999900,82_042,4405
35.730465700000000,-83.809914899999900,82_139,4431
26.191254700000000,-97.351996900000000,83_001,4726
27.688197700000000,-97.470648900000000,83_006,4720
28.908333700000000,-95.613983200000000,83_011,4710
28.921545500000000,-97.966668799999900,83_015,4701
29.670650200000000,-94.341560099999900,83_020,4670
29.734352699999900,-94.400705700000000,83_021,4660
29.018516699999900,-96.935407499999900,83_024,4696
29.785855500000000,-97.025994200000000,83_026,4675
29.561102800000000,-99.539333200000000,83_031,4680
30.711069200000000,-94.933649500000000,83_033,4605
30.959455100000000,-98.735155300000000,83_041,4611
30.355116899999900,-99.149040600000000,83_042,4621
30.985862699999900,-99.447654900000000,83_043,4596
31.881944600000000,-94.520280400000000,83_045,4561
31.182915800000000,-97.906881700000000,83_051,4586
31.286972400000000,-99.565270799999900,83_054,4576
31.502057700000000,-99.164291899999900,83_055,4585
32.438856800000000,-94.155504699999900,83_057,4550
32.164943399999900,-98.049557800000000,83_064,4560
32.989849900000000,-98.389973999999900,83_065,4536
32.219502800000000,-99.272911699999900,83_066,4555
33.219533900000000,-95.485872400000000,83_071,4521
33.681837700000000,-96.758553100000000,83_072,4496
33.058159600000000,-97.460791000000000,83_074,4531
33.561084700000000,-97.271300900000000,83_075,4501
29.921483700000000,-101.240775900000000,83_081,4661
29.190425300000000,-103.006520399999000,83_082,4681
30.146591799999900,-102.408686399999000,83_087,4631
33.181165300000000,-101.560120400000000,83_092,4526
33.344130700000000,-102.956901900000000,83_094,4511
34.201597700000000,-102.236190899999000,83_097,4486
36.285316100000000,-101.040263600000000,83_103,4485
30.249570100000000,-98.058209800000000,83_140,4641
33.367787399999900,-96.065128799999900,83_273,4516
29.914157700000000,-94.043250099999900,83_311,4655
29.213332900000000,-97.148341200000000,83_314,4690
29.093908700000000,-98.641677900000000,83_315,4715
29.167985800000000,-103.610301300000000,83_319,4695
30.200989700000000,-96.653228900000000,83_323,4626
30.550429699999900,-98.882766899999900,83_325,4620
30.303859700000000,-99.710349899999900,83_326,4650
30.142814999999900,-101.322564999999000,83_328,4640
30.811127700000000,-103.944286899999000,83_331,4610
31.325587700000000,-97.240927900000000,83_337,4571
31.207602699999900,-105.333915899999000,83_345,4595
31.846782000000000,-106.613197499999000,83_346,4566
32.314131900000000,-97.498195800000000,83_351,4545
33.356329700000000,-100.698950900000000,83_363,4510
34.375472700000000,-101.575538899999000,83_369,4495
36.434700700000000,-100.730843899999000,83_374,4476
26.244908700000000,-97.349058900000000,83_901,4725
40.459141700000000,-114.028648899999000,85_004,4761
40.723479699999900,-109.470213900000000,85_008,4755
39.900443699999900,-111.954376900000000,85_011,4785
38.478841699999900,-113.432540900000000,85_014,4801
37.794297700000000,-113.458617899999000,85_019,4821
37.414042700000000,-112.799832899999000,85_020,4826
37.886720699999900,-110.367439899999000,85_022,4820
39.591924700000000,-111.264632899999000,85_034,4791
40.035848700000000,-113.983580900000000,85_104,4775
40.369881700000000,-109.330947899999000,85_108,4770
39.610740700000000,-113.483710900000000,85_109,4786
39.082269699999900,-110.664901900000000,85_112,4796
37.896256700000000,-113.657989900000000,85_119,4810
37.821774699999900,-111.843512899999000,85_121,4815
37.674895700000000,-109.403701900000000,85_123,4835
40.858326699999900,-109.257927899999000,85_158,4760
39.879234699999900,-113.267142899999000,85_159,4776
41.624776699999900,-111.794281900000000,85_203,4740
41.261310700000000,-111.178793900000000,85_903,4750
41.824466700000000,-111.293556899999000,85_904,4731
41.639847699999900,-111.318412899999000,85_907,4745
43.896638099999900,-72.260861199999900,87_007,4865
43.009033700000000,-73.195365899999900,87_008,4871
43.613277600000000,-73.095052199999900,87_010,4866
44.432419899999900,-71.951991399999900,87_011,4850
44.317488300000000,-72.626712699999900,87_014,4856
44.337866599999900,-72.402852699999900,87_015,4851
44.563679000000000,-72.345897500000000,87_018,4840
44.528685600000000,-73.171825799999900,87_022,4845
38.190953399999900,-79.164774300000000,88_004,4900
38.575886699999900,-78.505172900000000,88_005,4886
38.816333700000000,-78.563812900000000,88_007,4881
38.819755399999900,-78.748981200000000,88_008,4876
38.174052900000000,-77.218479099999900,88_010,4891
37.017887700000000,-81.947623899999900,88_014,4931
37.800816599999900,-80.047449299999900,88_015,4920
37.701444899999900,-78.787212600000000,88_023,4911
37.217162700000000,-77.622343900000000,88_028,4921
37.659501300000000,-76.341427999999900,88_029,4906
37.880000400000000,-76.678948099999900,88_030,4905
36.767472699999900,-80.191855899999900,88_037,4941
36.630951199999900,-79.253243800000000,88_040,4951
36.855972700000000,-78.590811900000000,88_041,4940
36.607918699999900,-78.008847299999900,88_042,4965
36.605714700000000,-77.145440899999900,88_043,4960
36.596085100000000,-77.286533800000000,88_044,4946
37.231536699999900,-78.260283900000000,88_049,4930
37.179629599999900,-80.412986599999900,88_116,4976
36.702173700000000,-82.748076900000000,88_134,4981
37.758827199999900,-79.291687999999900,88_900,4966
37.499071200000000,-76.473931600000000,88_910,4971
48.253339699999900,-124.271835899999000,89_001,4986
48.163150700000000,-122.335425900000000,89_003,4991
48.700424699999900,-121.212280899999000,89_004,4996
48.355068699999900,-120.211844900000000,89_005,5001
48.290565700000000,-117.777449899999000,89_008,5006
47.347546700000000,-124.294227899999000,89_009,5011
47.087171699999900,-119.257651899999000,89_014,5016
46.638703700000000,-121.390281900000000,89_019,5021
46.059968699999900,-119.990157900000000,89_021,5026
46.341712700000000,-117.055984899999000,89_023,5035
45.833135700000000,-121.353301900000000,89_025,5036
48.973388700000000,-122.142699899999000,89_027,5041
48.509178700000000,-120.173263899999000,89_029,5046
48.723045700000000,-119.272056899999000,89_030,5051
48.385634699999900,-117.272399899999000,89_032,5056
47.553498699999900,-120.680206900000000,89_036,5061
47.315176700000000,-119.879477899999000,89_037,5066
47.771734700000000,-118.894469900000000,89_038,5071
46.269447700000000,-124.078277900000000,89_040,5076
46.402455699999900,-121.555450899999000,89_043,5081
46.955437699999900,-120.569953900000000,89_044,5086
47.134952699999900,-118.163543899999000,89_057,5091
46.253599700000000,-121.980849899999000,89_060,5100
46.741242700000000,-121.918296900000000,89_061,5101
48.537497700000000,-122.471992900000000,89_066,5106
48.532275700000000,-120.303367899999000,89_068,5111
46.543114699999900,-123.469726899999000,89_078,5116
46.806647699999900,-122.415786900000000,89_079,5121
47.744385700000000,-121.984802900000000,89_111,5126
48.700334699999900,-121.205153899999000,89_903,5131
47.405062700000000,-117.520514899999000,89_906,5136
47.345145700000000,-122.458343900000000,89_907,5141
48.455210700000000,-117.555129899999000,89_908,5146
46.049524699999900,-121.501524900000000,89_909,5151
37.729613399999900,-80.819599600000000,90_001,5156
37.662765700000000,-80.314361899999900,90_003,5161
37.532000699999900,-81.766684900000000,90_007,5166
38.793061999999900,-81.409759100000000,90_014,5171
38.713303400000000,-81.022268199999900,90_016,5176
38.584840700000000,-81.799880900000000,90_019,5181
38.736944700000000,-80.304428900000000,90_022,5186
38.606475699999900,-80.023650900000000,90_023,5191
38.342028700000000,-80.374235900000000,90_024,5196
38.829612099999900,-80.795179200000000,90_026,5201
38.080186699999900,-80.228866900000000,90_027,5206
38.295834700000000,-80.523283899999900,90_029,5211
38.370766699999900,-79.818115899999900,90_030,5216
39.913942200000000,-80.730485200000000,90_037,5221
39.419931699999900,-80.202942899999900,90_038,5226
39.652653000000000,-80.773016499999900,90_041,5231
39.504409699999900,-80.587295900000000,90_043,5236
39.182389700000000,-78.509437899999900,90_048,5241
39.442239700000000,-77.855151899999900,90_051,5246
39.700571699999900,-79.730886900000000,90_053,5255
39.192806699999900,-80.099106199999900,90_140,5256
39.217515700000000,-79.233304899999900,90_147,5261
38.968603700000000,-78.845352899999900,90_149,5266
39.444335700000000,-78.138632900000000,90_150,5271
38.909100700000000,-79.699424899999900,90_902,5276
46.396439700000000,-92.196410900000000,91_001,5291
46.523218700000000,-91.428243899999900,91_002,5286
46.067095700000000,-91.821807899999900,91_003,5481
46.308713699999900,-91.090056899999900,91_004,5296
46.799903700000000,-90.946860900000000,91_005,5281
46.110563700000000,-90.790038899999900,91_006,5306
46.170979699999900,-89.600387900000000,91_008,5301
45.028040699999900,-92.747826900000000,91_009,5371
45.371876700000000,-92.667388900000000,91_010,5491
45.596921700000000,-92.237974899999900,91_012,5486
45.312959700000000,-91.479362899999900,91_014,5366
45.873772700000000,-91.235313899999900,91_015,5311
45.711441700000000,-91.194267900000000,91_016,5336
45.141095700000000,-90.792074900000000,91_017,5360
45.657262699999900,-90.187286900000000,91_019,5321
45.324044700000000,-90.087509900000000,91_020,5346
45.315092700000000,-89.636940899999900,91_022,5351
45.928475700000000,-89.154989900000000,91_024,5316
45.463829699999900,-88.775024900000000,91_026,5331
45.505496700000000,-88.017974899999900,91_028,5326
45.446975700000000,-87.874312900000000,91_029,5341
44.650991699999900,-92.427939899999900,91_031,5406
44.400995700000000,-91.679373900000000,91_033,5421
44.698908699999900,-90.065094900000000,91_039,5381
44.613403699999900,-89.489265900000000,91_041,5386
44.776603700000000,-89.245330899999900,91_042,5401
44.213439700000000,-89.052069900000000,91_043,5416
44.425466700000000,-88.951378899999900,91_044,5411
44.879744700000000,-88.172630900000000,91_045,5376
44.619153699999900,-88.778877899999900,91_047,5391
44.052061700000000,-87.701668900000000,91_048,5476
44.588732700000000,-87.642533900000000,91_049,5396
43.326994700000000,-90.742211900000000,91_052,5436
43.785798700000000,-90.355240899999900,91_054,5496
43.445750699999900,-89.866928900000000,91_055,5431
43.912967700000000,-89.128005900000000,91_057,5426
43.375905699999900,-87.878570900000000,91_063,5471
42.518084700000000,-90.435781899999900,91_065,5466
42.639142700000000,-89.965569900000000,91_066,5446
42.917850700000000,-88.709580900000000,91_068,5456
42.611385700000000,-88.051763899999900,91_069,5451
42.800517700000000,-87.986250900000000,91_070,5461
45.088469699999900,-90.536743900000000,91_118,5361
43.000261700000000,-89.666847899999900,91_167,5441
46.633027700000000,-91.954909900000000,91_301,5505
44.737983700000000,-91.792296899999900,91_310,5506
44.082959700000000,-89.598259900000000,91_312,5516
44.109510700000000,-87.891859900000000,91_314,5511
44.342915699999900,-88.049613899999900,91_322,5525
44.916006699999900,-110.415664899999000,92_001,5535
44.466823699999900,-109.134407899999000,92_002,5585
44.374957700000000,-108.142737900000000,92_003,5575
44.789032700000000,-106.718451900000000,92_005,5541
44.425216700000000,-104.420645899999000,92_007,5566
42.179457700000000,-108.622558900000000,92_017,5676
42.869168700000000,-106.120002900000000,92_019,5640
42.016772699999900,-104.286200899999000,92_028,5690
44.880807699999900,-110.734253899999000,92_030,5526
44.969270700000000,-108.621299899999000,92_035,5550
44.840622699999900,-108.351714900000000,92_037,5536
44.091960000000000,-108.700012999999000,92_038,5605
44.315733700000000,-106.938078899999000,92_042,5600
44.216733699999900,-106.352004899999000,92_043,5591
44.651679700000000,-106.130393900000000,92_044,5580
44.949757699999900,-105.662307900000000,92_045,5551
44.657103700000000,-105.347259899999000,92_046,5556
43.175198700000000,-111.031516900000000,92_051,5615
43.533716699999900,-109.633613900000000,92_053,5606
42.489120700000000,-110.837165900000000,92_072,5656
42.691683699999900,-109.520568900000000,92_075,5650
42.737070699999900,-108.839293900000000,92_077,5655
42.566445700000000,-106.990425900000000,92_083,5641
42.248934700000000,-106.568816900000000,92_084,5685
42.240997700000000,-106.413085899999000,92_085,5671
42.436307700000000,-105.888938899999000,92_086,5665
42.216922699999900,-105.297339899999000,92_087,5670
42.732860000000000,-105.009502999999000,92_088,5626
42.828263000000000,-104.418539999999000,92_090,5635
41.685195700000000,-106.389899900000000,92_104,5695
41.061270700000000,-106.146301899999000,92_105,5696
42.837252700000000,-105.811224899999000,92_120,5621
44.514015700000000,-104.250495900000000,92_150,5590
42.830200699999900,-110.421447900000000,92_173,5616
44.771871699999900,-110.457770900000000,92_901,5565
