Latitude,Longitude,U_S_R_I,j_id
39.721682800000000,-78.926226900000000,46_053,1996
39.639986299999900,-78.476274599999900,46_054,2001
39.691935899999900,-78.410242800000000,46_055,2006
39.539940899999900,-79.166238699999900,46_102,2011
39.030889700000000,-77.016909900000000,46_110,1925
38.988894500000000,-76.669527500000000,46_123,2020
41.750875999999900,-70.165625500000000,47_001,2046
41.938608700000000,-71.079920900000000,47_005,2055
42.519969699999900,-71.530573899999900,47_009,2026
42.006733400000000,-71.118450999999900,47_011,2045
42.613808599999900,-72.279889600000000,47_017,2021
42.376174300000000,-72.847492299999900,47_019,2031
41.344072699999900,-70.782898900000000,47_102,2056
42.444774600000000,-71.848634599999900,47_112,2040
47.119140700000000,-88.345955900000000,49_004,2061
46.345948499999900,-86.259401900000000,49_015,2066
44.430799999999900,-86.128361400000000,49_017,2071
43.904060700000000,-86.218645400000000,49_018,2076
43.436902699999900,-86.236670899999900,49_019,2081
41.873803700000000,-86.550093899999900,49_022,2086
46.143942500000000,-85.383711500000000,49_025,2091
42.596037600000000,-85.134165999999900,49_032,2096
43.060216699999900,-85.887214900000000,49_033,2101
42.252658500000000,-85.413613499999900,49_035,2106
42.049331700000000,-85.723432900000000,49_036,2111
43.596193700000000,-85.125657899999900,49_038,2116
41.765368600000000,-85.750539799999900,49_039,2121
46.339824600000000,-84.791860499999900,49_040,2126
46.215593699999900,-84.363433900000000,49_041,2131
43.089985700000000,-84.660032900000000,49_052,2136
42.101306500000000,-84.808189200000000,49_055,2141
42.583498700000000,-84.168745900000000,49_056,2146
44.333991400000000,-83.680846599999900,49_061,2151
43.514147800000000,-82.674595999999900,49_070,2156
42.658465700000000,-82.897262900000000,49_073,2161
43.706941700000000,-85.435323900000000,49_131,2166
43.714457699999900,-85.405785899999900,49_900,2171
46.197522700000000,-89.072264899999900,49_901,2176
42.623411699999900,-86.073836900000000,49_907,2181
46.506602700000000,-88.730003900000000,49_908,2186
43.813985799999900,-91.690445499999900,50_001,2326
43.817968200000000,-93.499344399999900,50_003,2316
44.659600599999900,-93.333730099999900,50_008,2296
44.974215000000000,-93.471591000000000,50_009,2290
44.629953700000000,-94.031470900000000,50_010,2301
44.300918699999900,-94.301185899999900,50_011,2311
44.528876699999900,-95.199264900000000,50_012,2291
45.604932300000000,-93.882866899999900,50_015,2276
45.102575500000000,-93.471451200000000,50_016,2285
46.704186000000000,-92.639420599999900,50_022,2270
46.802045600000000,-94.513581900000000,50_025,2256
46.754646999999900,-94.365016999999900,50_026,2261
46.441006899999900,-95.988879499999900,50_027,2271
46.745660600000000,-95.476936800000000,50_028,2251
46.920086599999900,-96.610947100000000,50_029,2241
47.731365400000000,-90.703063000000000,50_032,2231
47.705186800000000,-91.539845299999900,50_033,2226
47.068483499999900,-92.986272900000000,50_035,2246
47.340269999999900,-93.639939999999900,50_037,2240
47.781931000000000,-95.132293000000000,50_042,2220
47.513629299999900,-96.633628799999900,50_043,2215
48.959480700000000,-94.992758899999900,50_047,2196
48.265802299999900,-94.553415599999900,50_048,2206
48.782359800000000,-96.073313600000000,50_051,2205
43.601620699999900,-92.529273900000000,50_054,2331
43.688458199999900,-93.019466600000000,50_055,2321
44.138854700000000,-96.164530099999900,50_062,2306
47.553234400000000,-91.342573999999900,50_072,2336
47.762220300000000,-92.000290699999900,50_073,2221
48.785485600000000,-95.308616700000000,50_081,2191
45.508844699999900,-93.721136900000000,50_900,2341
33.150732599999900,-88.624113600000000,51_023,2355
30.815836699999900,-88.768439900000000,51_030,2365
33.558945700000000,-89.390258900000000,51_113,2346
30.619340699999900,-89.510979899999900,51_119,2356
30.498775699999900,-88.799268900000000,51_229,2370
36.593689699999900,-90.747986900000000,52_002,2481
37.306626899999900,-89.526555000000000,52_007,2460
37.259858500000000,-90.307492300000000,52_008,2446
37.375960700000000,-91.552926900000000,52_010,2465
37.903978700000000,-91.423927899999900,52_011,2435
38.916036699999900,-91.610093899999900,52_019,2411
38.586041100000000,-92.434843000000000,52_021,2430
39.457147700000000,-92.189360899999900,52_027,2396
39.429449599999900,-92.556786900000000,52_028,2410
40.090381700000000,-93.556343900000000,52_035,2376
36.962378100000000,-90.549055899999900,52_052,2466
36.728991700000000,-90.989411899999900,52_053,2471
36.642920699999900,-92.974472899999900,52_054,2476
37.240860900000000,-89.807546700000000,52_056,2451
37.679170700000000,-90.076345900000000,52_057,2445
38.351240699999900,-91.806037900000000,52_061,2421
39.794832700000000,-93.126740900000000,52_066,2390
39.397020699999900,-94.501029900000000,52_067,2401
40.168138700000000,-92.515441899999900,52_068,2371
40.100256700000000,-94.142218900000000,52_070,2385
37.670156700000000,-90.646748400000000,52_109,2440
38.446416700000000,-93.221122899999900,52_122,2416
39.713141700000000,-94.066229899999900,52_131,2395
48.108018700000000,-114.461928900000000,53_002,2520
48.957683699999900,-112.325392899999000,53_004,2490
48.061000300000000,-110.332178200000000,53_006,2521
48.296789699999900,-109.064833899999000,53_007,2510
48.382435700000000,-108.714409900000000,53_008,2501
48.204575100000000,-106.533432599999000,53_010,2511
48.059693099999900,-105.994659100000000,53_011,2526
48.838220700000000,-104.841994900000000,53_012,2500
47.299722699999900,-115.104454899999000,53_013,2545
47.182475699999900,-113.948989900000000,53_015,2560
47.787409699999900,-109.415083899999000,53_019,2531
47.548833000000000,-105.812315999999000,53_023,2550
47.469569700000000,-104.152701899999000,53_024,2555
46.917537699999900,-114.462691899999000,53_025,2565
46.723693300000000,-113.668158300000000,53_026,2585
46.620513699999900,-112.494949899999000,53_027,2571
46.123546699999900,-111.918860899999000,53_028,2601
46.329590699999900,-110.051527899999000,53_029,2600
46.583533699999900,-107.064079899999000,53_032,2570
46.257945399999900,-106.693940100000000,53_033,2586
46.497388800000000,-105.089533799999000,53_034,2576
45.576140700000000,-110.787894899999000,53_039,2616
45.725170700000000,-109.546654300000000,53_040,2615
45.944078699999900,-105.413067200000000,53_044,2610
45.310776199999900,-104.465038300000000,53_045,2625
47.660172699999900,-114.134558900000000,53_074,2540
44.561141300000000,-112.710892999999000,53_097,2626
48.698669199999900,-114.192977200000000,53_800,2493
46.198834699999900,-108.451149900000000,53_908,2595
40.552044700000000,-95.794752900000000,54_001,2711
40.465091200000000,-96.066879799999900,54_002,2720
40.640675700000000,-98.876067899999900,54_007,2701
40.937645300000000,-99.502303200000000,54_008,2710
41.176406299999900,-96.139152800000000,54_012,2695
41.343510000000000,-96.081249999999900,54_013,2686
41.163072700000000,-97.349807900000000,54_014,2700
41.886510700000000,-98.036331899999900,54_017,2680
42.191570200000000,-96.735492300000000,54_022,2660
42.769535300000000,-98.598812400000000,54_025,2635
42.653420699999900,-98.676985900000000,54_026,2636
42.021566999999900,-99.462429299999900,54_027,2661
42.279664900000000,-101.720861799999000,54_029,2646
42.652164700000000,-100.536660600000000,54_031,2645
40.057203700000000,-101.549994900000000,54_036,2725
41.721805099999900,-100.770509500000000,54_037,2685
41.698024699999900,-103.986808900000000,54_040,2671
42.005910600000000,-101.046568899999000,54_042,2666
42.180621700000000,-102.781501899999000,54_043,2655
40.168621700000000,-117.187277899999000,55_009,2741
39.004444200000000,-117.466253600000000,55_015,2751
37.695938699999900,-114.746108899999000,55_028,2760
35.708711800000000,-114.711060399999000,55_033,2770
39.943255399999900,-119.383474600000000,55_045,2746
41.833551000000000,-119.669610800000000,55_101,2726
41.590518699999900,-119.305366899999000,55_903,2736
36.490730700000000,-116.343207899999000,55_906,2765
41.772306600000000,-119.119934599999000,55_907,2731
42.901508499999900,-71.866120199999900,58_001,2856
42.800776399999900,-72.168599799999900,58_003,2865
43.232141700000000,-70.913459900000000,58_004,2850
43.184155099999900,-71.686611999999900,58_005,2831
43.249432700000000,-71.619195899999900,58_007,2821
43.249921899999900,-71.198277700000000,58_008,2836
43.374260700000000,-71.607043599999900,58_009,2816
43.414617700000000,-71.204272000000000,58_010,2815
43.456816500000000,-71.880598199999900,58_011,2806
43.026396300000000,-72.381481699999900,58_013,2851
43.076823599999900,-72.212116199999900,58_014,2841
43.504571100000000,-72.131888500000000,58_015,2830
44.357186700000000,-71.388501899999900,58_017,2791
44.179877699999900,-71.706307899999900,58_018,2805
44.607576399999900,-71.319012900000000,58_019,2786
44.683280699999900,-71.586876200000000,58_020,2781
44.867281100000000,-71.300639599999900,58_021,2776
44.997295100000000,-71.374669100000000,58_022,2775
44.096910700000000,-71.353730900000000,58_116,2796
39.831415700000000,-75.146218899999900,59_001,2911
39.385263399999900,-75.349471500000000,59_002,2916
39.531414900000000,-75.107459399999900,59_003,2925
40.167221699999900,-74.062779899999900,59_013,2896
40.657268700000000,-75.099759899999900,59_020,2881
41.307394700000000,-74.677274900000000,59_021,2870
40.988481200000000,-74.385197099999900,59_022,2876
40.714019499999900,-74.719871600000000,59_023,2891
40.655629699999900,-74.404488900000000,59_024,2890
39.751122400000000,-74.585006000000000,59_028,2901
39.485959700000000,-74.561704899999900,59_029,2910
39.295394500000000,-74.554795100000000,59_030,2930
40.883360300000000,-75.058972100000000,59_116,2871
36.167609700000000,-107.701361899999000,60_002,2956
36.520012700000000,-106.336052899999000,60_003,2955
