RTENAME,StateNm,RouteID,U_S_R_I,id,h00_0,h00_11,h00_12,h00_21,h00_22,h00_23,h00_24,h00_31,h00_41,h00_42,h00_43,h00_52,h00_71,h00_81,h00_82,h00_90,h00_95
ELKMONT,02,072,02_072,1,0,40,0,2738,131,4,0,0,13613,690,1173,173,235,27939,5424,3606,55
ELKMONT,02,072,02_072,2,0,65,0,3142,253,38,2,0,11407,1133,1376,190,45,27691,8143,2260,75
ELKMONT,02,072,02_072,3,0,35,0,2411,167,54,11,34,23078,432,998,179,38,20924,4539,2864,71
ELKMONT,02,072,02_072,4,0,362,0,2616,231,65,11,59,24168,849,1313,252,108,21455,2776,1464,111
ELKMONT,02,072,02_072,5,0,971,0,1624,189,84,24,34,25328,1706,1515,225,150,14014,7191,2647,125
ST FLORIAN,02,001,02_001,6,0,13782,0,1062,149,10,0,8,27412,2637,1643,1755,818,5746,7,649,137
ST FLORIAN,02,001,02_001,7,0,58,0,2148,218,7,0,1,13486,1923,1977,1947,412,21504,10522,1482,136
ST FLORIAN,02,001,02_001,8,0,122,0,3692,861,218,65,6,4883,497,837,321,47,30502,11766,1904,92
ST FLORIAN,02,001,02_001,9,0,104,0,8071,4941,651,111,44,15396,974,2206,667,170,14286,3029,5007,177
ST FLORIAN,02,001,02_001,10,0,105,0,7978,7798,2571,1105,71,6781,1295,1400,316,104,21338,2818,2032,112
SWAIM,02,007,02_007,11,0,54,0,2546,721,46,7,2,23311,380,1516,76,70,16839,9459,756,42
SWAIM,02,007,02_007,12,0,148,0,2447,1489,284,38,6,24313,543,1616,112,125,12725,11281,569,125
SWAIM,02,007,02_007,13,0,193,0,774,66,2,0,3,31831,374,1568,284,82,12750,6910,825,174
SWAIM,02,007,02_007,14,0,36,0,979,100,5,0,0,38058,747,1979,381,86,6191,5884,1227,152
SWAIM,02,007,02_007,15,0,6,0,1141,74,6,1,0,40285,569,2459,208,221,6925,3439,310,172
VINA,02,201,02_201,16,0,1,0,1674,250,8,0,5,18791,17239,5310,2814,2063,5522,221,1863,64
VINA,02,201,02_201,17,0,63,0,2082,800,158,35,9,20599,10396,5391,5962,2032,6651,639,885,133
VINA,02,201,02_201,18,0,48,0,2112,953,152,5,152,19942,2814,3769,1720,1483,16012,5321,1070,285
VINA,02,201,02_201,19,0,48,0,1245,217,9,0,10,22030,7970,3913,8092,4939,6273,309,731,45
VINA,02,201,02_201,20,0,5,0,1509,349,24,0,10,20066,4997,2370,3169,12994,9508,532,276,24
PINE GROVE,02,008,02_008,21,0,457,0,1048,234,6,0,3,12308,17927,4849,2882,6222,7927,1107,814,40
PINE GROVE,02,008,02_008,22,0,685,0,3551,2412,635,215,50,9136,10106,6571,593,481,9084,11745,340,217
PINE GROVE,02,008,02_008,23,0,25393,0,2321,2613,553,207,303,3863,3862,2843,454,319,6394,5956,514,225
PINE GROVE,02,008,02_008,24,0,15388,0,3133,1652,271,43,358,14001,3747,3496,1198,1338,10261,284,563,93
PINE GROVE,02,008,02_008,25,0,80,0,2102,352,12,1,80,17405,12383,5936,2785,2955,11499,8,203,32
BROOKSVILLE,02,105,02_105,26,0,108,0,2729,232,29,0,7,26460,2945,2840,2313,698,17391,12,53,8
BROOKSVILLE,02,105,02_105,27,0,322,0,2996,1438,319,127,30,18944,2741,3601,1904,1105,21829,140,220,111
BROOKSVILLE,02,105,02_105,28,0,444,0,2334,451,89,2,23,13033,5267,5820,902,1154,25570,55,382,300
BROOKSVILLE,02,105,02_105,29,0,286,0,2738,377,122,29,19,12750,1983,2806,1499,1210,31371,251,269,110
BROOKSVILLE,02,105,02_105,30,0,370,0,1729,924,232,88,531,22562,2602,5232,1491,597,18442,863,141,18
CHOCCOLOCCO,02,111,02_111,31,0,143,0,4985,988,91,2,188,21430,6380,3820,261,802,14144,1943,629,32
CHOCCOLOCCO,02,111,02_111,32,0,194,0,3859,440,49,2,49,23908,8979,3168,300,730,12837,747,532,23
CHOCCOLOCCO,02,111,02_111,33,0,1345,0,1658,113,94,16,79,21245,12826,3479,386,1221,9620,3344,382,24
CHOCCOLOCCO,02,111,02_111,34,0,362,0,1617,112,24,3,49,24741,6791,4932,1794,499,13005,1767,105,19
CHOCCOLOCCO,02,111,02_111,35,0,89,0,1744,171,18,1,33,28562,5387,6121,1294,573,11644,132,41,12
MAYTOWN,02,017,02_017,36,0,26,0,3459,381,37,1,7,20284,12273,5015,6379,6922,991,0,52,0
MAYTOWN,02,017,02_017,37,0,850,0,2694,245,92,15,614,16957,17934,6428,4321,4772,729,2,161,1
MAYTOWN,02,017,02_017,38,0,2849,0,3112,215,121,18,871,17185,13130,7886,4456,3885,646,1,1424,22
MAYTOWN,02,017,02_017,39,0,3219,0,2260,190,254,103,553,20271,11278,7760,5414,3065,922,2,479,51
MAYTOWN,02,017,02_017,40,0,1219,0,2073,115,101,3,1656,17210,17178,8848,1605,4561,1128,0,104,23
LIBERTY,02,019,02_019,41,0,87,0,1814,88,7,0,1,13032,10765,17834,5831,1520,2366,38,2345,92
LIBERTY,02,019,02_019,42,0,194,0,1814,196,10,0,3,10524,6178,11551,3583,2585,3490,0,13551,2141
LIBERTY,02,019,02_019,43,0,364,0,2556,865,137,21,9,10562,7282,10473,2537,92,5494,3,14263,1158
LIBERTY,02,019,02_019,44,0,132,0,3133,190,10,0,25,14090,6143,15019,2761,724,9455,0,3830,309
LIBERTY,02,019,02_019,45,0,38,0,2585,89,3,0,17,14875,7131,12464,4092,3022,2795,8,8260,459
HOLT,02,060,02_060,46,0,4298,0,2361,435,27,0,13,15794,9354,11434,1737,2172,6739,5,1398,52
HOLT,02,060,02_060,47,0,63,0,1092,153,18,0,730,15935,17754,7852,2497,9004,446,0,254,28
HOLT,02,060,02_060,48,0,198,0,1619,162,14,0,1136,10803,21647,6689,4995,7702,455,0,360,43
HOLT,02,060,02_060,49,0,1385,0,2282,165,6,1,77,17420,15512,9646,3252,4410,821,0,848,9
HOLT,02,060,02_060,50,0,4253,0,1444,109,18,3,82,18220,16630,8410,1920,3367,1244,0,87,44
SMYER LAKE,02,014,02_014,51,0,253,0,4253,1640,679,272,119,20245,14264,4622,2479,2434,4232,9,306,12
SMYER LAKE,02,014,02_014,52,0,352,0,1655,223,26,5,23,9352,23981,2466,1363,9734,3692,1,2810,135
SMYER LAKE,02,014,02_014,53,0,945,0,4855,1194,319,37,558,23321,7679,3411,1084,4518,5786,61,2015,33
SMYER LAKE,02,014,02_014,54,0,603,0,5851,3007,724,67,430,32305,3842,4913,700,1637,1590,57,104,4
SMYER LAKE,02,014,02_014,55,0,987,0,7872,4523,708,92,155,30364,4250,4293,201,826,1410,105,43,3
JENA,02,047,02_047,56,0,142,0,1687,281,1,0,2,8286,4977,8393,1406,670,8465,930,19459,1135
JENA,02,047,02_047,57,0,252,0,1379,202,20,4,24,10547,4938,7889,1974,1169,7154,2,19237,1042
JENA,02,047,02_047,58,0,315,0,2200,696,52,3,125,12788,5339,8779,2428,430,4346,18,17311,996
JENA,02,047,02_047,59,0,460,0,1206,259,59,0,19,9031,5180,9309,1699,3822,4065,406,18946,1365
JENA,02,047,02_047,60,0,153,0,1468,174,92,1,1,9277,3567,10950,1537,1541,4899,0,21618,541
BLOCTON,02,043,02_043,61,0,73,0,903,221,30,7,59,11763,22681,5621,9750,2850,191,18,1647,4
BLOCTON,02,043,02_043,62,0,379,0,1582,209,10,2,35,15923,21818,5889,5127,2619,1197,0,1022,4
BLOCTON,02,043,02_043,63,0,199,0,2768,2208,1021,500,895,12523,11722,7204,3399,3558,6161,4,3398,268
BLOCTON,02,043,02_043,64,0,103,0,2673,104,4,0,17,18076,10821,12291,4185,1223,4813,6,1482,25
BLOCTON,02,043,02_043,65,0,323,0,4396,542,133,23,54,14333,18855,8077,4377,3095,1118,2,499,13
LANETT,02,028,02_028,66,0,6689,0,1832,607,115,27,170,10723,15764,4050,1635,2039,7007,0,5081,78
LANETT,02,028,02_028,67,0,260,0,1878,257,3,0,1,13073,16791,3411,3190,7459,6529,0,2931,39
LANETT,02,028,02_028,68,0,106,0,1547,133,1,0,27,11156,18801,2598,3956,9431,3893,0,4107,70
LANETT,02,028,02_028,69,0,315,0,2122,411,48,8,33,12807,19005,4705,1547,3263,9724,0,1805,44
LANETT,02,028,02_028,70,0,626,0,2654,2045,532,201,79,9440,17162,4478,441,3771,12794,0,1489,106
EPES,02,048,02_048,71,0,2763,0,1569,1329,135,6,310,872,4491,5346,250,83,17981,109,19026,1552
EPES,02,048,02_048,72,0,1776,0,1261,176,2,0,20,1843,8742,9283,154,429,13547,3050,14826,710
EPES,02,048,02_048,73,0,4672,0,1714,407,19,0,22,848,4342,3885,73,199,10317,1050,26826,1444
EPES,02,048,02_048,74,0,3096,0,954,25,0,0,0,1719,9409,4963,329,601,4830,124,26663,3110
EPES,02,048,02_048,75,0,5079,0,1482,153,6,0,56,890,4428,2871,49,227,16425,1217,20229,2723
BILLINGSLEY,02,025,02_025,76,0,3159,0,2241,91,27,5,65,28476,9183,4903,2122,5051,460,0,33,1
BILLINGSLEY,02,025,02_025,77,0,113,0,3036,1006,290,35,42,14186,4412,5380,1333,2830,14571,2979,5303,301
BILLINGSLEY,02,025,02_025,78,0,64,0,2316,884,27,2,256,11358,5907,5858,1892,1762,23091,184,2197,41
BILLINGSLEY,02,025,02_025,79,0,56,0,1699,374,9,0,130,11450,6311,9606,1969,2833,14357,25,6491,507
BILLINGSLEY,02,025,02_025,80,0,39,0,1756,412,88,24,132,6341,9209,9609,4607,2730,10989,23,9347,524
WALLSBORO,02,026,02_026,81,0,816,0,3345,1226,496,99,73,18864,7486,11999,2570,786,6626,215,1073,146
WALLSBORO,02,026,02_026,82,0,164,0,3138,542,22,1,43,26703,7552,9304,2885,1342,3334,457,320,18
WALLSBORO,02,026,02_026,83,0,1536,0,3129,799,150,40,322,15146,2645,5543,1676,481,9146,5176,9167,864
WALLSBORO,02,026,02_026,84,0,1454,0,3079,741,38,3,445,9580,4250,5153,2834,761,6558,7024,13177,723
WALLSBORO,02,026,02_026,85,0,343,0,1746,128,0,0,1,14530,7534,11807,4911,1600,10601,1517,1113,6
WARRIOR STD,02,027,02_027,86,0,389,0,651,26,2,0,7,10106,11346,11678,5609,1182,2257,174,12319,91
WARRIOR STD,02,027,02_027,87,0,689,0,1332,259,17,0,5,3100,18153,7802,3076,1025,7086,101,12355,831
WARRIOR STD,02,027,02_027,88,0,541,0,7041,3452,970,323,1067,776,8957,16056,3691,346,6251,84,6085,181
WARRIOR STD,02,027,02_027,89,0,291,0,3850,928,184,24,3801,2142,13846,16532,2777,744,2463,242,7601,398
WARRIOR STD,02,027,02_027,90,0,529,0,2051,519,142,43,36,4812,10453,13205,2991,1955,10593,1419,6976,100
HARRELL,02,022,02_022,91,0,1178,0,1141,193,14,0,127,1695,5881,5158,769,216,30819,1837,6578,219
HARRELL,02,022,02_022,92,0,67,0,2055,128,0,0,0,154,5431,869,231,99,15251,4085,25778,1674
HARRELL,02,022,02_022,93,0,175,0,2897,300,58,5,3,633,12951,4707,1225,624,13134,945,17584,595
HARRELL,02,022,02_022,94,0,205,0,2238,103,5,0,13,1444,15565,6730,2413,1543,4040,3324,16968,1234
HARRELL,02,022,02_022,95,0,2625,0,927,46,3,0,32,1156,8313,1535,569,1076,9450,3569,23947,2574
COTTONTON,02,029,02_029,96,0,1134,0,1339,260,25,3,12,11161,12646,15009,4568,1454,3129,3765,1291,21
COTTONTON,02,029,02_029,97,0,338,0,1390,395,44,1,11,8411,16036,12978,4152,2849,4273,3827,1089,37
COTTONTON,02,029,02_029,98,0,147,0,1483,124,5,0,4,9022,14443,10282,11539,1075,2322,1132,4197,62
COTTONTON,02,029,02_029,99,0,431,0,1340,237,5,0,45,6065,13629,5363,4445,483,4896,3398,15425,68
COTTONTON,02,029,02_029,100,0,483,0,1028,391,20,2,31,5031,21792,5296,3295,634,7138,1083,9529,76
SPRAGUE,02,024,02_024,101,0,356,0,1025,150,0,0,0,12770,14383,15037,5345,3384,2379,9,928,54
SPRAGUE,02,024,02_024,102,0,473,0,1306,467,88,5,8,16601,13808,7866,1419,1525,11009,5,1172,66
SPRAGUE,02,024,02_024,103,0,173,0,1013,82,0,0,0,18181,16966,8224,3061,535,2364,1,5180,52
SPRAGUE,02,024,02_024,104,0,471,0,1355,72,0,0,19,22146,15057,6808,2015,335,4878,7,2631,42
SPRAGUE,02,024,02_024,105,0,814,0,1369,131,2,0,7,12792,7665,3632,1710,934,19904,378,6190,294
ELAMVILLE,02,055,02_055,106,0,662,0,1558,185,7,0,9,3019,18701,11649,4508,1378,10239,1776,2109,15
ELAMVILLE,02,055,02_055,107,0,352,0,1680,133,22,0,10,2807,10951,13864,4452,1021,12195,4444,3863,19
ELAMVILLE,02,055,02_055,108,0,337,0,1858,211,26,0,9,3536,12001,10987,5093,860,11957,3474,5472,10
ELAMVILLE,02,055,02_055,109,0,177,0,1846,165,10,1,5,4244,16376,9287,6829,1187,10138,3834,1731,8
ELAMVILLE,02,055,02_055,110,0,470,0,2116,159,10,0,423,1867,13511,6044,4967,1032,9732,4488,10416,590
CASTLEBERRY,02,038,02_038,111,0,173,0,1982,243,4,0,248,1308,15257,5056,1869,3572,4936,16191,4689,290
CASTLEBERRY,02,038,02_038,112,0,93,0,828,85,1,0,199,884,16501,3861,4404,7385,4001,1244,15115,1224
CASTLEBERRY,02,038,02_038,113,0,6,0,429,41,1,0,5,136,22927,1517,9077,9264,2763,22,9143,490
CASTLEBERRY,02,038,02_038,114,0,115,0,1643,239,3,0,9,1117,14539,6796,7267,3825,9549,764,9556,399
CASTLEBERRY,02,038,02_038,115,0,134,0,1762,586,78,8,675,1967,17185,11118,5283,1871,7124,180,7616,235
ESCATAWPA,02,052,02_052,116,0,594,0,656,70,6,2,20,48,23261,1384,2814,2408,1957,0,21808,790
ESCATAWPA,02,052,02_052,117,0,306,0,1197,161,0,0,0,105,23841,5988,5548,3792,2616,815,11201,254
ESCATAWPA,02,052,02_052,118,0,164,0,1340,88,2,0,16,152,16695,9032,2873,2296,3074,2,19738,367
ESCATAWPA,02,052,02_052,119,0,376,0,1191,106,8,0,16,214,15106,10277,6540,6280,2003,5,12989,704
ESCATAWPA,02,052,02_052,120,0,141,0,1258,123,2,0,14,423,18164,10298,5288,3069,1636,8,14593,813
FAIRVIEW,02,054,02_054,121,0,787,0,1582,150,9,0,7,266,13137,2972,4401,1011,11721,14937,4573,282
FAIRVIEW,02,054,02_054,122,0,659,0,3459,1404,236,76,5,347,10239,1284,3852,442,4785,17423,11180,428
FAIRVIEW,02,054,02_054,123,0,788,0,1622,235,5,0,37,176,15178,1129,3161,434,4833,9713,18229,281
FAIRVIEW,02,054,02_054,124,0,143,0,2110,202,7,0,0,369,18681,1689,3565,138,8105,8494,12254,75
FAIRVIEW,02,054,02_054,125,0,324,0,1991,173,3,0,59,263,22214,840,6928,1587,6279,5302,9757,97
MCLELLAN,02,035,02_035,126,0,11,0,1343,146,3,1,122,502,26522,2816,10124,4634,3683,3619,2164,142
MCLELLAN,02,035,02_035,127,0,951,0,1114,176,2,1,214,942,31861,3491,4302,1904,2426,987,7314,156
MCLELLAN,02,035,02_035,128,0,60,0,1258,95,3,0,7,999,35658,3035,3535,4925,3014,1,3054,193
MCLELLAN,02,035,02_035,129,0,14,0,1452,175,8,0,0,1025,41452,1624,3256,3129,1292,2,2339,58
MCLELLAN,02,035,02_035,130,0,182,0,1611,153,4,0,3,840,30978,4801,3429,587,4738,2258,6151,93
BAY MINETTE,02,218,02_218,131,0,15,0,1355,124,2,0,0,15,31799,308,5314,5736,182,0,10963,17
BAY MINETTE,02,218,02_218,132,0,22,0,1134,100,0,0,0,15,27958,200,7371,5825,2356,3717,7005,119
BAY MINETTE,02,218,02_218,133,0,94,0,2200,516,93,45,107,50,23892,540,4212,3568,7765,2536,10061,141
BAY MINETTE,02,218,02_218,134,0,481,0,2320,592,68,42,89,29,14941,725,1446,2140,15086,9818,7881,162
BAY MINETTE,02,218,02_218,135,0,586,0,3376,778,162,15,105,78,11100,954,858,577,11866,17153,8023,190
PEACH SPRING,06,107,06_107,136,0,0,0,512,64,3,0,31,0,431,0,54032,448,0,0,99,202
PEACH SPRING,06,107,06_107,137,0,1,0,279,126,3,0,0,0,4,0,55173,124,0,0,96,6
PEACH SPRING,06,107,06_107,138,0,0,0,617,116,17,3,0,0,0,0,53570,1450,0,0,48,0
PEACH SPRING,06,107,06_107,139,0,0,0,735,109,3,0,1,0,147,0,52997,1820,0,0,0,0
PEACH SPRING,06,107,06_107,140,0,0,0,1530,686,82,11,1,0,431,0,53082,3,0,0,0,0
SELIGMAN,06,108,06_108,141,0,9,0,1084,401,14,1,0,0,115,0,50037,4164,0,0,0,0
SELIGMAN,06,108,06_108,142,0,0,0,739,655,49,3,0,0,8058,0,45944,376,0,0,0,0
SELIGMAN,06,108,06_108,143,0,0,0,702,535,14,0,0,0,89,0,46410,8085,0,0,0,0
SELIGMAN,06,108,06_108,144,0,7,0,2031,1128,262,17,25,0,120,0,42105,10089,0,0,24,8
SELIGMAN,06,108,06_108,145,0,0,0,1687,207,3,0,68,0,4503,0,46809,2549,0,0,0,0
OATMAN,06,012,06_012,146,0,4423,0,2228,2461,387,7,10316,0,0,1,35261,71,0,0,234,442
OATMAN,06,012,06_012,147,0,0,0,367,221,0,0,3914,0,0,0,51321,6,0,0,0,0
OATMAN,06,012,06_012,148,0,0,0,287,271,58,0,65,0,0,0,55118,25,0,0,0,0
OATMAN,06,012,06_012,149,0,0,0,261,520,73,1,14,0,0,0,54950,0,0,0,0,0
OATMAN,06,012,06_012,150,0,0,0,231,452,62,1,12,0,0,0,55073,0,0,0,0,0
HAPPY JACK,06,115,06_115,151,0,0,0,1058,69,6,2,0,0,50773,0,3876,28,0,0,0,0
HAPPY JACK,06,115,06_115,152,0,5,0,1635,78,5,1,0,0,53314,0,756,30,0,0,0,0
HAPPY JACK,06,115,06_115,153,0,4,0,1357,21,1,0,0,0,50732,0,3295,406,0,0,3,5
HAPPY JACK,06,115,06_115,154,0,1,0,1150,10,0,0,0,0,45145,0,8795,737,0,0,0,0
HAPPY JACK,06,115,06_115,155,0,1,0,1605,43,7,0,0,0,53201,0,915,49,0,0,0,0
WIKIEUP,06,013,06_013,156,0,0,0,779,40,0,0,0,0,0,0,54992,0,0,0,0,0
WIKIEUP,06,013,06_013,157,0,0,0,408,4,0,0,0,0,0,0,55376,30,0,0,0,0
WIKIEUP,06,013,06_013,158,0,0,0,760,8,0,0,0,0,0,0,55051,4,0,0,0,0
WIKIEUP,06,013,06_013,159,0,0,0,552,5,0,0,11,0,0,0,55207,42,0,0,0,0
WIKIEUP,06,013,06_013,160,0,0,0,981,4,0,0,0,0,66,0,54780,1,0,0,0,0
ALAMO RES.,06,063,06_063,161,0,5890,0,343,110,6,0,116,1,0,2,49292,39,0,0,16,6
ALAMO RES.,06,063,06_063,162,0,0,0,621,151,12,0,22,0,0,0,55012,0,0,0,0,0
ALAMO RES.,06,063,06_063,163,0,0,0,521,63,5,0,0,0,0,0,55230,0,0,0,0,0
ALAMO RES.,06,063,06_063,164,0,0,0,434,107,0,0,79,0,0,0,55201,0,0,0,0,0
ALAMO RES.,06,063,06_063,165,0,0,0,593,78,0,0,46,0,0,0,55105,0,0,0,0,0
NEW RIVER,06,020,06_020,166,0,23,0,2197,717,233,21,63,0,0,0,50515,1097,0,955,8,10
NEW RIVER,06,020,06_020,167,0,200,0,1063,324,33,2,229,0,0,0,51184,2755,0,0,42,2
NEW RIVER,06,020,06_020,168,0,0,0,670,385,211,27,223,0,0,0,52523,1746,0,0,0,30
NEW RIVER,06,020,06_020,169,0,7,0,2520,993,362,70,24,0,0,0,45426,6402,0,0,17,1
NEW RIVER,06,020,06_020,170,0,0,0,3408,1930,209,2,0,0,0,0,45741,4529,0,0,0,0
QUARTZSITE,06,018,06_018,171,0,0,0,0,0,0,0,120,0,0,0,55669,54,0,0,0,0
QUARTZSITE,06,018,06_018,172,0,0,0,0,0,0,0,161,0,0,0,55661,0,0,0,0,0
QUARTZSITE,06,018,06_018,173,0,0,0,10,7,2,0,4026,0,0,0,51771,5,0,0,0,0
QUARTZSITE,06,018,06_018,174,0,0,0,237,340,12,1,11736,0,0,0,43499,14,0,0,0,0
QUARTZSITE,06,018,06_018,175,0,0,0,932,688,66,9,15166,0,0,0,38463,490,0,0,0,0
CIBOLA LAKE,06,068,06_068,176,0,2487,0,624,452,24,1,7171,1,0,0,23089,75,1047,1928,17997,932
CIBOLA LAKE,06,068,06_068,177,0,1066,0,1009,688,57,1,10502,0,0,0,22050,325,1382,10226,8273,249
CIBOLA LAKE,06,068,06_068,178,0,858,0,877,336,40,0,15874,0,0,0,22684,91,259,14261,407,132
CIBOLA LAKE,06,068,06_068,179,0,0,0,6,0,0,0,15768,0,0,0,39959,90,0,0,0,0
CIBOLA LAKE,06,068,06_068,180,0,0,0,0,0,0,0,7105,0,0,0,48606,107,0,0,0,0
CATUS FOREST,06,127,06_127,181,0,41,0,983,176,19,1,1500,0,0,0,29173,22424,163,960,389,5
CATUS FOREST,06,127,06_127,182,0,194,0,2196,597,25,0,341,0,0,0,9447,4255,285,37989,478,8
CATUS FOREST,06,127,06_127,183,0,61,0,3164,3271,934,256,22,0,0,0,3173,34,7,44911,0,0
CATUS FOREST,06,127,06_127,184,0,25,0,2500,368,28,11,238,0,0,0,7745,4232,0,40676,0,0
CATUS FOREST,06,127,06_127,185,0,38,0,2478,347,117,37,907,0,0,0,15651,7837,90,28338,0,0
DATELAND,06,025,06_025,186,0,284,0,1026,114,4,0,11033,0,0,0,35851,1860,1417,3610,311,311
DATELAND,06,025,06_025,187,0,0,0,493,121,4,0,7848,0,0,0,45458,9,0,957,589,351
DATELAND,06,025,06_025,188,0,5,0,1598,330,6,0,4810,0,0,0,33153,213,355,13831,881,650
DATELAND,06,025,06_025,189,0,222,0,2080,554,23,0,416,0,0,0,30004,174,1309,18667,2079,309
DATELAND,06,025,06_025,190,0,0,0,1430,385,11,0,406,14,0,49,26681,33,662,22726,2683,738
LAGUNA,06,024,06_024,191,0,0,0,789,344,145,29,30490,0,0,0,17127,6893,7,0,0,0
LAGUNA,06,024,06_024,192,0,458,0,967,318,14,0,6742,0,0,0,26745,1175,881,15875,1431,1222
LAGUNA,06,024,06_024,193,0,445,0,1492,395,20,0,3417,16,0,9,20178,407,1149,25678,418,2194
LAGUNA,06,024,06_024,194,0,365,0,1500,544,51,2,3833,90,1,57,23795,454,930,20695,997,2505
LAGUNA,06,024,06_024,195,0,321,0,2459,971,147,9,2203,0,0,0,20614,924,418,24095,2903,769
SAN SIMON,06,029,06_029,196,0,0,0,0,0,0,0,1195,0,0,0,51813,1474,8,0,1297,29
SAN SIMON,06,029,06_029,197,0,0,0,0,0,0,0,314,0,0,0,44635,10873,0,0,0,0
SAN SIMON,06,029,06_029,198,0,3,0,0,0,0,0,0,0,83,0,34613,21136,0,0,0,0
SAN SIMON,06,029,06_029,199,0,0,0,1,0,0,0,0,0,21,0,34301,21506,0,0,0,0
SAN SIMON,06,029,06_029,200,0,0,0,148,0,0,0,0,0,13,0,20645,35020,0,0,0,0
POMERENE,06,028,06_028,201,0,7,0,645,74,0,0,0,0,0,0,50488,2909,0,1414,279,5
POMERENE,06,028,06_028,202,0,2,0,1062,65,0,0,0,0,0,6,38298,13413,0,502,2435,45
POMERENE,06,028,06_028,203,0,0,0,846,9,0,0,0,0,0,0,48465,4223,0,563,1633,104
POMERENE,06,028,06_028,204,0,2,0,420,98,2,0,0,0,1,0,52978,50,0,0,2267,4
POMERENE,06,028,06_028,205,0,0,0,377,191,5,0,0,0,5,0,51259,0,0,27,3821,133
PATAGONIA,06,032,06_032,206,0,2,0,476,1,0,0,0,0,19599,108,29321,6319,0,0,0,0
PATAGONIA,06,032,06_032,207,0,17,0,727,4,0,0,1,0,359,0,17418,36813,0,0,19,479
PATAGONIA,06,032,06_032,208,0,0,0,826,7,0,0,0,0,17869,5,27043,10079,0,0,0,0
PATAGONIA,06,032,06_032,209,0,0,0,625,22,1,0,0,0,18967,86,27357,8770,0,0,0,0
PATAGONIA,06,032,06_032,210,0,1,0,1774,342,52,4,0,0,7573,8,33538,11993,0,3,530,0
COMPTON,07,028,07_028,211,0,12,0,834,6,0,0,9,51676,355,370,80,80,2404,0,0,0
COMPTON,07,028,07_028,212,0,129,0,1828,99,0,0,28,46178,489,781,15,96,6128,0,49,1
COMPTON,07,028,07_028,213,0,151,0,1719,206,15,1,24,47238,233,697,15,100,5341,0,83,3
COMPTON,07,028,07_028,214,0,144,0,1880,199,5,0,14,44785,317,842,9,197,7315,0,108,7
COMPTON,07,028,07_028,215,0,39,0,2003,181,10,0,6,38487,460,819,51,133,13630,0,0,0
LURTON,07,023,07_023,216,0,26,0,1543,50,0,0,20,47898,1678,894,62,38,3618,0,0,0
LURTON,07,023,07_023,217,0,16,0,1295,72,1,0,0,47289,1698,1848,223,54,3324,0,0,0
LURTON,07,023,07_023,218,0,3,0,2781,419,27,8,0,34477,2222,2072,74,315,13392,0,49,0
LURTON,07,023,07_023,219,0,17,0,1788,66,16,8,0,41966,2257,2614,61,225,6766,0,36,0
LURTON,07,023,07_023,220,0,11,0,1041,4,0,0,0,50018,2716,1019,312,2,715,0,0,0
SAFFELL,07,019,07_019,221,0,244,0,2000,1434,173,58,282,5113,52,3843,0,30,24744,16103,1699,43
SAFFELL,07,019,07_019,222,0,398,0,1614,394,4,0,76,8032,3065,4943,10,61,27378,6619,3149,77
SAFFELL,07,019,07_019,223,0,158,0,1406,708,27,3,585,12662,905,5402,15,180,25396,7413,945,16
SAFFELL,07,019,07_019,224,0,141,0,1192,636,47,21,339,9985,414,7162,7,163,22410,11767,1477,59
SAFFELL,07,019,07_019,225,0,415,0,1100,647,60,28,355,14335,914,11694,1,225,24989,833,215,13
BOSTON MTN.,07,902,07_902,226,0,702,0,1959,90,1,0,0,21052,19541,7769,43,162,4513,0,4,2
BOSTON MTN.,07,902,07_902,227,0,81,0,1978,16,0,0,0,37097,11276,5212,51,49,61,0,1,3
BOSTON MTN.,07,902,07_902,228,0,5,0,1697,2,0,0,0,50708,1746,1602,48,15,14,0,0,0
BOSTON MTN.,07,902,07_902,229,0,7,0,1598,4,0,0,0,52119,460,987,82,15,563,0,0,0
BOSTON MTN.,07,902,07_902,230,0,109,0,1661,172,41,4,8,48412,2687,1191,1,67,1470,0,0,0
RUPERT,07,020,07_020,231,0,298,0,1562,34,2,0,29,10811,27164,5858,5947,1850,2268,0,1,0
RUPERT,07,020,07_020,232,0,281,0,1487,42,0,0,45,20917,15288,7539,3258,1115,5829,0,13,0
RUPERT,07,020,07_020,233,0,46,0,1905,95,4,0,124,24536,7743,8263,4819,1838,6387,0,57,4
RUPERT,07,020,07_020,234,0,13,0,1451,22,0,0,0,33256,7553,7612,2600,625,2684,0,0,2
RUPERT,07,020,07_020,235,0,19,0,1473,78,1,0,96,35290,4320,5090,633,1263,7558,0,8,0
COAL HILL,07,022,07_022,236,0,564,0,2159,1629,186,8,59,4365,6883,681,29,321,26301,8483,1013,3139
COAL HILL,07,022,07_022,237,0,5497,0,1873,817,162,131,139,6885,6235,918,60,354,27362,584,751,4069
COAL HILL,07,022,07_022,238,0,3993,0,3188,3775,1690,523,106,2769,9005,331,29,104,26335,22,1108,2839
COAL HILL,07,022,07_022,239,0,255,0,4263,4105,1569,464,321,4355,15109,762,59,793,23559,3,106,103
COAL HILL,07,022,07_022,240,0,189,0,1999,547,16,1,83,11554,16376,1857,101,1085,21918,0,109,0
MASSARD,07,024,07_024,241,0,5187,0,13963,14100,5750,2096,57,4813,38,2421,16,168,4957,399,1134,720
