RTENAME,StateNm,RouteID,U_S_R_I,id,t00m_mean,t00j_mean,t01m_mean,t01j_mean,t15m_mean,t15j_mean,t16m_mean,t16j_mean
CASCADE,52,008,52_008,2446,19.905000000000000,21.935000000000000,19.420000000000000,21.770000000000000,18.590000000000000,23.479999999999900,17.289999999999900,24.329999999999900
CASCADE,52,008,52_008,2447,19.853333333333300,21.719999999999900,19.313333333333300,21.596666666666600,18.476666666666600,23.246666666666600,17.200000000000000,24.173333333333300
CASCADE,52,008,52_008,2448,19.709999999999900,21.716666666666600,19.109999999999900,21.586666666666600,18.423333333333300,23.203333333333300,17.143333333333300,24.140000000000000
CASCADE,52,008,52_008,2449,19.507500000000000,21.727500000000000,18.899999999999900,21.617500000000000,18.384999999999900,23.162500000000000,17.055000000000000,24.115000000000000
CASCADE,52,008,52_008,2450,19.266666666666600,21.620000000000000,18.686666666666600,21.526666666666600,18.260000000000000,22.989999999999900,16.913333333333300,23.986666666666600
WHITEWATER,52,056,52_056,2451,20.467500000000000,23.225000000000000,19.922500000000000,22.832500000000000,19.484999999999900,24.609999999999900,18.027500000000000,25.680000000000000
WHITEWATER,52,056,52_056,2452,20.695000000000000,23.719999999999900,20.184999999999900,23.199999999999900,19.545000000000000,24.685000000000000,18.060000000000000,25.979999999999900
WHITEWATER,52,056,52_056,2453,20.809999999999900,23.844999999999900,20.285000000000000,23.310000000000000,19.535000000000000,24.685000000000000,18.074999999999900,26.030000000000000
WHITEWATER,52,056,52_056,2454,20.587499999999900,23.405000000000000,20.065000000000000,22.997500000000000,19.414999999999900,24.530000000000000,17.945000000000000,25.789999999999900
WHITEWATER,52,056,52_056,2455,20.359999999999900,23.000000000000000,19.796666666666600,22.709999999999900,19.286666666666600,24.310000000000000,17.776666666666600,25.560000000000000
CP GIRARDEAU,52,007,52_007,2456,20.453333333333300,23.393333333333300,20.209999999999900,22.966666666666600,19.883333333333300,24.856666666666600,18.300000000000000,25.946666666666600
CP GIRARDEAU,52,007,52_007,2457,20.486666666666600,23.433333333333300,20.280000000000000,22.989999999999900,19.906666666666600,24.870000000000000,18.323333333333300,25.973333333333300
CP GIRARDEAU,52,007,52_007,2458,20.509999999999900,23.495000000000000,20.234999999999900,23.030000000000000,19.859999999999900,24.844999999999900,18.280000000000000,26.000000000000000
CP GIRARDEAU,52,007,52_007,2459,20.613333333333300,23.636666666666600,20.309999999999900,23.136666666666600,19.836666666666600,24.836666666666600,18.293333333333300,26.053333333333300
CP GIRARDEAU,52,007,52_007,2460,20.475000000000000,23.424999999999900,20.160000000000000,22.954999999999900,19.844999999999900,24.799999999999900,18.245000000000000,25.975000000000000
AKERS,52,010,52_010,2461,19.557499999999900,21.212500000000000,18.299999999999900,22.129999999999900,17.950000000000000,22.912499999999900,16.900000000000000,24.544999999999900
AKERS,52,010,52_010,2462,19.520000000000000,21.222500000000000,18.305000000000000,22.114999999999900,17.980000000000000,22.924999999999900,16.915000000000000,24.512500000000000
AKERS,52,010,52_010,2463,19.604999999999900,21.314999999999900,18.335000000000000,22.085000000000000,18.020000000000000,22.859999999999900,16.870000000000000,24.359999999999900
AKERS,52,010,52_010,2464,19.730000000000000,21.489999999999900,18.463333333333300,22.073333333333300,18.136666666666600,22.853333333333300,16.896666666666600,24.216666666666600
AKERS,52,010,52_010,2465,19.589999999999900,21.650000000000000,18.537499999999900,21.930000000000000,18.222500000000000,22.980000000000000,16.992500000000000,24.037500000000000
WILLIAMSVILL,52,052,52_052,2466,20.193333333333300,22.929999999999900,19.789999999999900,22.989999999999900,19.176666666666600,24.530000000000000,17.960000000000000,25.183333333333300
WILLIAMSVILL,52,052,52_052,2467,19.922499999999900,22.632500000000000,19.484999999999900,22.759999999999900,18.947499999999900,24.382500000000000,17.680000000000000,24.919999999999900
WILLIAMSVILL,52,052,52_052,2468,19.597500000000000,22.262499999999900,19.115000000000000,22.412499999999900,18.652500000000000,24.164999999999900,17.324999999999900,24.517499999999900
WILLIAMSVILL,52,052,52_052,2469,19.660000000000000,22.335000000000000,19.149999999999900,22.484999999999900,18.634999999999900,24.200000000000000,17.324999999999900,24.539999999999900
WILLIAMSVILL,52,052,52_052,2470,19.673333333333300,22.340000000000000,19.099999999999900,22.473333333333300,18.550000000000000,24.183333333333300,17.213333333333300,24.456666666666600
BENNETT,52,053,52_053,2471,20.039999999999900,22.695000000000000,19.515000000000000,22.865000000000000,19.184999999999900,24.335000000000000,17.875000000000000,25.020000000000000
BENNETT,52,053,52_053,2472,19.939999999999900,22.567500000000000,19.340000000000000,22.664999999999900,18.927500000000000,24.112500000000000,17.605000000000000,24.787499999999900
